CaseNo,大規模,小規模,特注品,利便性,原価物,簡易性,完成品,特価品,新商品,安全性,価格帯,数量性,複合物,国内品,輸入品,郷土品,油分量,糖分量
8100,2,1.000,8,0,6,2,8,17,1,0,3,1,0.000,8.000,3.000,2.000,1.000,2.000
8101,1,0.659,20,0,7,0,15,19,2,0,8,2,2.000,11.000,3.000,0.000,2.000,1.000
8102,0,2.000,10,0,15,2,10,23,3,3,2,1,0.000,11.000,3.000,3.000,0.000,5.000
8103,8,5.316,49,6,72,9,51,78,7,12,39,9,3.000,42.000,28.000,6.000,5.000,24.000
8104,7,6.000,49,6,61,18,34,80,7,13,18,6,1.000,27.000,17.000,13.000,7.000,8.000
8105,0,1.000,4,3,9,1,13,16,1,4,3,0,1.239,14.463,3.696,2.685,0.189,1.393
8106,4,7.000,54,2,35,18,51,69,5,8,31,6,5.578,39.363,22.216,7.271,6.378,15.976
8107,4,1.189,21,3,20,5,13,28,1,4,7,2,0.000,21.000,4.000,1.000,0.000,2.000
8108,5,2.007,18,1,17,10,20,24,4,5,7,4,1.000,12.000,10.000,5.000,4.000,3.783
8109,16,3.000,80,13,84,11,43,101,8,20,33,8,2.000,31.000,27.000,7.000,13.000,21.000
8110,3,0.000,9,1,18,0,0,22,0,3,7,4,0.000,0.000,3.000,0.000,0.000,0.000
8111,0,0.000,2,2,2,1,0,7,0,0,0,0,0.000,0.000,0.000,1.000,0.000,0.000
8112,2,1.100,29,3,18,10,15,39,2,0,8,3,0.000,24.000,1.000,5.000,1.000,0.000
8113,0,0.000,7,2,2,0,5,5,0,0,3,0,-1.024,6.081,1.945,0.716,-0.392,0.939
8114,6,1.573,25,8,52,0,6,60,2,10,14,5,0.000,5.000,10.000,1.000,0.000,17.000
8115,2,3.379,55,0,32,4,21,42,3,12,18,1,2.000,13.000,19.000,2.000,2.000,8.564
8116,1,1.486,27,4,7,0,19,22,5,3,5,2,1.000,7.000,12.000,1.000,4.000,7.000
8117,5,2.034,13,3,19,2,8,36,0,8,1,1,2.000,13.000,2.000,1.000,0.000,3.000
8118,8,3.691,49,2,52,14,30,73,2,19,20,7,4.000,30.000,16.000,5.000,2.000,11.383
8119,3,1.548,29,5,55,6,12,52,1,18,13,3,1.000,9.000,6.000,4.000,0.000,2.564
8120,4,5.000,30,0,5,6,30,55,16,0,21,3,1.000,21.000,33.000,8.000,1.000,61.000
8121,6,7.000,52,13,71,4,32,56,3,19,21,7,2.000,38.000,16.000,1.000,3.000,9.000
8122,7,2.223,36,1,56,9,23,58,5,13,16,8,2.000,30.000,14.000,5.000,1.000,6.609
8123,6,2.000,40,7,33,12,38,85,6,10,14,6,17.000,21.000,16.000,7.000,10.000,14.000
8124,4,0.000,23,3,20,6,12,30,5,4,7,1,0.000,12.000,5.000,3.000,3.000,6.000
8125,6,3.259,22,2,5,1,25,23,2,3,7,0,5.000,20.000,8.000,2.000,4.000,14.000
8126,2,-0.243,5,2,6,0,1,9,0,0,5,1,0.000,2.000,2.000,0.000,0.000,1.462
8127,4,0.927,9,6,42,1,9,19,1,11,7,2,0.000,10.000,5.000,1.000,0.000,5.000
8128,6,0.000,8,2,14,4,5,17,0,3,4,2,0.261,5.545,2.127,1.308,1.660,4.523
8129,5,1.162,21,9,49,1,4,48,1,11,11,4,2.000,4.000,8.000,1.000,0.000,2.000
8130,7,4.000,60,2,67,10,33,81,1,16,13,3,2.501,28.015,15.574,4.381,3.641,10.643
8131,8,1.452,30,4,42,5,10,41,0,17,7,1,3.000,9.000,6.000,4.000,3.000,1.000
8132,8,0.000,23,10,23,11,26,61,6,4,7,7,10.000,22.000,7.000,4.000,7.000,6.000
8133,1,0.000,34,8,20,4,24,60,1,3,6,3,4.000,13.000,8.000,3.000,2.000,4.000
8134,1,1.000,6,0,4,0,4,8,1,1,2,0,3.000,4.000,1.000,0.000,0.000,1.000
8135,6,0.000,41,5,27,6,19,48,1,7,13,1,3.568,14.832,12.303,2.561,3.753,9.301
8136,12,3.932,55,2,52,8,40,109,4,14,15,8,9.000,32.000,21.000,5.000,4.000,11.111
8137,1,0.000,16,2,14,3,23,27,8,2,6,2,1.490,16.718,7.556,2.431,1.279,5.889
8138,1,2.428,16,2,13,4,23,23,3,1,8,0,8.000,9.000,13.000,3.000,4.000,3.000
8139,1,2.000,23,2,36,7,16,36,0,14,7,1,1.000,20.000,8.000,1.000,3.000,5.000
8140,0,0.196,6,3,7,0,6,9,0,2,4,0,0.000,2.000,4.000,0.000,0.000,0.000
8141,0,0.082,2,0,0,1,6,3,1,0,1,0,0.000,6.000,0.000,1.000,0.000,-0.555
8142,2,-0.375,10,4,7,4,2,14,1,0,7,2,0.000,11.000,5.000,1.000,1.000,2.000
8143,2,0.000,5,0,12,1,2,13,0,3,2,0,0.000,2.000,1.000,1.000,1.000,0.000
8144,4,2.849,12,1,8,8,7,28,5,1,7,1,0.000,10.000,8.000,5.000,1.000,4.985
8145,4,7.000,34,0,39,0,22,38,0,8,11,3,4.000,16.000,11.000,2.000,0.000,0.000
8146,3,1.000,11,2,15,8,4,24,3,5,12,2,0.000,5.000,8.000,3.000,3.000,5.000
8147,2,6.000,26,3,23,1,22,43,1,10,8,3,1.000,25.000,3.000,2.000,0.000,1.000
8148,8,1.716,19,6,32,9,14,47,0,4,9,6,5.000,14.000,7.000,1.000,4.000,4.000
8149,1,0.000,13,2,27,2,10,33,0,3,5,4,0.159,12.037,3.903,2.158,0.911,2.344
8150,1,0.991,16,0,7,9,14,26,1,0,6,3,1.000,19.000,6.000,4.000,4.000,8.000
8151,7,2.180,26,1,26,3,13,40,2,10,17,4,1.000,22.000,4.000,1.000,3.000,3.233
8152,0,0.000,29,2,13,12,30,44,7,9,11,2,3.000,22.000,15.000,4.000,8.000,7.000
8153,3,2.000,37,1,33,7,21,41,0,9,22,4,3.000,18.000,17.000,5.000,0.000,1.000
8154,0,2.627,21,6,20,7,8,35,2,8,2,0,0.000,2.000,11.000,1.000,6.000,5.179
8155,7,2.000,33,4,34,18,23,71,3,4,5,9,0.288,27.428,8.727,4.502,2.567,5.035
8156,15,3.000,30,7,29,6,25,50,6,6,17,4,5.000,21.000,9.000,2.000,5.000,0.000
8157,1,1.239,24,3,16,4,6,20,4,5,10,0,1.000,13.000,12.000,1.000,0.000,6.067
8158,3,2.000,24,1,38,1,12,37,2,9,20,3,0.000,12.000,3.000,3.000,0.000,2.000
8159,3,3.326,29,2,25,2,41,42,14,14,10,5,0.000,39.000,18.000,6.000,0.000,11.503
8160,10,3.504,31,3,36,4,8,74,0,3,17,9,7.000,9.000,21.000,3.000,5.000,15.000
8161,1,1.000,23,1,27,4,19,46,1,3,8,0,1.000,15.000,8.000,9.000,0.000,7.000
8162,2,2.312,25,2,9,8,15,22,2,3,10,0,5.000,4.000,11.000,5.000,9.000,6.010
8163,3,2.000,18,3,22,2,5,25,0,8,6,3,0.000,4.000,8.000,1.000,0.000,0.000
8164,6,4.000,11,1,35,0,5,28,2,15,7,1,0.000,11.000,2.000,0.000,2.000,7.000
8165,6,2.000,33,1,42,1,18,32,1,6,16,1,0.000,23.000,7.000,2.000,0.000,3.000
8166,13,2.000,38,4,46,9,15,60,4,11,17,9,0.000,14.000,13.000,7.000,4.000,2.000
8167,0,1.000,14,2,12,3,5,17,2,5,5,1,0.000,7.000,6.000,2.000,0.000,7.000
8168,0,0.000,6,0,1,1,7,10,2,0,0,0,0.686,9.390,5.007,0.184,1.071,4.355
8169,2,2.327,14,5,9,1,23,25,6,0,7,1,1.000,28.000,4.000,0.000,1.000,2.721
8170,1,0.000,27,1,11,7,11,25,2,0,6,1,0.000,18.000,5.000,4.000,1.000,2.000
8171,2,1.000,31,5,11,7,33,52,3,1,9,2,3.594,29.361,13.345,4.909,5.272,9.593
8172,3,5.000,35,3,26,2,20,45,1,13,13,3,2.000,12.000,11.000,1.000,3.000,7.000
8173,5,1.000,18,2,22,3,15,39,0,0,9,2,1.641,17.372,6.079,3.240,2.153,4.757
8174,0,3.232,24,4,5,9,34,20,3,0,8,1,1.000,30.000,6.000,2.000,5.000,3.524
8175,4,1.555,24,3,50,4,10,51,1,19,9,2,0.000,9.000,9.000,0.000,1.000,5.036
8176,7,0.000,22,5,23,4,14,45,5,6,12,0,0.000,16.000,5.000,4.000,2.000,17.000
8177,1,5.000,43,1,10,5,34,37,2,1,19,1,3.432,27.446,16.440,4.558,4.292,9.850
8178,5,0.000,29,5,16,11,18,34,2,10,9,5,3.000,14.000,12.000,0.000,0.000,6.000
8179,7,1.706,26,3,35,1,10,32,1,11,12,0,0.000,14.000,11.000,0.000,1.000,6.124
8180,4,1.354,21,3,25,17,19,28,2,2,13,3,0.000,27.000,4.000,0.000,4.000,5.000
8181,6,1.675,40,4,26,6,16,55,2,2,20,2,2.000,15.000,13.000,4.000,1.000,4.000
8182,12,6.000,73,3,43,15,63,103,5,11,19,9,5.714,50.520,25.369,8.752,7.532,14.532
8183,8,6.000,49,2,28,2,32,54,4,8,10,5,3.831,28.406,15.429,5.999,4.970,11.137
8184,8,2.000,16,4,19,5,10,20,1,4,6,0,-0.609,11.980,4.637,1.743,1.115,2.894
8185,4,2.000,18,0,28,4,13,37,0,5,13,5,2.000,8.000,6.000,7.000,1.000,2.000
8186,1,1.000,7,1,9,0,7,12,0,3,4,0,1.000,6.000,1.000,3.000,0.000,3.000
8187,0,1.545,11,2,11,9,8,34,2,0,0,1,0.000,13.000,7.000,3.000,2.000,9.000
8188,1,1.565,11,0,10,2,19,15,5,3,8,3,0.000,17.000,11.000,2.000,0.000,5.000
8189,2,1.595,20,1,3,8,18,27,2,3,1,4,0.000,13.000,8.000,6.000,0.000,3.749
8190,5,1.000,19,3,15,4,7,24,0,6,11,2,0.000,5.000,2.000,2.000,1.000,4.000
8191,0,1.161,13,3,11,1,8,15,3,0,9,2,0.000,8.000,8.000,2.000,0.000,0.000
8192,12,1.504,26,8,46,10,15,65,3,9,13,2,0.000,22.000,14.000,5.000,1.000,11.000
8193,7,5.000,23,4,41,5,23,62,5,16,11,2,4.000,15.000,13.000,2.000,3.000,3.000
8194,4,0.000,26,2,14,3,8,23,0,6,7,2,0.783,12.583,4.231,0.883,1.825,3.521
8195,2,0.000,3,0,7,2,1,14,1,4,4,1,0.000,6.000,3.000,5.000,0.000,11.000
8196,6,4.000,37,3,43,5,22,61,1,10,19,9,1.000,15.000,12.000,3.000,7.000,2.000
8197,3,0.000,15,3,13,3,16,36,0,1,0,0,0.972,17.286,7.584,3.596,2.059,2.542
8198,6,4.914,34,3,35,9,46,81,5,11,5,6,4.000,35.000,16.000,3.000,7.000,9.449
8199,12,1.000,39,6,32,12,23,51,4,10,20,3,1.000,18.000,21.000,4.000,8.000,14.000
8200,4,2.477,30,3,39,11,19,49,4,7,15,2,0.000,23.000,9.000,2.000,1.000,4.669
8201,2,0.000,29,2,21,9,17,53,2,5,11,4,1.000,17.000,14.000,6.000,1.000,11.000
8202,3,0.469,4,0,3,6,1,12,1,3,0,1,0.000,4.000,2.000,4.000,0.000,4.277
8203,5,0.999,14,1,8,4,1,21,0,0,8,2,0.000,8.000,3.000,0.000,0.000,0.041
8204,0,2.000,8,0,2,4,9,14,1,0,3,1,0.000,7.000,9.000,3.000,1.000,3.000
8205,3,2.730,31,2,15,2,39,35,2,5,4,5,1.000,39.000,1.000,2.000,0.000,3.000
8206,2,3.127,36,1,15,6,21,27,2,6,8,4,0.000,27.000,5.000,0.000,1.000,6.245
8207,2,1.452,21,0,3,5,13,18,3,1,8,6,0.000,13.000,7.000,0.000,1.000,6.188
8208,6,1.000,14,4,19,8,11,29,1,5,6,3,0.000,10.000,6.000,3.000,4.000,1.000
8209,2,2.000,7,0,4,3,12,14,3,1,0,1,0.482,10.356,3.995,1.821,0.619,2.955
8210,5,1.404,31,1,20,4,28,36,3,2,14,4,2.000,22.000,5.000,3.000,0.000,2.000
8211,3,4.000,24,1,21,4,12,22,2,5,12,0,0.268,11.811,8.367,0.511,1.230,6.396
8212,2,0.000,19,2,20,2,11,31,1,6,8,4,0.000,6.000,4.000,3.000,2.000,7.000
8213,10,2.000,52,18,62,13,49,143,7,9,23,13,36.000,19.000,40.000,6.000,21.000,10.000
8214,4,2.711,15,4,4,9,17,18,2,1,3,1,0.000,16.000,4.000,0.000,0.000,1.227
8215,5,1.000,45,10,42,5,31,59,7,6,28,7,3.000,37.000,14.000,5.000,0.000,15.000
8216,6,2.149,24,6,24,11,9,58,6,3,13,7,2.000,15.000,17.000,4.000,1.000,22.000
8217,5,4.000,39,0,48,2,14,49,1,8,13,4,2.567,16.722,11.863,3.472,2.511,6.605
8218,9,9.000,43,5,52,18,40,65,2,10,21,1,7.000,23.000,16.000,11.000,5.000,1.000
8219,6,7.000,29,4,39,7,21,62,2,6,12,3,6.000,13.000,16.000,2.000,5.000,6.000
8220,0,2.219,14,3,9,3,12,14,1,4,3,1,0.000,17.000,3.000,2.000,1.000,6.000
8221,2,3.010,24,2,14,6,25,16,4,9,14,1,0.000,35.000,0.000,1.000,0.000,2.990
8222,6,2.042,21,3,15,6,11,38,0,3,4,7,0.000,14.000,3.000,3.000,1.000,2.684
8223,1,0.132,2,2,13,2,6,16,3,5,6,1,0.000,11.000,1.000,0.000,0.000,2.356
8224,1,1.000,10,1,7,2,11,33,2,3,5,1,-0.001,15.300,5.590,1.207,1.454,2.989
8225,4,5.000,26,1,19,3,33,30,7,6,8,1,3.363,25.492,12.749,4.855,2.936,8.107
8226,4,0.000,18,2,37,0,6,34,0,9,9,6,0.890,8.541,6.892,0.375,1.039,4.100
8227,0,1.000,18,2,10,1,13,25,5,5,11,0,0.000,10.000,8.000,1.000,1.000,16.000
8228,1,2.017,35,1,15,7,26,50,0,6,9,2,0.000,24.000,15.000,7.000,0.000,1.000
8229,0,0.000,6,1,1,2,9,16,0,0,1,0,-0.103,7.224,2.647,2.091,1.970,1.272
8230,3,5.000,24,0,11,8,26,38,2,4,2,5,0.000,22.000,6.000,3.000,1.000,4.000
8231,3,0.000,27,2,11,2,7,29,0,1,7,2,1.189,10.766,5.895,3.260,0.664,2.776
8232,3,1.352,29,0,21,1,17,31,0,8,8,1,0.000,9.000,8.000,1.000,1.000,5.221
8233,2,0.000,23,0,11,11,17,33,2,1,13,2,3.000,22.000,14.000,3.000,4.000,7.000
8234,0,0.612,11,0,10,4,8,23,1,2,2,1,0.000,6.000,3.000,5.000,0.000,2.000
8235,12,3.000,24,3,30,5,9,50,1,7,17,4,2.500,11.438,7.826,0.904,2.233,6.708
8236,7,3.247,30,4,37,6,22,61,3,12,8,1,3.000,12.000,21.000,3.000,3.000,5.000
8237,1,2.000,23,2,9,1,9,15,3,0,12,2,0.000,11.000,12.000,2.000,0.000,4.000
8238,0,2.012,15,3,11,2,18,18,6,2,4,0,3.000,20.000,3.000,6.000,1.000,3.153
8239,3,3.000,28,1,28,5,11,48,3,8,13,2,4.000,8.000,15.000,3.000,0.000,11.000
8240,4,2.000,32,8,32,6,10,38,2,6,12,3,-0.669,15.105,9.736,1.683,1.735,7.810
8241,4,2.416,23,1,26,4,16,35,2,7,24,4,1.000,12.000,21.000,2.000,3.000,10.372
8242,3,4.000,24,3,30,1,14,31,3,2,5,2,1.000,16.000,8.000,2.000,0.000,6.000
8243,0,-0.342,4,3,5,3,5,9,0,0,1,2,0.000,8.000,2.000,0.000,0.000,3.000
8244,11,1.019,27,7,39,3,12,51,0,4,21,4,1.000,14.000,9.000,3.000,1.000,8.000
8245,8,1.091,32,3,31,4,16,51,1,9,16,3,0.000,16.000,11.000,0.000,1.000,6.883
8246,7,5.000,52,7,59,13,29,70,2,9,21,8,2.000,35.000,4.000,9.000,1.000,7.000
8247,1,1.294,20,4,12,4,11,30,1,4,2,3,0.000,20.000,4.000,1.000,3.000,5.000
8248,3,0.000,27,0,7,4,15,29,0,0,5,1,1.000,13.000,5.000,2.000,3.000,3.000
8249,1,0.270,6,0,4,4,10,15,3,1,1,1,0.000,15.000,2.000,3.000,0.000,6.000
8250,0,1.106,27,2,9,2,22,18,1,0,4,0,0.000,24.000,7.000,2.000,0.000,4.851
8251,17,4.855,76,10,68,18,56,117,5,9,23,11,9.000,34.000,16.000,10.000,16.000,5.000
8252,3,0.000,18,6,19,2,4,23,0,5,5,1,1.000,2.000,4.000,2.000,0.000,4.000
8253,1,2.000,10,1,6,9,7,20,1,0,2,2,0.000,12.000,6.000,5.000,0.000,6.000
8254,0,2.225,4,0,12,2,6,14,0,3,2,0,0.000,7.000,0.000,0.000,0.000,0.000
8255,0,0.000,21,2,8,2,13,30,0,1,10,4,0.000,19.000,7.000,0.000,2.000,8.000
8256,6,1.000,32,3,37,2,13,42,3,9,9,1,-0.079,13.805,8.135,2.224,1.649,2.839
8257,2,1.065,16,7,19,3,3,24,1,0,7,2,1.000,2.000,2.000,1.000,0.000,3.000
8258,1,0.639,10,0,2,1,4,8,0,0,0,0,0.000,3.000,3.000,1.000,0.000,1.947
8259,3,0.000,15,2,12,0,5,18,2,3,7,4,0.935,6.602,5.553,0.720,0.931,4.426
8260,6,2.000,18,2,12,4,20,24,3,3,12,3,0.000,11.000,7.000,5.000,2.000,5.000
8261,4,2.303,16,1,9,4,13,31,1,0,5,2,1.000,8.000,18.000,3.000,4.000,7.000
8262,0,1.140,9,0,1,0,3,13,3,0,20,1,0.000,5.000,19.000,0.000,0.000,6.914
8263,2,0.000,15,2,9,10,9,20,6,4,0,0,2.000,8.000,7.000,4.000,7.000,4.000
8264,6,2.000,18,5,11,7,21,21,0,7,4,1,2.000,12.000,6.000,4.000,4.000,0.000
8265,1,2.000,15,1,12,2,8,21,1,7,7,1,1.000,5.000,4.000,3.000,2.000,5.000
8266,2,1.270,12,1,11,5,13,31,3,6,3,1,0.000,21.000,4.000,2.000,3.000,17.000
8267,0,2.597,24,2,25,1,31,32,1,2,17,1,0.000,23.000,11.000,1.000,0.000,4.000
8268,1,7.000,28,1,36,6,15,48,1,11,8,1,3.000,18.000,5.000,1.000,1.000,1.000
8269,2,2.026,9,2,10,6,22,30,15,1,4,2,0.000,16.000,12.000,1.000,3.000,6.987
8270,3,0.000,8,2,9,4,6,19,0,2,2,2,0.000,7.000,7.000,1.000,0.000,5.000
8271,7,3.853,40,9,37,11,28,62,5,11,12,2,0.000,28.000,16.000,5.000,4.000,9.735
8272,3,2.000,21,1,10,3,12,30,1,0,8,1,0.000,7.000,9.000,2.000,2.000,7.000
8273,3,1.000,26,6,21,9,19,50,2,8,2,5,1.000,20.000,3.000,2.000,4.000,3.000
8274,10,0.000,37,3,71,5,8,72,1,13,17,7,0.000,15.000,15.000,3.000,0.000,6.000
8275,1,1.551,19,0,11,0,14,14,1,6,9,0,0.000,16.000,3.000,1.000,0.000,1.000
8276,6,1.000,20,3,20,5,16,25,1,2,14,0,1.853,13.622,6.823,3.583,1.514,3.194
8277,5,0.000,18,1,28,3,15,31,2,6,2,3,2.000,18.000,0.000,0.000,3.000,2.000
8278,0,10.000,21,7,21,3,24,31,10,6,19,2,2.350,21.304,14.413,3.486,1.642,8.176
8279,5,1.000,16,2,28,10,15,32,2,1,10,6,0.000,21.000,4.000,3.000,0.000,6.000
8280,3,1.634,20,2,15,3,15,27,0,4,0,2,2.000,15.000,8.000,1.000,1.000,3.000
8281,0,0.000,16,0,2,6,6,16,2,0,7,0,0.995,13.391,5.548,2.647,2.046,4.206
8282,0,4.000,18,1,11,1,8,14,0,5,2,2,-0.479,9.835,4.946,0.923,0.723,2.500
8283,4,1.000,26,3,22,8,28,55,2,6,9,2,10.000,20.000,12.000,4.000,7.000,7.000
8284,2,1.677,18,1,20,6,13,16,1,10,6,1,0.000,14.000,3.000,4.000,0.000,2.941
8285,3,2.323,26,2,16,5,25,48,3,2,11,4,3.000,19.000,6.000,2.000,4.000,5.000
8286,2,2.000,14,6,29,9,34,39,10,12,10,3,1.000,28.000,14.000,10.000,2.000,15.000
8287,4,0.000,18,1,0,3,17,26,0,0,5,1,0.532,15.671,7.596,2.938,1.296,4.718
8288,1,1.000,11,2,14,1,9,23,2,4,1,3,0.000,15.000,1.000,0.000,0.000,0.000
8289,6,1.730,26,3,27,3,15,43,0,10,8,4,0.000,17.000,10.000,2.000,1.000,4.000
8290,1,10.000,23,1,30,6,40,65,7,6,9,2,2.517,33.859,10.964,6.297,3.342,7.698
8291,3,11.000,50,0,32,2,19,46,2,11,7,1,0.000,33.000,11.000,1.000,1.000,17.000
8292,1,5.000,19,0,5,7,19,30,7,5,6,3,2.000,8.000,13.000,2.000,5.000,8.000
8293,4,2.000,19,3,17,6,11,23,1,3,8,2,2.277,11.613,5.862,2.010,2.088,3.791
8294,5,4.561,47,2,31,10,29,59,4,7,22,7,1.000,23.000,14.000,4.000,6.000,9.922
8295,3,2.014,9,9,38,7,15,38,3,5,7,6,0.000,13.000,4.000,4.000,3.000,2.000
8296,3,2.000,33,1,17,4,18,59,1,3,3,2,1.000,16.000,10.000,6.000,2.000,8.000
8297,2,1.939,17,1,6,4,5,21,0,1,7,1,1.000,5.000,6.000,2.000,3.000,2.000
8298,1,0.000,23,4,15,6,27,43,5,3,4,2,12.000,22.000,10.000,3.000,4.000,0.000
8299,11,2.380,23,7,33,3,7,42,4,7,12,4,2.000,9.000,10.000,3.000,1.000,3.000
8300,3,0.000,20,2,20,1,13,26,2,8,6,1,0.000,15.000,8.000,0.000,0.000,8.000
8301,2,3.000,8,0,1,1,8,3,1,2,5,0,1.621,7.936,4.144,2.951,2.584,4.614
8302,11,1.830,21,7,43,6,22,52,1,9,1,2,4.000,13.000,7.000,2.000,4.000,3.394
8303,5,3.000,12,0,15,2,13,33,1,11,5,3,0.280,13.705,5.551,1.510,0.442,3.066
8304,7,0.000,36,6,52,4,23,39,3,9,24,3,2.252,15.469,12.440,3.201,3.872,9.062
8305,11,1.000,11,0,42,5,0,38,0,9,3,8,3.000,6.000,1.000,0.000,0.000,0.000
8306,4,4.000,29,5,35,4,33,46,2,14,11,2,1.494,23.665,12.804,3.239,3.069,5.402
8307,5,2.145,15,0,14,3,14,33,1,11,2,0,0.000,16.000,5.000,3.000,0.000,0.000
8308,5,2.474,32,1,14,3,10,37,1,3,7,1,5.000,7.000,9.000,2.000,1.000,6.244
8309,2,3.000,18,0,6,2,10,22,1,3,14,0,1.318,10.106,9.629,1.783,0.335,5.987
8310,2,0.000,11,0,4,2,5,5,1,0,6,0,0.000,6.000,4.000,1.000,0.000,1.000
8311,2,1.755,23,5,10,6,19,31,2,3,10,2,0.000,10.000,7.000,3.000,7.000,6.000
8312,6,1.000,25,6,42,8,18,63,3,10,20,6,4.000,7.000,16.000,5.000,4.000,16.000
8313,4,1.000,25,3,14,7,10,28,0,7,8,1,1.484,14.551,6.424,3.144,1.652,2.512
8314,8,1.000,19,11,30,7,18,48,2,5,2,6,1.000,14.000,7.000,4.000,1.000,1.000
8315,5,2.000,28,6,26,0,7,21,1,6,17,2,1.000,1.000,12.000,0.000,0.000,5.000
8316,7,1.470,17,5,26,7,12,45,1,6,2,8,3.000,13.000,5.000,1.000,4.000,2.000
8317,3,0.000,19,1,16,3,5,27,1,2,5,2,1.000,6.000,5.000,2.000,1.000,3.000
8318,3,5.000,41,2,22,1,17,42,1,8,9,1,2.247,17.402,12.229,2.719,3.768,6.352
8319,11,3.000,44,5,61,4,34,61,3,17,16,6,2.377,24.734,12.376,4.773,3.661,9.564
8320,2,0.000,13,8,10,7,8,21,3,4,10,0,0.877,6.951,6.509,0.753,-0.027,6.965
8321,4,2.467,34,5,15,4,22,28,1,4,21,2,0.000,16.000,15.000,1.000,0.000,9.543
8322,1,0.000,13,1,7,2,1,15,1,0,8,1,1.000,2.000,7.000,1.000,0.000,1.000
8323,3,1.534,9,4,5,13,22,34,1,0,2,2,1.000,15.000,6.000,8.000,4.000,1.000
8324,2,1.457,26,0,15,9,16,29,2,0,13,1,0.000,17.000,6.000,5.000,0.000,4.603
8325,5,3.970,53,4,53,15,36,57,6,12,18,5,3.000,39.000,13.000,2.000,6.000,2.000
8326,10,3.162,62,9,56,5,48,76,1,9,16,6,5.000,31.000,15.000,9.000,3.000,10.254
8327,1,0.000,14,3,19,0,7,26,0,1,2,2,1.542,8.626,2.825,1.920,1.495,3.123
8328,8,0.000,31,1,18,5,11,19,0,0,12,1,-0.814,12.407,7.608,1.790,0.666,4.950
8329,0,0.000,9,0,1,4,1,11,0,2,3,0,0.197,5.222,1.984,0.957,-0.279,0.725
8330,2,-0.050,9,2,14,3,10,17,4,6,4,1,0.000,8.000,3.000,0.000,0.000,1.000
8331,4,2.216,26,1,5,2,14,23,0,0,12,1,0.000,5.000,15.000,1.000,1.000,1.000
8332,2,1.849,21,3,8,3,7,22,2,4,9,1,0.000,8.000,9.000,2.000,0.000,3.000
8333,0,3.495,37,1,9,10,31,48,6,3,11,8,2.000,36.000,11.000,0.000,2.000,7.000
8334,4,0.000,39,4,41,4,12,41,1,5,22,2,0.000,11.000,10.000,4.000,0.000,3.000
8335,11,2.759,12,2,31,7,23,49,5,2,22,5,1.000,15.000,11.000,4.000,2.000,8.000
8336,2,0.000,12,1,12,1,1,21,0,5,2,0,1.000,3.000,1.000,0.000,0.000,5.000
8337,5,1.326,18,4,17,7,16,22,2,2,8,2,0.000,21.000,9.000,3.000,1.000,1.000
8338,2,2.194,18,2,5,3,23,21,3,2,4,1,5.000,19.000,4.000,4.000,5.000,3.000
8339,2,1.000,3,1,4,3,2,7,1,0,2,1,0.000,7.000,2.000,0.000,0.000,1.000
8340,1,0.987,8,2,3,12,3,15,0,1,2,2,0.000,9.000,2.000,4.000,3.000,1.824
8341,3,5.000,22,6,18,6,20,28,3,7,15,2,1.932,22.282,10.490,2.572,2.183,7.089
8342,4,0.839,18,2,11,13,13,34,1,5,4,1,0.000,14.000,3.000,4.000,2.000,3.104
8343,2,2.000,18,4,16,1,13,22,0,6,6,1,0.000,10.000,5.000,2.000,0.000,3.000
8344,4,0.000,30,4,16,4,15,35,1,5,14,2,0.000,13.000,6.000,2.000,4.000,3.000
8345,2,0.653,8,0,7,2,4,15,0,0,3,0,0.000,2.000,10.000,0.000,2.000,3.156
8346,5,3.478,25,1,13,9,19,43,3,2,5,3,1.000,18.000,11.000,2.000,3.000,6.067
8347,2,0.000,16,1,20,7,4,30,0,6,9,3,0.193,6.290,3.983,1.620,0.551,2.512
8348,5,0.000,13,1,21,3,9,26,2,11,4,1,-0.153,7.590,2.319,1.653,0.815,2.545
8349,3,0.000,17,1,14,9,13,26,2,5,6,0,0.000,15.000,5.000,7.000,1.000,2.000
8350,5,5.000,46,11,47,8,30,74,4,12,9,9,11.000,24.000,12.000,5.000,6.000,15.000
8351,0,2.000,14,1,4,3,17,30,1,0,5,2,2.000,9.000,6.000,2.000,4.000,4.000
8352,1,0.000,18,0,25,3,5,29,0,6,9,2,2.000,0.000,10.000,1.000,4.000,10.000
8353,3,0.534,11,5,19,7,11,24,1,6,6,2,1.000,12.000,3.000,2.000,3.000,1.441
8354,4,0.000,21,4,21,5,14,26,1,7,4,1,0.484,15.126,7.144,1.837,0.904,2.819
8355,2,3.000,15,3,25,3,9,28,0,9,8,2,4.000,4.000,7.000,1.000,3.000,5.000
8356,3,0.000,28,0,20,4,13,36,3,7,16,2,0.000,22.000,10.000,1.000,0.000,12.000
8357,1,1.000,9,2,2,5,3,13,1,0,3,1,-0.266,8.018,2.272,2.166,-0.355,1.288
8358,2,0.000,15,2,23,3,6,27,0,7,5,2,0.000,4.000,5.000,0.000,2.000,1.000
8359,4,0.052,23,3,25,5,9,27,1,11,5,2,2.000,11.000,1.000,0.000,2.000,3.370
8360,4,0.000,10,1,12,0,9,20,1,3,3,1,0.613,8.346,3.398,1.467,0.191,3.150
8361,2,3.000,12,1,24,4,7,16,0,5,7,0,1.000,7.000,1.000,3.000,0.000,2.000
