期間,年齢,収入,教育,雇用,設備,コールカード,ワイヤレス,長距離月,通話料月,設備月,カード月,ワイヤレス月,長距離計,通話料計,カード計,ボイス,ポケベル,インターネット,キャッチ,スリーホン,電子請求,log長距離,log無料通話,ln収入,顧客,解約
72,60,271.000,1,43,0,1,0,21.700,0.000,0.000,52.250,0.000,1580.400,0.000,3665.000,0,0,0,1,1,0,3.077,3.240,5.602,3,0
29,26,32.000,3,2,0,1,0,3.400,0.000,0.000,15.750,0.000,111.500,0.000,440.000,1,0,0,0,1,0,1.224,3.240,3.466,1,1
50,25,36.000,4,2,1,1,1,13.050,0.000,40.600,10.250,40.850,682.200,0.000,545.000,1,1,0,1,1,1,2.569,3.240,3.584,4,0
35,50,293.000,3,21,1,0,0,12.250,0.000,23.900,0.000,0.000,416.400,0.000,0.000,0,0,0,0,0,1,2.506,3.240,5.680,1,1
11,63,41.000,3,3,1,0,0,4.150,0.000,29.900,0.000,0.000,46.350,0.000,0.000,0,0,1,0,0,1,1.423,3.240,3.714,1,1
9,29,39.000,3,5,0,0,0,4.200,0.000,0.000,0.000,0.000,22.000,0.000,0.000,0,0,0,0,0,1,1.435,3.240,3.664,1,0
51,48,58.000,1,18,0,1,0,19.200,25.750,0.000,9.250,0.000,964.850,1320.050,390.000,0,0,0,0,1,0,2.955,3.248,4.060,3,1
33,34,28.000,1,3,0,0,0,13.400,0.000,0.000,0.000,0.000,438.900,0.000,0.000,0,0,1,0,0,0,2.595,3.240,3.332,2,0
25,20,15.000,2,0,0,1,0,10.700,23.000,0.000,18.750,0.000,296.750,572.250,405.000,0,0,0,1,1,0,2.370,3.135,2.708,3,0
31,34,105.000,4,7,0,1,0,6.450,0.000,0.000,5.750,0.000,182.350,0.000,170.000,0,0,0,1,1,0,1.864,3.240,4.654,3,0
67,40,80.000,4,8,1,1,1,33.050,21.750,53.550,18.750,48.050,2225.150,1391.600,1215.000,1,1,1,1,1,1,3.498,3.080,4.382,4,0
55,45,36.000,2,9,0,1,0,25.650,41.750,0.000,11.750,0.000,1423.000,2294.750,630.000,1,0,0,1,1,0,3.245,3.732,3.584,3,0
19,50,112.000,4,3,1,1,1,7.150,0.000,44.800,14.250,46.550,160.200,0.000,265.000,1,1,0,1,1,1,1.967,3.240,4.718,4,0
39,34,55.000,4,10,1,1,1,18.450,33.750,56.950,35.500,47.850,742.500,1307.800,1385.000,1,1,1,1,1,0,2.915,3.519,4.007,4,0
52,35,40.000,4,1,1,1,1,10.750,33.500,35.300,11.000,44.600,546.650,1772.350,615.000,1,0,0,1,1,0,2.375,3.512,3.689,3,0
55,37,23.000,2,0,0,1,0,12.950,32.500,0.000,26.250,0.000,716.250,1783.550,1355.000,0,0,0,1,1,0,2.561,3.481,3.135,3,0
25,62,28.000,4,33,1,1,1,8.300,14.750,52.000,18.000,47.000,160.400,359.250,430.000,1,1,0,1,1,1,2.116,2.691,3.332,4,1
33,58,21.000,2,23,0,1,0,8.800,0.000,0.000,20.750,0.000,264.050,0.000,690.000,0,0,0,0,0,0,2.175,3.240,3.045,1,0
48,35,63.000,4,12,0,1,0,13.400,0.000,0.000,27.500,0.000,560.550,0.000,1315.000,0,1,0,1,1,0,2.595,3.240,4.143,3,1
48,31,52.000,4,3,1,1,1,8.150,26.500,50.950,31.750,55.550,364.800,1323.500,1410.000,1,1,1,1,1,1,2.098,3.277,3.951,4,0
49,57,189.000,1,31,0,1,0,11.000,0.000,0.000,8.750,0.000,476.150,0.000,405.000,0,0,0,0,0,0,2.398,3.240,5.242,1,0
54,32,50.000,1,15,1,1,0,18.150,46.250,49.200,21.250,0.000,958.700,2530.900,1105.000,0,0,0,1,1,0,2.899,3.834,3.912,3,1
45,32,23.000,1,15,0,0,0,9.850,0.000,0.000,0.000,0.000,469.100,0.000,0.000,0,0,0,0,0,0,2.287,3.240,3.135,1,0
4,37,33.000,2,15,1,0,0,2.450,0.000,21.900,0.000,0.000,19.250,0.000,0.000,0,0,1,0,0,1,0.896,3.240,3.497,1,1
49,27,29.000,3,6,1,0,0,10.400,0.000,44.000,0.000,0.000,476.450,0.000,0.000,1,0,1,0,0,1,2.342,3.240,3.367,2,1
23,35,96.000,3,4,1,1,1,6.400,0.000,37.600,22.750,46.200,160.300,0.000,450.000,1,1,1,1,1,1,1.856,3.240,4.564,4,1
31,44,80.000,5,15,1,0,0,14.050,9.250,30.350,0.000,0.000,465.200,306.050,0.000,0,0,1,0,0,1,2.643,2.225,4.382,2,1
55,44,68.000,2,15,0,1,0,6.600,43.500,0.000,29.500,0.000,350.850,2423.300,1685.000,0,0,0,1,1,0,1.887,3.773,4.220,3,0
9,28,30.000,1,4,0,0,0,4.200,0.000,0.000,0.000,0.000,47.450,0.000,0.000,0,0,0,0,0,0,1.435,3.240,3.401,1,0
55,57,34.000,2,12,0,1,0,14.600,0.000,0.000,29.500,0.000,785.400,0.000,1600.000,0,0,0,0,0,0,2.681,3.240,3.526,1,0
34,30,35.000,2,2,0,1,0,9.050,21.500,0.000,8.000,0.000,333.000,695.950,275.000,1,0,0,1,1,1,2.203,3.068,3.555,3,0
10,23,36.000,2,1,0,1,0,8.550,14.750,0.000,22.000,0.000,86.050,142.050,200.000,0,0,0,1,1,0,2.146,2.691,3.584,3,0
62,76,35.000,3,18,0,1,0,17.250,0.000,0.000,17.750,0.000,1045.700,0.000,1085.000,0,0,0,0,0,1,2.848,3.240,3.555,2,0
51,36,62.000,3,9,0,1,1,5.650,36.250,0.000,19.750,40.400,305.750,1872.750,995.000,1,1,1,1,1,0,1.732,3.590,4.127,4,0
65,48,94.000,1,25,0,1,0,10.400,0.000,0.000,22.500,0.000,664.650,0.000,1470.000,0,0,0,0,0,0,2.342,3.240,4.543,2,0
53,33,60.000,1,6,0,1,1,17.650,28.500,0.000,41.000,28.550,950.700,1502.200,2170.000,1,1,0,1,1,0,2.871,3.350,4.094,4,0
23,35,118.000,2,11,1,0,0,7.900,0.000,30.150,0.000,0.000,196.950,0.000,0.000,1,0,1,0,0,1,2.067,3.240,4.771,1,1
1,30,135.000,4,3,1,1,0,1.100,5.750,22.800,2.750,0.000,1.100,5.750,2.750,0,0,1,0,0,1,0.095,1.749,4.905,1,1
66,55,80.000,2,24,0,1,0,14.000,30.750,0.000,14.750,0.000,938.350,2128.200,965.000,0,0,0,1,1,0,2.639,3.426,4.382,3,0
8,27,21.000,3,3,1,0,0,3.650,0.000,36.450,0.000,0.000,38.050,0.000,0.000,0,0,1,0,0,1,1.295,3.240,3.045,2,0
18,28,22.000,1,2,0,1,0,3.150,173.000,0.000,9.500,0.000,55.550,0.000,175.000,0,0,0,0,0,0,1.147,5.153,3.091,1,0
36,32,63.000,4,7,1,1,0,6.200,0.000,29.550,12.750,0.000,229.500,0.000,415.000,0,0,1,0,1,0,1.825,3.240,4.143,2,0
13,40,142.000,2,18,0,0,0,8.450,0.000,0.000,0.000,0.000,109.850,0.000,0.000,0,0,0,0,0,0,2.134,3.240,4.956,1,1
4,44,32.000,3,0,1,1,0,2.100,13.750,25.950,8.750,0.000,6.900,44.950,25.000,1,0,1,0,1,0,0.742,2.621,3.466,3,1
20,32,19.000,3,5,1,0,0,6.850,0.000,36.050,0.000,0.000,106.500,0.000,0.000,0,0,1,0,0,1,1.924,3.240,2.944,2,0
66,39,60.000,4,10,1,1,1,20.150,39.250,46.300,17.250,36.400,1443.750,2490.650,1055.000,1,1,1,1,1,1,3.003,3.670,4.094,4,0
67,47,97.000,1,23,0,1,0,22.400,0.000,0.000,18.500,0.000,1464.900,0.000,1225.000,0,0,0,1,1,0,3.109,3.240,4.575,3,0
11,24,31.000,2,3,1,1,1,5.400,16.000,39.200,13.750,33.550,83.150,189.450,140.000,1,1,1,1,0,1,1.686,2.773,3.434,4,1
6,26,30.000,3,1,1,0,0,6.350,0.000,19.750,0.000,0.000,30.800,0.000,0.000,0,0,1,0,0,0,1.848,3.240,3.401,1,1
13,23,31.000,1,5,1,0,1,4.600,0.000,35.450,0.000,27.700,54.850,0.000,0.000,1,1,1,0,0,1,1.526,3.240,3.434,1,0
2,29,44.000,2,9,1,1,1,2.100,16.250,43.200,12.250,33.600,5.100,31.300,5.000,1,1,1,1,1,1,0.742,2.788,3.784,4,1
4,40,38.000,2,5,0,1,0,8.150,0.000,0.000,12.000,0.000,32.250,0.000,25.000,0,0,0,0,0,0,2.098,3.240,3.638,1,0
34,63,23.000,2,0,1,1,1,14.300,19.500,39.600,15.250,28.950,459.050,616.500,495.000,1,1,1,1,1,1,2.660,2.970,3.135,4,0
13,34,37.000,3,6,0,0,0,6.850,0.000,0.000,0.000,0.000,102.500,0.000,0.000,0,0,0,1,1,0,1.924,3.240,3.611,3,0
37,40,26.000,2,0,0,1,0,18.900,0.000,0.000,12.000,0.000,653.150,0.000,470.000,0,0,0,0,0,1,2.939,3.240,3.258,2,0
45,30,38.000,2,5,0,1,0,12.750,0.000,0.000,23.750,0.000,622.150,0.000,1015.000,0,0,0,1,1,0,2.546,3.240,3.638,3,0
71,70,153.000,3,34,0,1,1,30.550,46.250,0.000,26.250,46.700,2291.100,3114.950,1805.000,0,0,0,1,1,0,3.419,3.834,5.030,3,0
35,40,49.000,1,20,0,0,0,3.400,0.000,0.000,0.000,0.000,107.850,0.000,0.000,0,0,0,0,0,0,1.224,3.240,3.892,1,0
44,41,51.000,3,7,1,1,0,4.950,0.000,31.550,10.750,0.000,203.650,0.000,460.000,0,0,1,0,0,1,1.599,3.240,3.932,1,0
44,45,88.000,1,21,0,1,0,11.900,25.250,0.000,8.250,0.000,524.250,1108.400,305.000,0,0,0,1,1,0,2.477,3.229,4.477,3,0
26,41,19.000,1,0,0,0,0,5.450,0.000,0.000,0.000,0.000,165.400,0.000,0.000,0,0,0,0,0,0,1.696,3.240,2.944,1,0
42,46,31.000,1,12,0,1,0,5.900,0.000,0.000,23.000,0.000,277.650,0.000,945.000,0,0,0,0,1,0,1.775,3.240,3.434,1,0
41,47,90.000,2,19,1,1,0,6.700,0.000,20.200,31.250,0.000,251.350,0.000,1240.000,0,0,1,0,0,0,1.902,3.240,4.500,1,1
31,24,14.000,1,0,0,0,0,7.200,0.000,0.000,0.000,0.000,231.750,0.000,0.000,0,0,0,0,0,0,1.974,3.240,2.639,1,0
62,63,341.000,2,30,0,1,0,14.600,0.000,0.000,14.250,0.000,912.400,0.000,845.000,1,0,1,1,1,0,2.681,3.240,5.832,3,1
12,23,24.000,4,0,0,1,1,3.200,41.000,0.000,15.750,35.400,35.500,502.000,210.000,1,1,1,1,1,0,1.163,3.714,3.178,4,0
45,49,81.000,2,7,0,1,0,13.850,50.500,0.000,21.000,0.000,583.100,2284.250,935.000,0,0,0,1,1,0,2.628,3.922,4.394,3,0
47,34,63.000,2,13,0,1,0,18.950,0.000,0.000,30.500,0.000,880.750,0.000,1395.000,0,0,0,0,0,0,2.942,3.240,4.143,1,0
23,22,27.000,1,4,0,1,0,7.900,23.000,0.000,15.750,0.000,210.850,515.800,345.000,0,0,0,1,0,0,2.067,3.135,3.296,3,0
39,34,20.000,5,3,1,1,1,9.550,21.250,59.200,10.000,79.200,375.400,872.500,385.000,1,1,1,1,1,1,2.257,3.056,2.996,4,0
19,26,48.000,3,0,0,1,0,7.550,0.000,0.000,6.500,0.000,156.150,0.000,105.000,1,0,0,1,0,0,2.022,3.240,3.871,3,0
13,54,121.000,4,23,0,0,0,7.300,0.000,0.000,0.000,0.000,102.400,0.000,0.000,0,0,0,0,1,0,1.988,3.240,4.796,3,0
5,33,39.000,3,4,1,0,0,2.100,19.500,27.450,0.000,0.000,5.200,81.150,0.000,0,1,0,1,1,1,0.742,2.970,3.664,4,1
11,19,21.000,2,0,0,0,0,3.600,0.000,0.000,0.000,0.000,35.400,0.000,0.000,0,0,0,0,0,1,1.281,3.240,3.045,1,1
4,32,53.000,4,5,1,0,0,7.000,11.000,26.250,0.000,0.000,29.200,56.450,0.000,0,1,0,0,0,1,1.946,2.398,3.970,1,1
17,42,58.000,1,23,1,0,0,5.050,0.000,28.650,0.000,0.000,85.050,0.000,0.000,1,0,1,1,0,0,1.619,3.240,4.060,2,1
7,27,39.000,3,2,0,0,0,3.550,0.000,0.000,0.000,0.000,19.700,0.000,0.000,0,0,0,0,0,0,1.267,3.240,3.664,1,1
19,65,108.000,1,33,0,1,0,5.950,21.500,0.000,11.250,0.000,117.550,423.600,190.000,0,0,0,1,1,0,1.783,3.068,4.682,3,0
32,34,38.000,1,10,0,1,0,7.350,0.000,0.000,19.250,0.000,217.450,0.000,600.000,0,0,0,0,0,1,1.995,3.240,3.638,2,0
53,51,245.000,4,0,0,1,0,18.450,28.250,0.000,11.000,0.000,961.750,1535.250,570.000,0,0,0,0,1,0,2.915,3.341,5.501,2,0
51,38,51.000,1,18,0,1,0,11.700,26.000,0.000,23.250,0.000,577.100,1267.200,1195.000,1,0,0,1,1,0,2.460,3.258,3.932,3,0
35,34,78.000,4,10,0,1,0,13.900,0.000,0.000,4.500,0.000,556.200,0.000,135.000,0,0,0,0,0,0,2.632,3.240,4.357,1,0
3,31,23.000,4,4,1,1,1,2.800,16.500,36.000,37.750,21.700,8.200,74.450,70.000,1,1,0,1,1,1,1.030,2.803,3.135,4,1
22,48,88.000,4,12,1,0,0,4.500,0.000,31.850,0.000,0.000,92.650,0.000,0.000,0,0,1,0,0,0,1.504,3.240,4.477,1,1
17,21,25.000,2,1,0,0,0,6.100,0.000,0.000,0.000,0.000,89.600,0.000,0.000,0,0,0,0,1,1,1.808,3.240,3.219,3,0
68,39,73.000,2,16,0,1,0,44.950,15.750,0.000,20.000,0.000,3002.200,1089.050,1295.000,0,0,0,0,0,0,3.806,2.757,4.290,2,0
27,41,62.000,4,15,0,1,0,13.700,16.250,0.000,6.750,0.000,371.350,450.000,165.000,0,0,0,0,1,0,2.617,2.788,4.127,3,0
68,52,456.000,3,30,0,1,1,22.250,27.500,0.000,26.750,29.750,1549.950,1782.100,1885.000,0,0,0,1,1,0,3.102,3.314,6.122,3,0
56,42,24.000,2,5,0,0,0,33.650,0.000,0.000,0.000,0.000,1871.200,0.000,0.000,0,0,0,1,1,0,3.516,3.240,3.178,3,0
11,32,23.000,2,0,1,1,0,6.200,0.000,28.400,7.250,0.000,82.600,0.000,95.000,0,0,1,0,0,1,1.825,3.240,3.135,1,0
5,47,46.000,1,6,0,1,0,2.950,0.000,0.000,7.250,0.000,21.550,0.000,35.000,0,0,0,0,0,0,1.082,3.240,3.829,1,1
16,50,263.000,2,29,1,0,1,3.750,17.000,31.950,0.000,21.900,59.750,253.350,0.000,0,0,0,1,1,1,1.322,2.833,5.572,3,0
59,30,34.000,4,2,1,1,0,16.700,0.000,32.250,11.750,0.000,1020.350,0.000,680.000,1,0,0,0,0,0,2.815,3.240,3.526,2,0
60,64,33.000,2,13,0,1,1,30.750,22.250,0.000,12.250,47.400,1829.400,1391.000,670.000,1,1,0,1,1,1,3.426,3.102,3.497,4,0
55,47,37.000,1,11,0,1,0,14.750,20.250,0.000,10.750,0.000,786.200,1170.750,570.000,0,0,0,0,1,0,2.691,3.008,3.611,3,0
18,56,296.000,2,25,0,1,0,3.400,0.000,0.000,8.250,0.000,49.700,0.000,160.000,0,0,0,0,0,0,1.224,3.240,5.690,1,0
16,22,26.000,3,0,1,0,0,4.100,0.000,29.350,0.000,0.000,64.950,0.000,0.000,0,0,0,0,0,1,1.411,3.240,3.258,2,1
35,57,47.000,4,12,1,1,0,7.250,0.000,33.700,18.750,0.000,263.550,0.000,630.000,0,0,1,0,0,0,1.981,3.240,3.850,2,0
31,23,31.000,3,1,1,1,1,16.600,19.000,58.700,16.500,51.350,520.400,537.400,450.000,1,1,1,1,1,1,2.809,2.944,3.434,4,1
20,49,264.000,2,29,0,0,0,9.600,0.000,0.000,0.000,0.000,159.200,0.000,0.000,0,0,0,1,0,0,2.262,3.240,5.576,1,0
16,27,41.000,4,2,1,1,1,6.900,15.750,42.750,17.250,30.950,100.900,278.500,255.000,1,1,1,1,1,1,1.932,2.757,3.714,4,1
69,48,55.000,2,4,1,1,0,19.600,35.750,34.250,62.000,0.000,1411.700,2396.700,4125.000,0,0,0,1,0,0,2.976,3.577,4.007,3,0
69,66,49.000,2,15,0,1,0,23.100,29.250,0.000,25.500,0.000,1566.800,2063.450,1750.000,0,0,0,0,0,0,3.140,3.376,3.892,1,0
27,24,26.000,1,7,0,0,0,6.050,0.000,0.000,0.000,0.000,137.700,0.000,0.000,0,1,0,0,0,0,1.800,3.240,3.258,1,1
48,39,110.000,4,9,0,1,1,18.050,30.250,0.000,8.750,30.400,812.650,1472.700,475.000,0,1,0,1,1,0,2.893,3.409,4.700,3,0
18,52,66.000,1,19,0,1,0,12.800,27.750,0.000,10.500,0.000,204.950,520.600,170.000,0,0,1,0,0,0,2.549,3.323,4.190,1,0
24,40,39.000,3,5,0,1,1,4.050,25.750,0.000,27.500,22.500,117.050,628.050,570.000,0,1,0,1,1,0,1.399,3.248,3.664,3,0
17,42,31.000,2,2,0,0,1,8.250,24.500,0.000,0.000,26.400,140.850,404.800,0.000,1,0,0,1,1,1,2.110,3.199,3.434,4,1
9,24,26.000,4,1,1,0,0,7.650,0.000,23.250,0.000,0.000,75.250,0.000,0.000,0,0,0,0,0,0,2.035,3.240,3.258,1,0
15,46,232.000,4,15,1,1,1,4.300,23.000,45.150,22.750,31.300,41.350,357.500,305.000,1,1,1,1,1,1,1.459,3.135,5.447,4,1
62,37,43.000,4,1,1,1,0,9.200,0.000,37.200,18.750,0.000,539.650,0.000,1160.000,0,0,0,0,0,0,2.219,3.240,3.761,2,0
9,41,39.000,4,3,1,0,1,4.700,0.000,39.650,0.000,20.800,26.300,0.000,0.000,1,1,1,0,0,1,1.548,3.240,3.664,1,1
71,41,73.000,2,23,0,1,0,32.650,0.000,0.000,41.750,0.000,2412.600,0.000,3085.000,0,0,0,1,0,0,3.486,3.240,4.290,3,0
62,59,74.000,1,20,0,1,0,16.100,36.000,0.000,11.000,0.000,972.000,2245.350,645.000,0,0,0,1,1,0,2.779,3.584,4.304,3,0
20,38,237.000,4,13,1,1,1,6.000,21.250,34.400,9.750,26.900,164.200,473.400,215.000,0,1,1,1,0,0,1.792,3.056,5.468,4,0
19,33,22.000,1,3,0,1,0,3.950,0.000,0.000,36.250,0.000,79.600,0.000,685.000,0,0,0,1,1,0,1.374,3.240,3.091,3,0
49,61,21.000,1,8,0,1,0,15.850,24.750,0.000,8.750,0.000,757.400,1228.850,395.000,0,0,0,1,1,0,2.763,3.209,3.045,3,0
3,64,9.000,2,6,0,0,0,4.950,0.000,0.000,0.000,0.000,14.800,0.000,0.000,0,0,0,0,0,0,1.599,3.240,2.197,1,1
33,36,41.000,5,10,1,0,1,4.150,0.000,39.100,0.000,27.050,93.250,0.000,0.000,1,0,1,0,0,1,1.423,3.240,3.714,1,1
38,44,50.000,4,7,1,1,0,7.150,0.000,24.600,10.000,0.000,277.500,0.000,355.000,0,0,1,0,0,1,1.967,3.240,3.912,2,1
42,48,27.000,3,5,1,1,1,16.500,36.000,54.200,22.750,28.400,692.200,1540.150,910.000,1,0,0,1,1,1,2.803,3.584,3.296,4,0
11,26,53.000,3,3,1,1,1,4.150,21.500,43.700,11.750,38.800,34.700,188.350,110.000,1,1,1,1,0,1,1.423,3.068,3.970,4,1
27,28,58.000,3,0,0,0,0,5.800,22.500,0.000,0.000,0.000,163.650,566.150,0.000,0,0,0,1,1,0,1.758,3.114,4.060,3,0
23,50,151.000,4,8,0,0,0,8.250,21.750,0.000,0.000,0.000,186.500,438.400,0.000,0,0,0,0,0,0,2.110,3.080,5.017,1,0
4,38,54.000,2,4,0,1,1,4.750,26.250,0.000,48.500,24.450,21.750,115.000,140.000,1,0,0,1,1,0,1.558,3.268,3.989,3,0
36,42,31.000,1,4,0,0,0,10.050,0.000,0.000,0.000,0.000,373.750,0.000,0.000,0,0,0,0,0,0,2.308,3.240,3.434,1,1
37,42,115.000,1,22,0,1,0,15.100,0.000,0.000,18.500,0.000,494.450,0.000,665.000,0,0,0,1,1,0,2.715,3.240,4.745,3,0
24,58,24.000,1,5,0,0,0,7.650,16.000,0.000,0.000,0.000,177.400,420.650,0.000,0,0,0,0,0,0,2.035,2.773,3.178,1,0
4,24,17.000,2,2,0,0,0,3.200,0.000,0.000,0.000,0.000,9.900,0.000,0.000,0,0,0,0,0,0,1.163,3.240,2.833,1,1
54,33,47.000,2,13,0,1,0,13.900,32.000,0.000,20.250,0.000,732.200,1671.900,1125.000,0,0,0,1,1,0,2.632,3.466,3.850,3,0
7,49,36.000,1,0,0,1,0,8.850,19.500,0.000,53.250,0.000,77.000,123.300,325.000,0,0,0,1,1,0,2.180,2.970,3.584,3,1
10,28,75.000,4,1,1,1,1,6.200,27.500,42.400,40.000,36.300,45.950,225.850,340.000,1,1,1,1,1,1,1.825,3.314,4.317,4,1
24,35,41.000,5,6,1,0,0,3.300,0.000,30.300,0.000,0.000,88.650,0.000,0.000,0,0,1,0,0,1,1.194,3.240,3.714,2,0
12,31,18.000,4,4,1,0,0,3.700,0.000,24.300,0.000,0.000,48.550,0.000,0.000,0,0,1,0,0,1,1.308,3.240,2.890,1,1
45,54,171.000,3,33,0,1,0,9.050,18.500,0.000,8.750,0.000,385.200,845.650,365.000,0,0,0,1,1,0,2.203,2.918,5.142,3,0
59,55,42.000,3,21,0,1,0,8.950,0.000,0.000,15.250,0.000,492.350,0.000,855.000,0,0,0,0,0,0,2.192,3.240,3.738,2,0
3,21,36.000,3,0,0,0,0,3.200,0.000,0.000,0.000,0.000,13.550,0.000,0.000,0,0,0,0,0,0,1.163,3.240,3.584,1,0
8,35,31.000,5,7,1,0,1,4.400,17.250,35.650,0.000,42.050,34.650,155.150,0.000,1,1,1,1,1,1,1.482,2.848,3.434,4,1
16,59,207.000,2,37,0,1,0,7.450,15.500,0.000,11.750,0.000,112.800,280.850,150.000,0,1,0,1,1,1,2.008,2.741,5.333,4,0
32,33,38.000,1,12,0,1,0,7.300,0.000,0.000,33.750,0.000,231.450,0.000,1050.000,0,0,0,0,0,0,1.988,3.240,3.638,1,0
8,49,134.000,4,9,1,1,1,3.000,30.500,59.300,23.500,60.300,36.200,226.300,155.000,1,1,1,1,1,1,1.099,3.418,4.898,4,1
9,28,28.000,3,4,1,0,0,4.500,0.000,28.500,0.000,0.000,36.450,0.000,0.000,0,0,1,0,1,1,1.504,3.240,3.332,2,1
12,19,15.000,2,0,1,0,0,5.850,0.000,22.150,0.000,0.000,102.450,0.000,0.000,0,0,0,0,0,0,1.766,3.240,2.708,2,0
24,43,48.000,4,4,1,1,1,14.400,25.750,37.200,57.750,36.950,339.550,591.200,1415.000,1,1,1,1,1,1,2.667,3.248,3.871,4,0
72,75,14.000,2,6,0,1,0,37.300,0.000,0.000,109.250,0.000,2686.250,0.000,7515.000,0,0,0,0,0,0,3.619,3.240,2.639,2,0
58,61,101.000,4,18,0,1,0,16.350,0.000,0.000,17.000,0.000,956.850,0.000,925.000,0,0,1,0,0,0,2.794,3.240,4.615,2,0
70,44,87.000,2,18,0,1,0,18.900,47.500,0.000,25.000,0.000,1399.300,3310.400,1735.000,1,0,0,1,1,0,2.939,3.861,4.466,3,0
9,25,27.000,1,4,0,0,0,12.200,0.000,0.000,0.000,0.000,121.750,0.000,0.000,0,0,0,0,0,0,2.501,3.240,3.296,1,1
49,25,27.000,5,0,1,1,1,9.900,0.000,43.150,5.500,26.900,496.950,0.000,270.000,1,1,1,0,0,1,2.293,3.240,3.296,2,0
52,54,59.000,3,22,0,1,1,15.250,32.500,0.000,21.750,39.300,800.250,1644.050,1055.000,0,0,0,1,1,0,2.725,3.481,4.078,3,0
10,42,294.000,4,9,1,1,1,4.850,27.500,44.350,23.500,36.850,32.750,285.350,185.000,1,1,1,1,1,1,1.579,3.314,5.684,4,1
14,52,44.000,3,5,0,1,1,4.850,0.000,0.000,14.250,14.900,68.950,0.000,185.000,1,0,0,1,0,0,1.579,3.240,3.784,3,0
19,27,35.000,2,4,0,1,0,5.400,20.500,0.000,23.000,0.000,116.200,398.150,415.000,1,1,0,1,1,0,1.686,3.020,3.555,4,0
12,36,205.000,4,10,1,0,1,5.950,0.000,38.300,0.000,32.000,53.750,0.000,0.000,1,1,1,0,0,1,1.783,3.240,5.323,2,1
65,59,732.000,3,31,0,1,0,10.150,0.000,0.000,13.250,0.000,600.500,0.000,820.000,1,0,0,0,1,1,2.317,3.240,6.596,2,0
67,40,59.000,3,11,0,1,0,27.000,30.000,0.000,19.750,0.000,1722.500,1959.950,1245.000,0,0,0,1,1,0,3.296,3.401,4.078,3,0
29,24,23.000,1,7,0,1,0,10.200,32.250,0.000,17.500,0.000,319.650,885.150,500.000,0,0,0,1,1,0,2.322,3.474,3.135,3,0
55,46,87.000,2,19,1,1,0,17.900,0.000,28.000,15.250,0.000,982.900,0.000,785.000,0,0,1,0,1,1,2.885,3.240,4.466,1,0
71,67,110.000,1,23,0,1,0,33.850,21.750,0.000,18.250,0.000,2255.650,1487.700,1175.000,0,0,0,1,1,0,3.522,3.080,4.700,3,0
5,44,83.000,3,14,0,1,1,4.000,26.250,0.000,20.250,21.950,32.000,131.950,50.000,1,0,1,1,1,0,1.386,3.268,4.419,3,1
60,58,63.000,4,21,1,1,0,16.350,28.000,23.850,13.250,0.000,1012.550,1581.700,805.000,0,0,0,0,0,1,2.794,3.332,4.143,2,0
10,40,22.000,3,6,0,0,0,5.050,0.000,0.000,0.000,0.000,59.950,0.000,0.000,0,0,1,0,0,0,1.619,3.240,3.091,1,1
52,64,43.000,3,7,1,1,1,12.850,28.500,48.750,24.000,37.150,647.950,1542.250,1210.000,1,1,1,1,1,0,2.553,3.350,3.761,4,0
61,43,35.000,2,11,0,1,0,21.050,15.500,0.000,17.250,0.000,1264.000,933.800,1065.000,0,0,1,0,0,1,3.047,2.741,3.555,2,0
61,29,48.000,2,11,0,1,0,17.550,0.000,0.000,37.000,0.000,1035.950,0.000,2165.000,0,0,0,0,1,0,2.865,3.240,3.871,2,0
67,47,69.000,3,12,0,1,0,49.350,27.000,0.000,10.250,0.000,3235.550,1838.200,690.000,0,0,0,1,1,0,3.899,3.296,4.234,3,0
41,42,26.000,4,5,0,0,0,10.950,0.000,0.000,0.000,0.000,482.400,0.000,0.000,0,0,1,0,0,0,2.393,3.240,3.258,2,0
30,28,20.000,1,8,0,0,0,12.400,0.000,0.000,0.000,0.000,369.450,0.000,0.000,0,0,0,0,0,0,2.518,3.240,2.996,1,1
24,46,43.000,2,6,0,1,1,12.050,48.250,0.000,33.000,28.150,307.750,1079.050,820.000,1,1,0,1,1,1,2.489,3.876,3.761,4,0
72,75,33.000,1,44,0,1,0,49.300,31.750,0.000,26.000,0.000,3417.400,2254.150,1835.000,0,0,0,0,1,0,3.898,3.458,3.497,2,0
17,35,66.000,2,11,1,1,1,5.150,0.000,29.150,11.250,28.050,79.050,0.000,155.000,1,1,1,0,1,1,1.639,3.240,4.190,4,1
65,72,12.000,2,0,0,1,0,29.600,0.000,0.000,18.000,0.000,1872.800,0.000,1160.000,0,0,0,1,1,0,3.388,3.240,2.485,3,0
15,30,90.000,2,11,0,1,1,7.350,18.500,0.000,9.750,23.000,125.800,265.550,150.000,0,1,1,1,1,1,1.995,2.918,4.500,4,0
34,33,35.000,3,2,0,0,0,7.500,0.000,0.000,0.000,0.000,258.400,0.000,0.000,0,0,0,0,0,0,2.015,3.240,3.555,2,1
26,43,51.000,5,4,1,0,0,7.900,0.000,21.950,0.000,0.000,267.600,0.000,0.000,0,0,1,0,0,0,2.067,3.240,3.932,2,1
36,45,117.000,3,15,0,0,0,10.500,0.000,0.000,0.000,0.000,429.100,0.000,0.000,0,0,0,0,0,1,2.351,3.240,4.762,2,0
