ID,温度,圧力,電流,電圧,外気温,速度,砂条件,鋳型条件,スイッチ1,スイッチ2,スイッチ3,スイッチ4,判定
1136,370,26,2,154,1,6,"B","B","ON","ON","OFF","ON","OK"
1137,587,42,1,1440,4,17,"B","C","ON","ON","OFF","ON","OK"
1138,488,27,27,203,8,4,"B","C","ON","ON","OFF","OFF","OK"
1139,358,18,3,149,2,2,"B","B","ON","ON","OFF","ON","OK"
1140,462,30,3,1487,12,3,"B","B","ON","ON","OFF","ON","OK"
1141,277,27,2,681,3,6,"A","A","ON","OFF","OFF","ON","OK"
1142,365,22,5,1227,15,1,"A","B","ON","OFF","OFF","ON","OK"
1143,261,24,1,108,3,1,"B","A","ON","ON","OFF","ON","OK"
1144,287,27,3,119,8,5,"C","A","OFF","ON","OFF","OFF","OK"
1145,391,23,7,162,5,5,"B","B","ON","ON","OFF","OFF","OK"
1146,447,33,4,0,3,10,"C","B","OFF","ON","OFF","OFF","OK"
1147,367,27,27,152,8,4,"B","B","ON","ON","OFF","ON","OK"
1148,392,30,1,163,6,7,"A","B","ON","OFF","OFF","ON","OK"
1149,380,19,6,0,5,1,"C","B","OFF","ON","OFF","ON","OK"
1150,403,27,4,167,4,3,"B","B","ON","ON","OFF","OFF","OK"
1151,401,32,0,167,6,12,"B","B","ON","ON","ON","ON","NG"
1152,386,24,2,396,16,3,"C","B","OFF","ON","OFF","ON","NG"
1153,444,43,43,162,4,10,"A","B","ON","OFF","ON","OFF","OK"
1154,184,19,5,76,4,0,"A","A","ON","OFF","ON","ON","NG"
1155,483,22,3,701,10,2,"C","B","OFF","ON","OFF","ON","OK"
1156,397,36,7,165,7,4,"B","B","ON","ON","OFF","OFF","OK"
1157,199,25,22,524,0,4,"A","A","ON","OFF","OFF","OFF","NG"
1158,430,41,4,179,3,11,"B","B","ON","ON","OFF","ON","OK"
1159,643,55,35,0,15,6,"B","C","ON","ON","OFF","ON","OK"
1160,208,23,3,86,7,3,"C","A","OFF","ON","OFF","ON","OK"
1161,276,32,2,277,4,5,"B","B","ON","ON","OFF","ON","OK"
1162,296,33,8,643,8,7,"B","B","ON","ON","OFF","ON","OK"
1163,423,27,27,380,6,4,"C","B","OFF","ON","OFF","OFF","OK"
1164,287,40,2,119,2,11,"B","A","ON","ON","OFF","ON","OK"
1165,500,32,2,208,0,5,"B","B","ON","ON","OFF","ON","OK"
1166,789,45,2,328,1,7,"B","C","ON","ON","OFF","ON","OK"
1167,230,30,3,95,10,5,"B","A","ON","ON","ON","ON","NG"
1168,569,27,1,835,6,8,"C","B","OFF","ON","OFF","ON","OK"
1169,408,36,0,170,6,3,"B","B","ON","ON","ON","ON","NG"
1170,184,19,5,76,4,0,"A","A","ON","OFF","ON","ON","NG"
1171,388,29,29,493,8,3,"B","B","ON","ON","OFF","ON","OK"
1172,643,50,2,0,5,6,"B","C","ON","ON","OFF","ON","OK"
1173,410,32,32,170,8,7,"B","B","ON","ON","OFF","OFF","OK"
1174,510,42,0,212,1,5,"B","B","ON","ON","ON","ON","NG"
1175,256,25,22,106,14,4,"B","A","ON","ON","OFF","ON","NG"
1176,535,41,7,222,1,6,"B","C","ON","ON","OFF","ON","OK"
1177,442,27,2,925,3,7,"C","B","OFF","ON","OFF","ON","OK"
1178,340,20,3,141,4,0,"A","B","ON","OFF","OFF","ON","OK"
1179,442,35,1,184,3,4,"B","B","ON","ON","OFF","ON","OK"
1180,375,37,37,329,10,11,"B","C","ON","ON","OFF","ON","OK"
1181,593,44,5,247,4,8,"B","C","ON","ON","OFF","ON","OK"
1182,490,36,2,0,11,8,"B","B","ON","ON","OFF","OFF","OK"
1183,269,24,2,112,3,0,"A","A","ON","OFF","OFF","ON","OK"
1184,424,28,2,176,24,2,"C","B","OFF","ON","OFF","ON","OK"
1185,498,38,6,207,6,13,"B","B","ON","ON","OFF","ON","OK"
1186,352,21,1,146,7,2,"A","C","ON","OFF","OFF","ON","OK"
1187,423,27,27,380,6,4,"C","B","OFF","ON","OFF","OFF","OK"
1188,660,55,3,275,4,7,"B","C","ON","ON","OFF","ON","OK"
1189,349,27,3,145,2,4,"B","B","ON","ON","OFF","OFF","OK"
1190,467,41,1,194,4,5,"B","B","ON","ON","OFF","ON","OK"
1191,505,45,6,595,17,5,"B","B","ON","ON","OFF","OFF","OK"
1192,195,18,1,81,7,2,"A","A","ON","OFF","ON","ON","NG"
1193,180,18,2,75,12,2,"A","A","ON","OFF","OFF","ON","NG"
1194,602,63,1,250,4,14,"B","B","ON","ON","OFF","ON","OK"
1195,362,38,2,150,2,5,"B","B","ON","ON","ON","ON","OK"
1196,261,24,1,108,3,1,"B","A","ON","ON","OFF","ON","OK"
1197,541,26,1,1335,2,6,"A","B","ON","OFF","OFF","ON","OK"
1198,378,31,31,171,4,7,"B","B","ON","ON","OFF","ON","OK"
1199,351,22,22,463,4,2,"A","B","ON","OFF","OFF","OFF","OK"
1200,429,27,1,178,9,6,"B","B","ON","ON","OFF","ON","OK"
1201,643,50,2,0,5,6,"B","C","ON","ON","OFF","ON","OK"
1202,337,24,2,450,14,0,"B","A","ON","ON","OFF","ON","OK"
1203,660,55,3,275,4,7,"B","C","ON","ON","OFF","ON","OK"
1204,279,23,23,644,9,0,"B","A","ON","ON","OFF","ON","OK"
1205,430,41,4,179,3,11,"B","B","ON","ON","OFF","ON","OK"
1206,405,34,4,168,14,9,"B","B","ON","ON","OFF","ON","OK"
1207,405,34,4,168,14,9,"B","B","ON","ON","OFF","ON","OK"
1208,318,33,33,0,2,4,"C","B","OFF","ON","OFF","OFF","OK"
1209,550,23,7,0,6,4,"C","B","OFF","ON","OFF","ON","OK"
1210,588,35,1,0,6,5,"B","C","ON","ON","OFF","ON","OK"
1211,492,28,0,205,10,4,"A","B","ON","OFF","ON","OFF","NG"
1212,810,32,1,337,9,6,"B","C","ON","ON","OFF","ON","OK"
1213,425,31,5,177,1,9,"B","B","ON","ON","OFF","ON","OK"
1214,442,27,2,925,3,7,"C","B","OFF","ON","OFF","ON","OK"
1215,353,25,4,147,4,3,"A","B","ON","OFF","OFF","ON","OK"
1216,498,43,7,1085,13,9,"B","B","ON","ON","OFF","OFF","OK"
1217,441,37,1,566,3,8,"B","C","ON","ON","OFF","OFF","OK"
1218,380,33,5,0,9,8,"C","B","OFF","ON","OFF","ON","OK"
1219,402,35,35,0,12,8,"B","B","ON","ON","OFF","ON","OK"
1220,473,37,37,197,9,6,"B","B","ON","ON","OFF","ON","OK"
1221,650,38,38,270,7,6,"C","C","OFF","ON","OFF","OFF","OK"
1222,506,41,4,210,0,11,"B","C","ON","ON","OFF","ON","OK"
1223,152,22,3,63,5,0,"A","A","ON","OFF","OFF","ON","NG"
1224,396,32,3,165,3,6,"C","B","OFF","ON","OFF","ON","OK"
1225,337,33,3,0,3,11,"B","B","ON","ON","OFF","ON","OK"
1226,827,60,2,2473,4,7,"B","D","ON","ON","OFF","ON","OK"
1227,349,27,5,145,3,3,"B","B","ON","ON","OFF","OFF","OK"
1228,527,24,8,219,2,3,"B","B","ON","ON","OFF","ON","OK"
1229,506,18,2,210,6,2,"A","C","ON","OFF","OFF","ON","OK"
1230,393,20,5,0,2,0,"A","B","ON","OFF","OFF","ON","OK"
1231,834,44,2,347,8,10,"B","D","ON","ON","ON","ON","OK"
1232,473,32,4,179,4,5,"B","B","ON","ON","OFF","OFF","OK"
1233,413,25,25,0,3,1,"C","B","OFF","ON","OFF","OFF","OK"
1234,284,18,2,118,1,0,"C","A","OFF","ON","OFF","ON","OK"
1235,422,27,0,175,9,9,"A","B","ON","OFF","ON","ON","NG"
1236,535,41,7,222,1,6,"B","C","ON","ON","OFF","ON","OK"
1237,351,22,22,463,4,2,"A","B","ON","OFF","OFF","OFF","OK"
1238,222,20,1,851,4,0,"A","A","ON","OFF","OFF","ON","NG"
1239,442,24,5,0,5,2,"B","B","ON","ON","OFF","OFF","OK"
1240,877,59,6,365,7,6,"B","D","ON","ON","ON","ON","OK"
1241,643,43,7,0,1,13,"B","B","ON","ON","ON","ON","OK"
1242,292,26,2,798,2,0,"B","B","ON","ON","OFF","ON","OK"
1243,399,27,27,0,3,7,"B","B","ON","ON","OFF","OFF","OK"
1244,436,46,2,181,4,4,"B","B","ON","ON","OFF","ON","OK"
1245,429,43,6,178,12,9,"B","B","ON","ON","OFF","ON","NG"
1246,562,59,5,234,3,14,"B","C","ON","ON","OFF","ON","OK"
1247,425,31,5,177,1,9,"B","B","ON","ON","OFF","ON","OK"
1248,399,22,6,166,12,0,"B","B","ON","ON","OFF","OFF","OK"
1249,321,26,26,295,7,4,"A","B","ON","OFF","OFF","OFF","OK"
1250,427,42,6,1341,1,12,"B","B","ON","ON","OFF","ON","OK"
1251,518,44,2,215,12,16,"B","C","ON","ON","OFF","ON","OK"
1252,397,19,4,624,4,0,"C","B","OFF","ON","OFF","ON","OK"
1253,633,38,2,263,3,4,"A","C","ON","OFF","OFF","ON","OK"
1254,274,24,3,114,5,0,"B","A","ON","ON","OFF","ON","OK"
1255,672,51,31,280,5,10,"B","C","ON","ON","OFF","OFF","OK"
1256,220,24,1,91,7,1,"A","A","ON","OFF","OFF","ON","NG"
1257,535,41,7,222,1,6,"B","C","ON","ON","OFF","ON","OK"
1258,417,31,3,173,4,7,"C","B","OFF","ON","OFF","ON","OK"
1259,437,39,2,1205,17,5,"B","B","ON","ON","OFF","ON","OK"
1260,254,28,3,595,2,7,"C","A","OFF","ON","OFF","ON","OK"
1261,494,33,0,205,13,1,"B","B","ON","ON","ON","ON","NG"
1262,453,34,2,188,7,11,"B","B","ON","ON","OFF","ON","OK"
1263,568,35,7,371,10,7,"B","C","ON","ON","OFF","OFF","OK"
1264,346,20,20,144,3,2,"A","B","ON","OFF","OFF","OFF","OK"
1265,553,25,7,230,2,7,"B","B","ON","ON","OFF","OFF","OK"
1266,827,60,2,2473,4,7,"B","D","ON","ON","OFF","ON","OK"
1267,164,28,25,68,6,4,"C","A","OFF","ON","OFF","ON","NG"
1268,459,30,7,0,26,10,"B","B","ON","ON","OFF","OFF","OK"
1269,425,23,1,1564,4,4,"B","C","ON","ON","OFF","ON","OK"
1270,554,29,2,0,4,4,"B","B","ON","ON","OFF","ON","OK"
1271,430,41,4,179,3,11,"B","B","ON","ON","OFF","ON","OK"
1272,385,33,3,649,4,4,"B","B","ON","ON","OFF","ON","OK"
1273,498,43,7,1085,13,9,"B","B","ON","ON","OFF","OFF","OK"
1274,453,34,2,188,7,11,"B","B","ON","ON","OFF","ON","OK"
1275,295,29,1,122,4,3,"B","B","ON","ON","OFF","ON","OK"
1276,467,41,1,194,4,5,"B","B","ON","ON","OFF","ON","OK"
1277,161,18,1,367,11,2,"A","A","ON","OFF","OFF","ON","NG"
1278,593,27,2,247,5,5,"B","C","ON","ON","OFF","ON","OK"
1279,386,24,2,396,16,3,"C","B","OFF","ON","OFF","ON","NG"
1280,405,34,4,168,14,9,"B","B","ON","ON","OFF","ON","OK"
1281,211,28,1,0,7,3,"B","A","ON","ON","OFF","ON","NG"
1282,489,40,4,203,10,7,"B","C","ON","ON","OFF","ON","OK"
1283,489,37,4,1285,5,4,"B","C","ON","ON","OFF","ON","OK"
1284,474,34,4,197,5,7,"B","B","ON","ON","OFF","OFF","OK"
1285,287,40,2,119,2,11,"B","A","ON","ON","OFF","ON","OK"
1286,386,24,2,396,16,3,"C","B","OFF","ON","OFF","ON","NG"
1287,633,36,3,0,8,3,"B","C","ON","ON","OFF","ON","OK"
1288,164,28,25,68,6,4,"C","A","OFF","ON","OFF","ON","NG"
1289,169,19,2,70,6,1,"A","A","ON","OFF","ON","ON","NG"
1290,474,34,4,197,5,7,"B","B","ON","ON","OFF","OFF","OK"
1291,492,28,0,205,10,4,"A","B","ON","OFF","ON","OFF","NG"
1292,568,35,7,371,10,7,"B","C","ON","ON","OFF","OFF","OK"
1293,294,20,20,122,3,2,"A","A","ON","OFF","OFF","OFF","OK"
1294,923,55,3,995,1,7,"B","D","ON","ON","OFF","ON","OK"
1295,261,24,1,108,3,1,"B","A","ON","ON","OFF","ON","OK"
1296,402,31,31,167,10,6,"B","B","ON","ON","OFF","OFF","OK"
1297,294,20,20,122,3,2,"A","A","ON","OFF","OFF","OFF","OK"
1298,441,37,1,566,3,8,"B","C","ON","ON","OFF","OFF","OK"
1299,423,20,5,176,19,0,"A","D","ON","OFF","OFF","ON","OK"
1300,396,44,2,165,0,13,"B","C","ON","ON","OFF","ON","OK"
1301,454,29,2,189,12,3,"B","B","ON","ON","OFF","ON","OK"
1302,220,24,1,91,7,1,"A","A","ON","OFF","OFF","ON","NG"
1303,388,29,29,493,8,3,"B","B","ON","ON","OFF","ON","OK"
1304,442,35,1,184,3,4,"B","B","ON","ON","OFF","ON","OK"
1305,515,42,5,0,16,13,"B","B","ON","ON","OFF","OFF","OK"
1306,578,51,2,240,14,13,"B","B","ON","ON","OFF","ON","OK"
1307,397,36,3,610,6,14,"B","B","ON","ON","OFF","ON","OK"
1308,337,24,2,450,14,0,"B","A","ON","ON","OFF","ON","OK"
1309,489,37,4,1285,5,4,"B","C","ON","ON","OFF","ON","OK"
1310,401,32,0,167,6,12,"B","B","ON","ON","ON","ON","NG"
1311,344,37,6,143,15,3,"B","B","ON","ON","OFF","ON","OK"
1312,235,19,2,1747,5,1,"A","B","ON","OFF","OFF","ON","OK"
1313,626,26,5,260,7,0,"B","C","ON","ON","OFF","OFF","OK"
1314,810,32,1,337,9,6,"B","C","ON","ON","OFF","ON","OK"
1315,494,33,0,205,13,1,"B","B","ON","ON","ON","ON","NG"
1316,396,44,2,165,0,13,"B","C","ON","ON","OFF","ON","OK"
1317,451,36,4,187,11,4,"B","B","ON","ON","OFF","ON","OK"
1318,408,41,2,1690,8,5,"B","B","ON","ON","OFF","ON","OK"
1319,593,44,5,247,4,8,"B","C","ON","ON","OFF","ON","OK"
1320,475,24,0,0,1,1,"B","B","ON","ON","ON","OFF","NG"
1321,338,21,6,348,4,0,"A","B","ON","OFF","OFF","OFF","OK"
1322,435,27,3,1044,2,0,"B","B","ON","ON","OFF","ON","OK"
1323,425,23,1,1564,4,4,"B","C","ON","ON","OFF","ON","OK"
1324,413,28,3,172,3,6,"B","B","ON","ON","OFF","ON","OK"
1325,391,23,7,162,5,5,"B","B","ON","ON","OFF","OFF","OK"
1326,296,33,8,643,8,7,"B","B","ON","ON","OFF","ON","OK"
1327,665,42,3,277,5,5,"B","B","ON","ON","OFF","OFF","OK"
1328,358,23,2,0,11,3,"B","B","ON","ON","OFF","ON","OK"
1329,375,19,0,0,14,0,"A","B","ON","OFF","ON","ON","NG"
1330,370,26,2,154,1,6,"B","B","ON","ON","OFF","ON","OK"
1331,697,45,3,0,0,13,"B","C","ON","ON","OFF","OFF","OK"
1332,405,47,3,168,12,9,"B","B","ON","ON","OFF","ON","OK"
1333,277,21,2,115,6,3,"A","B","ON","OFF","OFF","ON","OK"
1334,423,33,0,176,7,8,"B","B","ON","ON","ON","OFF","NG"
1335,339,21,2,141,4,3,"C","B","OFF","ON","OFF","ON","OK"
1336,365,22,5,1227,15,1,"A","B","ON","OFF","OFF","ON","OK"
1337,518,44,2,215,12,16,"B","C","ON","ON","OFF","ON","OK"
1338,433,20,3,180,0,0,"A","B","ON","OFF","OFF","ON","OK"
1339,513,34,4,213,10,10,"B","B","ON","ON","OFF","ON","OK"
1340,602,63,1,250,4,14,"B","B","ON","ON","OFF","ON","OK"
1341,269,28,28,112,5,5,"B","B","ON","ON","OFF","OFF","OK"
1342,412,30,0,171,0,3,"B","B","ON","ON","ON","ON","NG"
1343,245,20,3,102,8,2,"A","A","ON","OFF","OFF","OFF","OK"
1344,466,31,5,53,18,6,"B","B","ON","ON","OFF","ON","OK"
1345,337,33,3,0,3,11,"B","B","ON","ON","OFF","ON","OK"
1346,169,19,2,70,6,1,"A","A","ON","OFF","ON","ON","NG"
1347,423,33,0,176,7,8,"B","B","ON","ON","ON","OFF","NG"
1348,472,36,0,0,10,4,"B","B","ON","ON","ON","OFF","NG"
1349,476,26,26,198,9,6,"A","B","ON","OFF","OFF","ON","OK"
1350,538,20,0,224,24,0,"A","B","ON","OFF","ON","ON","NG"
1351,479,47,5,446,3,8,"C","B","OFF","ON","OFF","OFF","OK"
1352,274,32,1,0,11,13,"C","A","OFF","ON","OFF","ON","OK"
1353,644,36,36,268,13,5,"B","C","ON","ON","OFF","ON","OK"
1354,448,40,1,646,1,5,"B","C","ON","ON","OFF","ON","OK"
1355,481,39,1,485,11,4,"B","B","ON","ON","OFF","ON","OK"
1356,448,40,1,646,1,5,"B","C","ON","ON","OFF","ON","OK"
1357,429,33,3,178,10,6,"B","B","ON","ON","OFF","ON","OK"
1358,277,21,2,115,6,3,"A","B","ON","OFF","OFF","ON","OK"
1359,393,26,3,163,5,0,"B","B","ON","ON","OFF","ON","OK"
1360,393,26,3,163,5,0,"B","B","ON","ON","OFF","ON","OK"
1361,769,63,3,320,10,17,"B","C","ON","ON","OFF","OFF","OK"
1362,481,39,1,485,11,4,"B","B","ON","ON","OFF","ON","OK"
1363,375,35,35,156,4,4,"C","B","OFF","ON","OFF","OFF","OK"
1364,353,28,2,147,5,5,"B","B","ON","ON","OFF","ON","OK"
1365,475,24,0,0,1,1,"B","B","ON","ON","ON","OFF","NG"
1366,405,31,4,168,10,1,"B","B","ON","ON","OFF","ON","OK"
1367,471,40,1,1346,13,16,"A","B","ON","OFF","OFF","ON","OK"
1368,789,68,4,328,10,11,"B","C","ON","ON","OFF","OFF","OK"
1369,174,24,2,72,6,2,"B","A","ON","ON","OFF","ON","NG"
1370,383,25,2,159,2,4,"B","B","ON","ON","OFF","ON","OK"
1371,578,51,2,240,14,13,"B","B","ON","ON","OFF","ON","OK"
1372,194,29,1,151,9,6,"B","A","ON","ON","OFF","ON","NG"
1373,191,27,2,79,6,3,"A","A","ON","OFF","OFF","ON","NG"
1374,198,27,1,82,9,8,"A","A","ON","OFF","OFF","ON","NG"
1375,541,26,1,1335,2,6,"A","B","ON","OFF","OFF","ON","OK"
1376,403,27,4,167,4,3,"B","B","ON","ON","OFF","OFF","OK"
1377,287,27,3,119,8,5,"C","A","OFF","ON","OFF","OFF","OK"
1378,400,31,31,166,8,6,"B","B","ON","ON","OFF","ON","OK"
1379,399,22,6,166,12,0,"B","B","ON","ON","OFF","OFF","OK"
1380,208,23,3,86,7,3,"C","A","OFF","ON","OFF","ON","OK"
1381,553,25,7,230,2,7,"B","B","ON","ON","OFF","OFF","OK"
1382,397,19,4,624,4,0,"C","B","OFF","ON","OFF","ON","OK"
1383,401,36,3,167,3,4,"B","B","ON","ON","OFF","ON","OK"
1384,553,35,0,230,2,6,"B","B","ON","ON","ON","OFF","NG"
1385,424,20,20,176,3,1,"A","B","ON","OFF","OFF","OFF","OK"
1386,372,35,35,155,2,3,"B","B","ON","ON","OFF","ON","OK"
1387,433,20,3,180,0,0,"A","B","ON","OFF","OFF","ON","OK"
1388,498,38,6,207,6,13,"B","B","ON","ON","OFF","ON","OK"
1389,378,31,31,171,4,7,"B","B","ON","ON","OFF","ON","OK"
1390,256,25,22,106,14,4,"B","A","ON","ON","OFF","ON","NG"
1391,408,29,1,170,1,2,"C","A","OFF","ON","OFF","ON","OK"
1392,264,24,24,0,7,6,"C","A","OFF","ON","OFF","OFF","OK"
1393,235,19,2,1747,5,1,"A","B","ON","OFF","OFF","ON","OK"
1394,489,40,4,203,10,7,"B","C","ON","ON","OFF","ON","OK"
1395,498,28,28,0,10,4,"B","B","ON","ON","OFF","OFF","OK"
1396,610,41,1,254,3,7,"B","C","ON","ON","OFF","ON","OK"
1397,433,20,3,180,0,0,"A","B","ON","OFF","OFF","ON","OK"
1398,481,32,3,285,4,6,"B","B","ON","ON","OFF","OFF","OK"
1399,166,19,1,0,7,0,"A","A","ON","OFF","ON","ON","NG"
1400,405,47,3,168,12,9,"B","B","ON","ON","OFF","ON","OK"
1401,344,37,6,143,15,3,"B","B","ON","ON","OFF","ON","OK"
1402,393,20,5,0,2,0,"A","B","ON","OFF","OFF","ON","OK"
1403,749,55,1,0,0,8,"B","C","ON","ON","OFF","ON","OK"
1404,427,42,6,1341,1,12,"B","B","ON","ON","OFF","ON","OK"
1405,304,24,5,126,13,1,"B","B","ON","ON","OFF","ON","OK"
1406,524,50,30,148,5,9,"B","B","ON","ON","OFF","ON","OK"
1407,430,38,4,179,4,5,"C","A","OFF","ON","OFF","ON","OK"
1408,211,34,1,509,13,7,"B","B","ON","ON","OFF","ON","NG"
1409,375,19,0,0,14,0,"A","B","ON","OFF","ON","ON","NG"
1410,371,36,36,262,9,4,"C","B","OFF","ON","OFF","ON","OK"
1411,396,32,3,165,3,6,"C","B","OFF","ON","OFF","ON","OK"
1412,195,18,1,81,7,2,"A","A","ON","OFF","ON","ON","NG"
1413,417,21,7,173,15,1,"A","B","ON","OFF","OFF","ON","OK"
1414,510,42,0,212,1,5,"B","B","ON","ON","ON","ON","NG"
1415,412,30,0,171,0,3,"B","B","ON","ON","ON","ON","NG"
1416,353,28,2,147,5,5,"B","B","ON","ON","OFF","ON","OK"
1417,554,29,2,0,4,4,"B","B","ON","ON","OFF","ON","OK"
1418,429,27,1,178,9,6,"B","B","ON","ON","OFF","ON","OK"
1419,454,50,5,189,6,10,"B","C","ON","ON","OFF","ON","OK"
1420,296,33,8,643,8,7,"B","B","ON","ON","OFF","ON","OK"
1421,358,23,2,0,11,3,"B","B","ON","ON","OFF","ON","OK"
1422,461,20,3,192,5,1,"C","B","OFF","ON","OFF","ON","OK"
1423,403,27,4,167,4,3,"B","B","ON","ON","OFF","OFF","OK"
1424,452,25,2,188,3,4,"B","B","ON","ON","OFF","ON","OK"
1425,461,20,3,192,5,1,"C","B","OFF","ON","OFF","ON","OK"
1426,535,41,7,222,1,6,"B","C","ON","ON","OFF","ON","OK"
1427,352,21,1,146,7,2,"A","C","ON","OFF","OFF","ON","OK"
1428,691,51,31,287,7,8,"C","C","OFF","ON","OFF","ON","OK"
1429,397,36,3,610,6,14,"B","B","ON","ON","OFF","ON","OK"
1430,444,43,43,162,4,10,"A","B","ON","OFF","ON","OFF","OK"
1431,633,38,2,263,3,4,"A","C","ON","OFF","OFF","ON","OK"
1432,697,45,3,0,0,13,"B","C","ON","ON","OFF","OFF","OK"
1433,442,24,5,0,5,2,"B","B","ON","ON","OFF","OFF","OK"
1434,458,40,4,190,16,5,"C","B","OFF","ON","OFF","ON","OK"
1435,498,28,28,0,10,4,"B","B","ON","ON","OFF","OFF","OK"
1436,633,38,2,263,3,4,"A","C","ON","OFF","OFF","ON","OK"
1437,277,27,2,681,3,6,"A","A","ON","OFF","OFF","ON","OK"
1438,355,24,4,0,8,4,"B","B","ON","ON","OFF","ON","OK"
1439,370,26,2,154,1,6,"B","B","ON","ON","OFF","ON","OK"
1440,343,28,3,142,2,5,"B","B","ON","ON","OFF","ON","OK"
1441,672,51,31,280,5,10,"B","C","ON","ON","OFF","OFF","OK"
1442,329,23,8,308,0,3,"B","B","ON","ON","OFF","ON","OK"
1443,515,42,5,0,16,13,"B","B","ON","ON","OFF","OFF","OK"
1444,887,58,5,369,7,9,"B","D","ON","ON","OFF","OFF","OK"
1445,296,28,3,461,5,6,"A","B","ON","OFF","OFF","ON","OK"
1446,443,28,4,184,3,9,"B","B","ON","ON","OFF","OFF","OK"
1447,160,18,15,0,7,2,"A","A","ON","OFF","OFF","ON","NG"
1448,386,24,2,396,16,3,"C","B","OFF","ON","OFF","ON","NG"
1449,464,38,2,1395,6,3,"B","B","ON","ON","OFF","ON","OK"
1450,814,55,1,339,4,9,"B","C","ON","ON","OFF","ON","OK"
