CUSTID,小計_Sum,アクセサリ_小計_Sum,インナーウエア_小計_Sum,バッグ_小計_Sum,化粧品_小計_Sum,婦人服_小計_Sum,靴_小計_Sum,食品_小計_Sum
103301,195219,0,30920,6748,79623,43196,18096,16636
103302,37684,1989,3880,0,18796,13019,0,0
103303,717705,6067,120794,73355,158545,49576,31095,278273
103304,231389,0,44882,48423,47616,51280,16563,22625
103307,101340,25729,9093,4190,30228,17610,11100,3390
103308,177629,13111,31010,1380,29403,53943,11610,37172
103309,130911,0,39698,13410,24434,12544,39400,1425
103311,51510,44760,0,0,0,6750,0,0
103312,84460,7246,9740,4239,30505,26550,3180,3000
103315,120687,0,3520,29940,16440,41867,22930,5990
103316,329161,0,55869,40872,35071,15207,29920,152222
103317,327088,47362,26864,10555,28398,139217,8529,66163
103322,30209,0,0,0,28049,0,2160,0
103323,121648,14490,0,0,100758,5300,1100,0
103324,258460,0,0,223820,25610,0,3450,5580
103330,58517,0,39297,9320,0,4400,5500,0
103332,116965,0,21580,13814,16242,27706,6816,30807
103337,313475,0,108779,74308,96310,3278,30800,0
103339,155797,0,66006,15020,9151,17630,5886,42104
103341,195137,0,111799,0,35780,3328,29000,15230
103343,77516,40500,16116,0,0,20900,0,0
103344,77915,0,4568,11001,13542,17648,28980,2176
103345,49925,11569,14200,2480,2940,7396,5700,5640
103346,23940,0,0,2880,10110,10950,0,0
103347,74737,28212,0,0,46525,0,0,0
103348,244731,8100,70784,9123,30687,97860,14277,13900
103349,151391,9364,28692,39675,0,17348,28672,27640
103350,172636,0,61761,12594,24626,53491,2890,17274
103352,321607,37674,10904,115851,15352,41246,17552,83028
103353,71635,0,12679,0,13088,4238,10094,31536
103354,47771,30441,2860,0,1680,12790,0,0
103355,49123,0,2976,10644,13076,1550,20877,0
103356,210093,0,21690,16356,25227,84663,60551,1606
103360,194474,6678,73923,52397,3723,18897,32000,6856
103361,79494,0,0,0,5418,23690,17116,33270
103363,67748,0,0,14365,15221,8564,29598,0
103364,177201,8788,10713,34719,22524,16812,15095,68550
103365,43443,0,0,0,35003,0,5440,3000
103366,130194,4402,27550,0,24350,4400,0,69492
103367,82958,0,4910,2980,20950,11960,27810,14348
103369,492907,17889,90316,278510,47778,10779,28700,18935
103372,98878,0,5890,2154,52859,5530,0,32445
103373,104052,0,5078,7350,26171,38333,6040,21080
103374,28710,0,3088,7125,0,13443,2900,2154
103378,294409,0,46796,62643,59251,55954,9315,60450
103380,37135,0,9245,1980,13200,11270,1440,0
103382,127488,7077,30051,43807,15072,18591,4980,7910
103383,42529,0,10779,0,21896,2314,0,7540
103385,135129,0,0,68323,0,0,43291,23515
103390,33649,0,0,1200,23585,1200,7664,0
103392,53384,9256,34931,3255,1478,1200,3264,0
103394,807419,36341,178584,79448,66417,62120,22170,362339
103396,63047,4312,21780,0,21460,1194,6270,8031
103399,78276,9750,0,0,6192,1154,44260,16920
103400,325784,25639,21166,60861,74039,31456,81740,30883
103402,104807,4537,1065,59728,9589,17388,2300,10200
103403,29821,0,3790,5868,12108,0,5155,2900
103404,221143,7196,18962,7282,64836,25035,73916,23916
103406,117600,1786,2299,31407,19713,34083,2651,25661
103408,130545,19120,27130,0,3147,57274,8065,15809
103409,20392,5692,0,14700,0,0,0,0
103410,119637,0,46449,8342,24148,12279,13660,14759
103411,263647,0,69950,0,145408,8110,39009,1170
103412,297158,0,0,0,0,216608,0,80550
103413,324817,0,29768,3450,7150,190260,94189,0
103417,89864,32259,7880,4580,0,23525,0,21620
103418,298612,0,63249,2700,55700,91319,46950,38694
103421,255112,0,65844,76732,61258,41808,9470,0
103422,252728,92848,123200,0,0,31780,4900,0
103423,103425,0,0,0,0,103425,0,0
103425,150023,0,13793,3000,44630,38992,13480,36128
103426,41471,3326,11950,0,20255,5940,0,0
103429,34925,0,9400,14280,5905,5340,0,0
103431,31958,0,0,0,1578,7480,22900,0
103433,339441,17760,153581,11885,63170,17188,31804,44053
103435,81051,4930,0,0,0,67286,0,8835
103436,385018,17622,66306,1960,185739,33634,54100,25657
103437,256689,0,2348,109430,43992,14592,0,86327
103441,168004,0,21921,42345,22270,23060,31808,26600
103443,149987,21066,15960,49548,37071,7624,7918,10800
103444,523110,18440,184383,37254,218828,8885,50970,4350
103446,115309,0,0,0,11336,49386,11527,43060
103449,247190,0,28700,0,37675,37217,67548,76050
103452,147002,1395,24776,16968,35802,40484,6837,20740
103453,71047,3862,7500,5520,12824,31961,3640,5740
103454,39064,0,17169,0,2565,15336,1530,2464
103455,162029,0,22539,8980,30190,48476,51844,0
103456,50402,0,0,8930,0,5902,4070,31500
103458,50898,2924,9627,20400,14637,3310,0,0
103459,74941,0,11576,13350,17200,32815,0,0
103460,25687,0,2877,3800,5230,7300,0,6480
103461,586653,0,148229,92399,78894,123736,76538,66857
103462,25614,0,7294,4921,2094,10290,0,1015
103463,103103,1490,15415,72385,4890,4483,0,4440
103465,97029,0,8850,2692,21827,29077,10994,23589
103466,101411,0,0,2880,13095,30436,0,55000
103467,75866,0,0,34259,12944,0,10937,17726
103472,87084,43600,10050,0,10310,16380,3360,3384
103473,211133,0,53970,0,83439,17984,0,55740
103475,59092,0,0,0,23825,0,27915,7352
103476,214245,7881,61993,14200,53639,48869,19230,8433
103477,62060,1960,2718,6607,30584,10046,8264,1881
103483,101798,0,25513,8628,28232,6132,1862,31431
103484,618843,24059,273668,53845,62297,119598,53562,31814
103486,124683,3920,21653,0,60348,4860,0,33902
103488,317945,4240,94260,0,72515,127360,14820,4750
103489,126878,0,62855,10650,15700,29043,3340,5290
103491,101689,8516,11742,1121,51612,1250,1360,26088
103493,334872,1486,86985,11395,114452,5505,106950,8099
103494,292981,33229,108055,28307,39480,28070,8200,47640
103495,85912,0,0,21200,17352,40560,6800,0
103496,21912,3875,1279,0,0,10337,2889,3532
103497,13780,0,0,0,0,13780,0,0
103501,682580,131960,46433,68287,326395,28275,12160,69070
103503,86307,6225,5263,10233,14640,5700,7669,36577
103504,55619,3240,0,0,33976,18403,0,0
103509,43873,12721,0,0,13920,3932,0,13300
103511,892298,1490,245668,84720,130940,244739,160671,24070
103512,103273,0,58242,3306,8540,29685,1540,1960
103516,246659,21840,121124,19176,20709,25408,33182,5220
103518,53719,0,0,18070,20000,0,0,15649
103521,85427,0,4622,3490,1280,59853,1920,14262
103522,336196,27530,34188,17180,132261,56406,65270,3361
103524,72337,6650,4490,0,19469,23680,0,18048
103527,22084,0,0,0,5884,4540,0,11660
103528,82920,0,47859,0,13059,16298,3000,2704
103529,101914,12500,11354,8980,0,6380,62700,0
103530,53999,0,2736,0,34532,10011,6720,0
103532,267592,24714,122954,32551,21723,56555,4513,4582
103533,51998,14556,11146,6160,4020,1245,14871,0
103539,117594,0,19288,0,49019,7114,42173,0
103541,61762,0,0,19042,0,0,0,42720
103552,239523,1970,21411,0,3200,165322,33610,14010
103556,123126,2065,44150,5390,17901,4520,0,49100
103557,311789,34344,37038,50010,68317,36570,62198,23312
103559,506289,1820,48525,8013,254430,88713,3726,101062
103560,253916,24055,45526,21565,90560,42060,17775,12375
103562,116327,12191,0,74850,5826,5340,15424,2696
103563,276388,40897,64969,71840,4550,10380,15227,68525
103564,522981,51798,103192,63834,172276,88796,20480,22605
103565,284030,65121,70895,17738,92632,18435,4104,15105
103566,125526,5686,81070,0,20970,9000,8800,0
103567,76671,0,0,9692,46310,19429,1240,0
103569,76643,0,22893,9900,39350,4500,0,0
103570,90666,0,2970,10642,18220,58834,0,0
103571,229438,33498,8100,8292,2560,101016,56620,19352
103580,60316,0,0,0,24602,35714,0,0
103585,97764,42849,4855,9585,5612,29233,1300,4330
103587,130756,0,62274,1395,38400,1614,0,27073
103589,126001,0,64931,21280,17210,0,16750,5830
103590,245459,0,35515,34980,53286,29640,78308,13730
103595,303054,49482,30642,5282,118527,61948,19530,17643
103596,98727,0,44186,6300,13600,27460,1860,5321
103598,63115,0,39600,20235,0,0,0,3280
103600,369479,121679,33547,78860,28546,67872,1235,37740
103601,275277,0,2150,133100,42360,90687,6980,0
103602,84869,4200,0,17216,32580,0,9023,21850
103604,435130,0,227229,18114,88027,40793,39859,21108
103608,138163,0,20696,0,11034,97431,5918,3084
103609,32608,24040,3588,0,0,4980,0,0
103613,311912,0,85226,48342,46153,35266,55804,41121
103614,350358,17509,286039,3721,10026,5771,11355,15937
103615,139774,0,31498,80734,20090,5940,1512,0
103616,40686,0,1398,0,15496,7800,7341,8651
103618,43370,0,2880,0,35830,4660,0,0
103621,89775,0,23455,0,18920,5540,41860,0
103622,64374,0,5080,14300,8910,28040,3771,4273
103626,246589,0,130478,6616,84275,3880,1960,19380
103628,97955,0,2850,0,95105,0,0,0
103629,206717,7903,68902,6260,51660,32952,11740,27300
103630,18610,0,0,0,0,18610,0,0
103634,461088,0,326109,60938,24650,21568,19073,8750
103636,264617,5985,26898,3776,52546,17835,6377,151200
103638,44450,4384,9006,1395,10776,12845,1520,4524
103639,22716,0,0,2700,1300,15136,3580,0
103645,240395,0,4000,0,22730,26950,186715,0
103647,63661,6994,17651,12420,2900,7190,4014,12492
103648,109337,0,101357,7980,0,0,0,0
103649,66500,0,8014,1600,26971,9800,7266,12849
103650,172644,0,3520,0,1194,138130,0,29800
103653,30360,4471,0,0,7010,16076,1663,1140
103655,91690,0,70500,14190,0,7000,0,0
103657,282553,17115,161150,13897,32580,30438,13620,13753
103660,240717,4470,54968,31105,86762,19220,22426,21766
103663,27633,0,0,2800,16676,8157,0,0
103665,141008,0,30905,0,21337,43150,45616,0
103667,163164,7524,45250,0,89138,4500,4300,12452
103669,65140,3875,5510,8531,12000,6080,5920,23224
103670,50465,0,24237,8841,8637,0,7310,1440
103671,95889,2065,9500,5260,24540,11408,9150,33966
103676,77104,0,26200,11700,24186,0,15018,0
103677,405179,144330,142583,27110,75575,12589,0,2992
103678,37784,0,0,0,33284,4500,0,0
103679,1111188,450000,1728,0,50370,589290,0,19800
103680,149781,0,0,3140,139371,7270,0,0
103681,226009,6342,162259,0,39931,11320,1439,4718
103682,565837,10434,15750,168628,303808,39495,8762,18960
103684,67455,0,16894,1186,9449,37250,1026,1650
103685,27180,0,0,0,0,27180,0,0
103687,273630,33402,63265,32971,6500,105484,17036,14972
103688,275406,1660,12665,0,12950,180296,8660,59175
103689,433748,33049,38311,230544,90720,26810,13202,1112
103690,57893,5284,34553,5215,6400,1280,3781,1380
103691,77132,0,7882,0,0,42620,26630,0
103692,98551,3116,22874,9153,21870,22582,7646,11310
103695,108920,0,0,5390,50890,35260,0,17380
103696,254493,0,79313,0,44240,24453,95935,10552
103697,106666,0,0,9416,61050,36200,0,0
103698,180239,21588,14050,2569,48350,46622,9300,37760
103699,81724,0,3040,9798,13296,30238,8292,17060
103701,254437,9297,48579,9040,55237,96757,3440,32087
103702,194086,0,49422,20454,7462,50674,64884,1190
103703,74787,2585,1557,8460,1500,21325,0,39360
103704,146297,6120,12706,0,22851,2000,1340,101280
103705,25108,0,0,4050,8394,11636,0,1028
103708,151163,5240,52467,26437,35030,23096,4448,4445
103710,161042,38713,44850,3368,17410,14738,31775,10188
103712,41461,0,10640,2557,23360,3204,1700,0
103719,79214,1176,2120,4842,32917,5553,20000,12606
103720,557625,0,314942,5735,176644,50152,3122,7030
103722,101685,0,24003,5390,41039,16918,4200,10135
103724,971974,2500,344636,94084,162325,78411,213575,76443
103727,292029,23412,14010,7980,172310,19573,25551,29193
103729,37126,0,1618,0,17040,8088,10380,0
103730,462564,9701,102332,40469,66188,34349,154258,55267
103732,143989,0,10202,9942,103660,1320,13405,5460
103735,43408,0,8010,0,5900,17044,12454,0
103738,143377,5631,12886,17992,49947,5616,34250,17055
103740,194245,0,38096,0,135439,20710,0,0
103742,51875,2065,13570,0,6686,24809,3180,1565
103743,202091,14355,47107,7000,67062,17645,34468,14454
103747,148739,18460,8796,5511,30502,13166,64978,7326
103748,46433,0,6025,0,14608,3000,22800,0
103749,121608,4800,31389,0,74724,7095,3600,0
103751,126009,0,1380,0,77000,1600,0,46029
103753,61180,11250,18200,0,12350,19380,0,0
103754,1374635,29350,130323,331993,485714,8724,41680,346851
103755,276870,11784,3252,40972,194354,22308,4200,0
103756,196309,8775,11552,16660,81157,23045,43424,11696
103757,70465,0,1454,8966,42586,7594,8269,1596
103759,139937,3432,13390,29920,10102,38609,0,44484
103761,324454,4050,0,0,140000,177704,0,2700
103762,193852,0,43265,2210,113945,16245,0,18187
103763,43758,0,5111,11760,7379,8846,4762,5900
103764,83050,0,1710,4400,15624,32920,13996,14400
103765,92285,0,0,0,89045,0,0,3240
103768,82902,0,0,0,29660,43222,6600,3420
103770,37273,0,27720,0,0,2126,4400,3027
103771,296484,0,8760,22400,78492,41310,137962,7560
103775,231914,14940,12900,23730,30166,82584,16884,50710
103776,64840,4480,42530,0,0,3330,0,14500
103779,58515,0,19600,11875,10780,0,6960,9300
103781,416630,0,71752,177734,38834,47790,75880,4640
103783,46391,0,4632,0,14831,8048,18880,0
103787,154716,38152,19077,20270,10453,43699,0,23065
103788,400410,13222,3380,0,122462,55186,122000,84160
103789,77018,23454,19481,0,11521,12764,6598,3200
103791,266332,29201,2580,13077,43344,51491,22354,104285
103793,76296,11219,3176,2325,6276,34760,14580,3960
103796,54411,0,8773,0,38126,0,7512,0
103797,247032,0,33683,42588,1980,121813,33614,13354
103799,137427,0,5556,19716,59114,32887,8211,11943
103800,295888,0,8426,41875,35839,186369,17159,6220
103805,126930,21845,19360,10261,7513,57071,0,10880
103806,63610,6235,31207,4980,8531,4783,7874,0
103807,185445,9925,32115,7173,62684,17598,18472,37478
103808,54728,1416,10270,8516,10816,16270,5040,2400
103809,25009,0,2175,0,16054,0,1180,5600
103811,17964,1486,6188,1406,4320,0,4564,0
103815,346398,0,56079,58470,81606,38507,52483,59253
103816,250754,0,24742,26074,58222,43062,95002,3652
103819,100252,0,0,0,8036,51119,0,41097
103820,388436,17760,129862,20341,73274,31024,100361,15814
103823,39762,0,26100,2070,3450,0,0,8142
103825,34028,6650,2792,0,0,19402,0,5184
103828,91520,3386,22898,6850,25953,9088,12284,11061
103831,89400,0,11026,21400,5302,3880,13086,34706
103833,32782,0,16469,2660,8268,2025,0,3360
103835,192922,15682,88100,13240,4731,40263,2850,28056
103836,37008,0,1488,0,0,35520,0,0
103839,66482,0,12455,4280,0,7190,16343,26214
103849,43380,0,0,0,6580,0,9800,27000
103850,131258,29453,0,0,40520,18330,4275,38680
103851,101966,5166,46270,0,27370,6660,14200,2300
103852,22514,0,0,1620,10891,2270,5631,2102
103853,182809,0,35550,6915,28454,12580,35641,63669
103854,69778,0,45065,0,9000,11182,0,4531
103856,351220,0,17580,0,283310,0,17250,33080
103857,285999,0,15194,44640,55093,46735,98235,26102
103858,129770,0,0,8370,8400,110900,2100,0
103859,330097,3256,30124,33333,88459,82788,35254,56883
103860,56748,0,6156,0,32782,14900,1200,1710
103869,350408,27622,22879,47292,61422,82674,40564,67955
103872,114586,0,6786,0,0,107800,0,0
103873,144637,0,1512,0,6127,109738,22760,4500
103874,52535,3380,7090,0,36825,1780,0,3460
103877,102471,0,0,17342,52274,3850,19045,9960
103881,544617,1754,155510,87617,84300,106408,46597,62431
103884,48401,0,0,1200,20079,11820,9352,5950
103886,54106,0,23066,0,3600,3880,15920,7640
103892,739856,6053,108648,13973,316282,175975,50284,68641
103898,385588,4096,86209,48326,55276,118878,13450,59353
103901,104541,0,29674,22042,25432,4110,18879,4404
103907,28898,0,7963,0,3060,2382,13473,2020
103909,72650,15984,0,3450,26644,3432,7180,15960
103911,487400,0,315800,0,126800,44800,0,0
103912,17738,0,1400,6490,1950,3998,3900,0
103913,52118,0,2640,25430,18156,5892,0,0
103915,141758,0,16780,0,41347,61031,0,22600
103916,167875,13485,49284,0,3002,42876,0,59228
103917,112926,19347,13153,53895,17648,5946,1140,1797
103921,163654,0,74313,6720,66785,6284,9552,0
103923,161873,0,0,8010,13464,5860,25092,109447
103924,241945,0,0,0,205720,0,36225,0
103929,73710,0,30602,12865,4734,18969,0,6540
103933,194634,0,2043,1980,14357,4138,19630,152486
103934,115426,7020,31380,14310,3150,14944,13408,31214
103935,89138,0,1400,33720,41128,7760,1930,3200
103936,448344,1488,340200,0,31135,42314,0,33207
103939,300554,5333,14407,71729,45226,23290,34887,105682
103940,103133,0,32955,5475,24115,9801,26029,4758
103941,14816,2400,1510,0,9682,0,1224,0
103944,96800,0,0,0,0,0,96800,0
103945,42675,1960,0,2880,30560,0,2700,4575
103948,286382,0,148596,43523,40696,21950,9040,22577
103949,426554,20735,69690,14509,105700,172960,0,42960
103950,113017,3875,29082,13230,44250,9480,4600,8500
103953,740223,0,101918,4756,77552,524377,27954,3666
103956,37920,0,37920,0,0,0,0,0
103957,51575,0,9440,0,0,42135,0,0
103958,100680,0,4881,15748,15299,32862,19208,12682
103959,56029,0,10860,0,30289,3980,9400,1500
103962,103730,0,0,0,0,6670,97060,0
103964,232155,1197,89729,25171,38890,47184,21760,8224
103965,105930,0,3123,0,10392,89425,0,2990
103966,45632,0,0,0,13920,11200,2370,18142
103971,159692,0,16259,6932,19786,112534,1720,2461
103975,44895,0,5475,2660,15518,12880,0,8362
103976,279738,0,12409,13867,186660,46110,17460,3232
103979,83824,0,38900,4718,0,20210,3580,16416
103980,361295,17596,124438,21079,42582,100986,8387,46227
103981,24658,0,3324,0,10916,1980,4980,3458
103982,47929,18813,14356,1720,4130,5310,0,3600
103983,36720,0,0,0,29600,7120,0,0
103987,63923,0,22613,0,11760,5160,0,24390
103988,120806,0,57600,0,28036,27820,7350,0
103992,348962,0,20354,7519,50390,99625,19250,151824
103993,210071,9770,66150,5860,14911,51180,20810,41390
103995,593783,4620,169259,128839,163164,21189,88172,18540
103997,123263,0,0,11616,45048,43239,21610,1750
103998,97404,1380,1160,2557,16975,19310,36522,19500
104002,85948,0,26141,18590,14548,17789,0,8880
104005,41593,4308,20415,8910,0,7960,0,0
104006,265172,20350,0,0,165555,54659,6708,17900
104009,471897,14710,11323,87374,162956,28698,41846,124990
104012,38610,0,38610,0,0,0,0,0
104017,303601,50609,79077,64870,22861,60333,6274,19577
104018,806519,41657,134807,136835,104971,275850,30425,81974
104023,61676,4588,4077,14943,10724,25406,0,1938
104024,248301,28832,117642,17400,55780,7925,18418,2304
104026,214150,9000,0,15568,105508,31882,29190,23002
104027,92669,7048,1550,39066,10496,17405,11934,5170
104028,187407,3490,3960,6300,43417,90500,11270,28470
104029,2052130,19041,1441135,103400,1062,357621,0,129871
104030,56723,3920,0,41873,6240,4690,0,0
104031,169390,28994,3231,18066,30474,48044,24582,15999
104032,170958,94742,4738,13476,30976,12060,3900,11066
104033,91872,0,0,0,91872,0,0,0
104036,39762,0,0,10036,5452,1920,22354,0
104038,96364,0,7062,11210,10490,46440,19712,1450
104039,61273,2193,0,0,0,59080,0,0
104041,147060,0,2150,0,3040,139870,0,2000
104042,87163,34183,34939,0,1050,7240,0,9751
104044,47948,7500,0,0,24068,6376,10004,0
104046,37296,0,0,4600,4150,19191,1480,7875
104048,91255,0,0,57360,6900,8175,16720,2100
104050,19265,0,8612,0,2993,2632,0,5028
104054,325134,1086,17110,12920,42392,5432,19388,226806
104057,69260,0,4200,0,0,61480,0,3580
104058,283741,22745,40924,25887,30936,119733,12181,31335
104059,156267,25444,68921,0,33352,8800,19750,0
104060,211076,0,14984,4432,39070,15930,136660,0
104063,85072,0,1908,2660,8170,31354,8880,32100
104064,35000,1486,5256,0,9558,7780,6120,4800
104066,585206,0,11146,66606,63350,112513,221221,110370
104068,586566,0,250020,47250,89705,11181,0,188410
104071,83570,0,36722,0,19500,7154,6232,13962
104075,198075,2860,1488,36490,100049,13471,0,43717
104077,27747,0,0,0,0,5747,0,22000
104078,110742,5380,8928,28704,22700,5170,36960,2900
104079,388678,4402,89912,6147,53343,173354,35136,26384
104085,23177,0,5002,0,0,9900,0,8275
104086,89334,17315,4523,0,30500,29620,1660,5716
104087,541743,0,0,88178,167407,214613,35930,35615
104088,173713,0,10087,15846,30714,56776,50222,10068
104091,82050,5230,15780,0,0,3000,24770,33270
104092,65729,2201,17438,5584,10000,0,15419,15087
104093,71890,37640,0,27900,6350,0,0,0
104097,664448,32050,145709,60425,113439,116430,78239,118156
104100,131110,0,1150,2880,22168,2130,50300,52482
104101,100719,0,3913,0,2470,12240,26290,55806
104106,32834,0,11226,8679,7682,3960,0,1287
104111,535151,0,298352,1369,128000,79095,10280,18055
104114,171486,21357,22148,35590,40639,16344,22370,13038
104115,71238,0,39265,0,15299,0,4518,12156
104117,35570,0,0,0,6170,5940,16000,7460
104120,2305285,45631,451195,265281,675283,467087,34029,366779
104121,187259,5230,0,111586,64700,5743,0,0
104122,42632,0,0,0,42632,0,0,0
104125,82522,4703,5390,0,62499,2850,1580,5500
104128,84772,3040,46673,3677,16160,0,6000,9222
104129,81741,0,15500,17616,2494,8328,27275,10528
104130,62727,7685,0,0,11112,0,0,43930
104132,85129,0,14000,0,12700,43759,13480,1190
104133,202509,18116,36537,17510,20731,63190,12600,33825
104135,356109,16036,220838,33600,10770,74865,0,0
104140,244275,36000,32396,1800,34270,136124,0,3685
104141,175542,0,11376,10792,53976,37903,24704,36791
104144,95515,9804,30111,7600,0,7984,3890,36126
104145,64572,0,1368,0,22042,1900,39262,0
104147,34415,0,8100,0,3738,5331,17246,0
104149,159740,11925,18983,39026,15960,41906,6900,25040
104153,118191,14544,6017,0,1980,0,95650,0
104156,492852,23850,77773,22550,111959,134135,122585,0
104157,51437,0,0,0,15500,25702,0,10235
104158,109172,2154,7012,0,17649,2660,25166,54531
104160,596059,19964,46800,42205,51591,26779,58739,349981
104161,33132,1490,14437,0,1050,16155,0,0
104163,17490,0,3880,5760,6500,1350,0,0
104167,53280,0,0,3450,16972,3200,13503,16155
104169,673892,149681,123266,71061,204779,32779,47988,44338
104170,327668,14940,160394,19219,19826,110030,0,3259
104171,101273,4455,3170,16400,35850,22240,14378,4780
104172,45712,3211,3057,0,10970,11380,10110,6984
104174,135123,7790,12410,0,30156,70629,3500,10638
104178,31719,0,9401,0,9918,3980,7020,1400
104180,145457,21588,10150,21830,10800,13514,59400,8175
104184,73512,8658,10088,3468,25947,9230,11341,4780
104189,107389,15037,8100,3770,38112,24708,0,17662
104191,46720,0,27780,1450,2480,0,0,15010
104194,419964,0,8755,173309,57004,82330,5040,93526
104196,103818,56802,19124,1164,12730,0,0,13998
104197,718758,82423,153188,9822,276234,131777,22002,43312
104199,86280,0,24100,0,14206,5760,1240,40974
104200,62279,0,0,0,1308,37680,15681,7610
104202,360810,27171,28241,53791,100650,40434,40680,69843
104203,33305,19530,4304,4983,1235,0,0,3253
104204,209969,53200,113295,27825,1836,9498,4315,0
104205,61927,0,3275,0,30492,26920,1240,0
104208,48482,0,12692,0,27810,6000,0,1980
104209,101965,0,0,0,63000,38965,0,0
104210,121657,4635,70467,2400,22190,20615,1350,0
104211,147460,60030,9130,0,37340,25920,3080,11960
104212,75700,0,1180,2100,43660,17230,4970,6560
104213,34610,0,0,0,13376,19524,1710,0
104214,51954,0,7630,0,20564,5460,18300,0
104216,109580,27013,0,39608,2970,23029,16960,0
104218,124014,23863,39025,1178,27970,19376,12602,0
104219,27725,3352,1163,7298,5406,6499,2828,1179
104220,333816,25469,0,100388,30502,0,1250,176207
104221,32576,3696,14839,1240,9821,1960,0,1020
104225,515979,56905,75647,11221,212829,25924,115489,17964
104226,138451,0,31611,6480,28614,40916,12360,18470
104227,258527,0,0,16576,4300,237651,0,0
104228,305391,0,74210,0,210661,6630,8530,5360
104229,28734,0,0,6205,0,5270,15760,1499
104234,57729,0,1545,28400,1940,7124,5750,12970
104235,88033,0,28270,9397,13787,16487,10920,9172
104239,117941,0,0,25642,35005,20096,29597,7601
104240,48455,0,2150,1369,7120,15760,18280,3776
104242,182336,118770,0,0,1090,56541,3555,2380
104246,160416,0,0,0,55658,7960,66088,30710
104247,217768,0,7378,22390,19117,116635,42354,9894
104249,212953,4954,34866,105613,21780,14340,31400,0
104250,77212,0,12278,4478,34568,2667,23221,0
104251,85030,0,35960,15068,32552,0,0,1450
104253,236182,0,81227,40350,13296,60027,0,41282
104256,80386,0,7659,0,24317,3093,27477,17840
104257,73281,1916,16250,17205,33820,1590,2500,0
104258,759446,30201,7351,63740,35048,4915,2173,616018
104259,79465,0,24858,0,25853,1980,26774,0
104261,140855,0,0,0,114300,0,15200,11355
104263,29748,20442,0,0,0,9306,0,0
104266,710970,13935,45118,58531,180921,293480,59925,59060
104267,21388,0,1488,0,13600,6300,0,0
104268,118417,3042,40100,8700,14900,48453,3222,0
104269,231124,16682,39952,13730,57002,38892,11399,53467
104272,32260,0,19680,0,1200,6385,3364,1631
104273,351796,31884,124806,62880,78132,12266,37002,4826
104276,27118,0,5950,3000,14678,1100,0,2390
104277,99721,0,0,28911,7254,3020,24689,35847
104278,25720,0,4200,0,0,18540,2980,0
104282,34682,0,20230,1440,0,9412,0,3600
104283,99023,2014,5960,2880,47550,21030,9144,10445
104285,763373,86886,117695,70282,248208,166545,16979,56778
104286,694619,24390,38500,155923,356400,107706,9900,1800
104287,148509,0,14774,34155,57987,1338,29736,10519
104291,100321,0,3875,3905,29943,0,58236,4362
104292,20508,0,0,0,2500,7768,10240,0
104293,1223581,27925,219532,54656,491468,246361,123011,60628
104294,56200,1610,0,8700,5450,40440,0,0
104295,432236,0,45260,23866,61720,0,57120,244270
104296,84698,0,20535,6622,8010,7332,34137,8062
104297,50802,7360,13042,0,14200,16200,0,0
104298,20671,0,3681,0,1150,15840,0,0
104299,56841,4096,12175,0,24097,0,16473,0
104300,17797,7403,0,6414,0,0,3980,0
104301,65507,0,3846,7560,13488,3980,27113,9520
104303,67900,2708,15848,0,0,42137,6130,1077
104309,145865,93645,24240,0,27980,0,0,0
104311,69950,0,1200,0,18700,21050,29000,0
104312,67419,0,1120,6435,14775,16330,27121,1638
104314,272541,17656,77711,40324,80114,21445,9197,26094
104318,61374,23344,30750,0,7280,0,0,0
104322,96340,0,69909,9481,9486,7464,0,0
104325,32420,0,2856,3762,14681,3637,6334,1150
104326,27901,0,0,2557,8300,0,11164,5880
104330,83592,0,2925,4164,8370,0,65453,2680
104332,97383,7196,1720,20480,31540,9423,2994,24030
104335,452814,2120,78641,24541,159557,139667,35407,12881
104337,288525,4715,16534,4530,103945,52055,0,106746
104338,71214,10794,33700,0,12800,13920,0,0
104339,132108,9542,20994,10320,20755,52576,9507,8414
104340,272801,2200,58650,8601,188950,7800,6600,0
104341,40755,0,9400,15725,6980,0,3950,4700
104343,39942,1416,7626,13324,5104,1112,11360,0
104344,250571,4240,69858,46491,26209,32096,35767,35910
104345,96080,0,6300,3063,64021,19288,3408,0
104347,77530,0,0,13357,22510,1980,36551,3132
104350,153536,0,0,4050,123348,1780,11988,12370
104356,60345,24352,7566,9830,1300,4689,4735,7873
104358,73008,0,18900,0,9818,40240,0,4050
104360,125808,0,0,0,7288,105020,13500,0
104364,36469,0,0,0,4845,31624,0,0
104365,87431,16560,11443,11772,11190,26146,10320,0
104369,101468,21750,4610,7000,30336,11884,14720,11168
104370,11565,1166,3150,0,1723,0,0,5526
104371,153312,2079,32479,80037,10602,11013,4580,12522
104373,638896,0,0,309970,217797,1980,5890,103259
104374,78836,1970,0,3160,22930,5400,20280,25096
104375,204800,0,0,0,204800,0,0,0
104378,169613,0,0,0,0,106613,0,63000
104379,222345,0,3508,5760,69941,7040,104856,31240
104380,44495,1960,8463,1000,12580,7292,13200,0
104381,49775,0,26239,8212,6128,0,0,9196
104383,70386,0,15590,31216,11800,0,11780,0
104385,40529,4470,10250,1960,23849,0,0,0
104386,201837,0,59332,20825,71380,0,35069,15231
104387,28066,0,6192,5567,4507,0,0,11800
104389,290133,9738,68790,80903,29003,34810,10210,56679
