C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39
-1.380,-2.612,0.104,1.365,-0.722,0.419,2.198,1.357,-1.162,2.069,-1.526,0.175,-0.064,2.939,-0.125,2.251,-2.538,0.898,0.926,-1.332,1.316,0.402,0.078,0.476,-0.045,-2.154,-2.327,0.885,0.436,-1.521,1.765,3.724,-2.887,-3.548,-3.237,-1.587,-0.851,-1.150,-0.751
-1.254,1.788,0.606,1.075,-0.198,-1.143,-0.877,-2.524,0.572,1.810,-2.217,2.126,-0.410,1.326,-1.746,-0.553,0.203,-3.051,1.336,3.541,0.240,-0.250,1.795,-2.606,-0.258,1.900,0.370,2.446,-1.483,-0.460,1.190,-1.249,1.424,-2.672,1.120,-0.239,-4.979,1.719,3.532
-1.758,-4.574,1.687,-0.380,1.674,4.234,4.385,0.541,-1.398,-0.963,-2.891,3.942,1.519,3.829,1.438,4.240,-7.605,-3.044,1.265,-3.396,2.867,-1.090,-2.179,-3.228,-1.377,-5.379,-1.615,-3.476,-4.779,-0.069,5.112,6.202,-4.849,2.087,-6.134,-6.192,-1.355,2.121,-3.303
-0.234,0.605,-4.407,-4.097,-0.330,1.927,0.880,2.868,-4.720,-3.081,1.102,-4.810,1.595,-1.094,-0.222,-5.431,0.655,0.843,-3.357,-0.141,-7.135,-3.113,-3.046,0.770,-5.186,-0.611,0.905,-5.914,-2.961,-2.399,-0.547,2.026,4.839,3.563,2.478,1.070,1.278,3.518,-3.792
4.960,-2.716,-3.790,-4.815,7.878,7.401,5.312,8.308,-3.543,-4.715,3.470,-2.463,5.352,1.094,7.654,-4.782,0.138,3.325,-4.564,1.867,-1.773,-1.544,-6.535,4.434,-3.294,-1.758,-1.154,-5.559,-1.109,-4.851,-1.170,0.387,0.033,9.079,-3.841,-0.995,5.927,8.469,-1.296
0.262,5.095,7.695,6.745,0.281,-0.771,-1.168,-1.074,5.877,8.200,-3.242,1.298,2.714,-3.245,2.927,-0.578,3.855,-3.394,8.908,7.745,-0.745,5.765,8.662,-2.213,10.616,4.283,4.719,11.211,4.801,1.766,-1.623,-2.920,5.367,2.718,3.641,2.827,-1.009,1.371,6.392
-1.577,-3.194,0.231,-2.695,-1.281,1.464,2.328,-2.278,-1.945,-1.105,6.517,3.699,-0.344,2.541,0.636,1.328,-2.771,4.745,-1.368,-4.169,-0.319,1.209,-2.843,2.854,-0.289,-3.861,-5.099,-2.205,2.882,-1.821,2.450,3.769,-5.264,2.421,-4.181,-3.211,1.181,-0.595,-2.840
-0.259,-2.049,-3.933,-2.195,1.096,3.331,1.845,0.215,-3.669,-3.734,-0.348,0.514,1.077,1.162,2.359,0.168,-1.977,-2.704,-2.907,-1.381,1.048,-4.732,-2.888,-2.971,-2.943,-3.006,-1.580,-2.202,-3.483,-0.398,2.525,1.286,-1.265,3.383,-2.491,-2.998,3.318,1.673,-2.418
-1.622,-1.777,2.798,-0.996,-0.239,-2.049,-1.846,0.014,1.576,0.622,1.294,6.152,-1.764,-2.744,-2.807,5.886,-2.240,4.255,1.149,0.382,7.558,2.700,0.961,4.266,-0.823,-2.293,-0.848,0.137,3.175,3.110,-1.074,1.493,-0.491,-1.063,0.803,-1.552,-2.038,-3.255,4.526
2.785,-0.131,-2.564,-0.186,1.348,-1.180,-2.101,1.462,-0.471,-1.435,0.605,2.249,1.354,-3.550,2.112,1.401,2.008,1.853,-1.215,0.662,0.128,-1.413,-1.197,1.637,0.016,2.561,0.061,1.364,2.138,0.749,-3.182,-6.740,-1.555,2.615,-0.304,-0.830,1.764,1.118,1.587
0.880,-1.926,-2.819,-2.413,-0.973,-0.613,2.337,-0.193,-2.701,-3.986,0.626,-1.505,1.782,2.524,0.261,-3.440,-0.302,2.427,-3.009,0.932,-3.360,-0.619,-3.056,-0.164,-3.233,-1.630,1.574,-3.387,-3.354,-3.316,2.384,-0.424,-3.081,-1.223,1.717,-0.796,-1.267,-1.181,-1.424
-2.585,1.857,-0.818,-0.435,-1.381,2.617,2.183,-2.282,-0.467,1.827,0.135,2.834,-0.907,6.493,-2.178,3.000,-0.293,3.352,-0.212,3.226,3.346,0.946,0.938,2.397,0.448,1.197,1.706,-0.072,2.133,2.584,5.265,4.916,0.538,-1.599,-0.088,0.114,-3.428,-0.204,3.616
0.671,1.899,-1.626,-2.198,0.404,-3.416,-0.765,0.773,-2.910,-0.483,0.441,-2.110,-0.593,-2.278,2.348,0.411,0.222,-0.286,-0.571,2.644,0.244,-1.701,-1.425,0.137,-0.915,-1.230,1.463,-3.454,-1.122,1.141,-4.731,-3.626,0.266,2.560,0.288,-0.243,0.173,-2.221,-0.671
0.966,-3.732,1.817,0.936,1.136,1.905,2.575,2.045,-0.434,-0.347,1.752,0.382,1.933,2.253,1.025,0.300,-0.046,1.763,-1.597,0.414,-2.362,3.225,2.391,1.526,-0.796,-0.343,-2.547,1.373,-0.081,-2.503,3.926,-0.842,-3.711,-0.335,-1.103,-1.532,-0.445,2.487,-1.042
-0.945,-3.979,2.938,3.557,-0.954,2.725,3.206,2.604,2.665,4.117,1.010,3.850,-3.284,3.813,-1.151,1.843,-5.090,4.824,2.273,-3.170,3.385,3.770,0.390,3.737,2.431,-2.765,-2.436,3.492,5.584,0.547,6.540,4.519,-2.727,-0.169,-5.109,-4.130,-2.688,1.133,-2.605
-3.942,1.844,-5.875,-5.676,-0.159,0.509,-3.259,-0.927,-5.040,-3.980,-1.533,-0.504,-4.015,0.979,-3.936,-1.337,-4.107,1.857,-5.409,-1.238,-0.623,-5.046,-6.479,-0.836,-5.056,-1.944,0.422,-5.153,-4.500,-1.558,2.422,-0.486,0.595,-0.690,-2.845,-1.842,-2.458,-2.892,-1.604
1.859,0.818,-1.728,-4.554,1.033,3.270,3.294,4.478,-1.270,-4.813,-1.011,0.591,-0.019,4.281,2.052,1.910,1.392,2.544,-3.134,0.913,0.267,-2.348,-5.720,2.850,-3.466,-0.348,0.900,-4.453,-1.905,1.290,-0.700,1.758,1.433,2.113,-0.735,-0.679,3.407,3.445,0.836
-1.398,-2.051,1.950,0.046,-1.683,-0.118,-2.437,-1.429,-1.028,1.765,-2.392,-6.051,-2.112,-0.816,-1.549,-4.403,-4.553,-4.329,0.225,-2.830,-6.162,-0.906,-0.595,0.997,1.056,-2.158,-2.338,-0.131,-1.113,-5.681,0.241,1.810,-2.961,-2.896,-4.582,-2.831,-0.948,-2.427,-7.561
2.457,-0.523,-1.296,0.346,2.295,1.342,1.675,-0.364,-0.874,-1.062,0.355,-3.995,3.132,0.777,2.399,-2.362,0.646,1.594,-0.116,1.460,-0.866,0.740,-1.572,1.323,0.472,-1.542,0.461,1.108,0.178,-1.844,-2.057,0.624,1.131,1.654,0.139,-2.292,1.759,1.969,-1.732
-0.495,1.326,0.165,-1.023,0.658,1.005,0.907,0.287,1.698,-1.163,1.726,1.030,-0.300,2.424,2.381,-0.400,0.880,-0.203,-2.080,2.720,0.685,-0.828,0.326,1.595,-2.287,-0.364,2.287,0.838,1.551,1.288,-0.239,-0.636,0.592,2.387,0.091,0.924,0.401,0.058,1.178
-0.087,-1.913,-0.645,0.348,1.883,-1.350,0.279,3.259,-1.312,-1.877,1.913,-4.281,3.556,-3.817,2.333,0.505,-3.656,-2.939,-0.915,-3.813,-0.125,-1.890,0.429,-0.277,1.520,-2.670,-3.485,0.740,0.889,-3.203,-3.621,-3.025,-0.699,1.876,-3.740,-4.283,3.307,1.942,-3.946
0.097,5.395,4.225,-1.148,-1.890,-3.356,-2.114,-5.841,2.204,2.740,6.414,1.134,-1.450,-0.635,-1.024,-3.285,5.646,8.119,0.943,5.410,-1.396,6.454,0.882,6.240,2.066,7.500,2.592,3.320,6.813,2.559,-2.385,-1.722,4.345,-1.988,4.100,3.813,-2.062,-0.510,4.211
0.939,2.242,-0.098,0.511,3.251,1.401,2.330,1.179,1.079,0.384,-5.517,-4.135,0.199,1.738,0.967,-4.352,3.535,-4.567,3.294,2.100,-3.679,-0.348,1.728,-4.169,2.096,7.053,3.793,2.238,-4.029,0.095,1.854,0.766,2.498,1.808,3.883,5.147,-0.674,-0.167,0.672
-1.172,0.624,3.836,4.500,-4.457,-2.998,-3.760,0.428,4.370,1.996,-3.239,-0.607,-1.150,-3.892,-0.761,-1.206,-0.075,-3.257,3.094,-1.589,-1.373,1.811,3.072,-2.473,1.420,-0.846,2.815,3.914,-0.387,1.075,-1.544,-3.316,-0.369,-3.183,0.376,-1.378,-0.350,-1.129,-2.695
-3.287,-3.835,0.100,-2.390,-2.721,-1.964,-3.578,-3.500,0.692,0.188,3.068,1.127,-2.694,-0.685,-4.135,3.368,-3.418,4.040,-1.626,-3.590,1.433,2.885,-0.607,4.320,-3.121,-4.757,-4.327,0.331,1.176,-1.051,0.969,-0.883,-1.957,-0.388,-0.639,-3.284,-3.858,-3.552,-1.728
-0.538,0.174,-1.863,-2.716,-0.443,2.975,0.449,-1.595,-2.835,-2.105,-3.629,3.044,0.916,2.569,0.525,0.606,-1.695,-3.109,-2.527,0.915,2.405,-4.943,-3.445,-2.775,0.218,-0.445,0.608,-2.325,-3.444,1.744,4.011,2.861,0.821,-2.488,-2.004,1.104,-0.661,-0.738,1.048
0.592,0.545,-2.241,-1.019,3.707,7.552,5.958,4.280,-0.614,-0.621,4.071,-4.473,5.923,6.994,0.337,-4.315,1.808,5.132,1.323,2.635,-4.872,3.262,0.529,5.998,-1.582,3.210,1.580,1.077,3.323,-3.872,3.541,5.654,4.366,4.729,2.052,1.762,3.407,3.490,1.240
0.828,-1.990,1.429,2.341,-1.859,2.445,3.030,-0.410,1.127,1.125,0.971,2.188,-1.907,5.003,-3.083,-0.699,0.192,-0.517,1.646,-0.541,1.412,-0.203,0.733,-1.660,-1.822,-2.813,-0.270,-1.752,0.673,0.478,5.985,4.468,-0.716,-0.418,-1.470,-1.692,-0.246,-1.697,-1.110
1.462,-0.978,0.212,-0.428,1.757,0.315,-1.964,1.407,0.808,2.585,0.874,2.527,-0.195,-4.228,3.047,1.401,-0.343,-2.727,-1.654,-1.416,0.022,0.942,0.859,-1.798,-0.873,0.603,-0.762,0.645,-2.223,0.801,-2.702,-1.535,1.092,-0.805,-0.937,-1.405,2.948,1.399,0.186
-5.309,-3.324,-0.245,-0.455,-1.881,-9.149,-9.800,-6.529,-0.054,0.025,-0.838,3.434,-4.217,-5.228,-5.662,1.933,-2.596,-0.905,1.004,-1.319,2.433,0.685,1.490,-1.246,-3.580,-3.602,-0.841,0.487,-2.401,0.738,-8.923,-8.266,-0.832,-3.315,-2.977,-0.751,-4.814,-6.044,-0.537
7.269,0.894,-4.478,-2.943,8.246,6.221,5.832,5.376,-1.388,-4.161,1.648,-3.224,7.903,2.195,3.346,-3.439,0.188,0.829,-2.093,0.350,-3.658,-0.956,-1.417,-0.839,-1.201,4.605,1.309,-2.377,-2.634,-2.340,-1.681,1.083,1.956,5.200,0.459,-1.372,9.136,5.329,-0.774
1.713,-1.633,2.530,1.449,1.032,-2.024,-1.065,3.797,0.574,0.144,5.018,0.339,2.738,-5.320,5.626,2.343,-2.107,1.896,0.136,-1.723,2.179,1.358,-1.184,0.885,-0.147,-1.282,-2.082,0.807,3.314,-0.014,-4.709,-5.514,0.223,-0.240,-0.532,-2.092,3.866,1.420,-0.104
3.081,3.217,0.220,2.529,1.512,1.816,2.746,1.731,1.132,-0.952,-2.322,-2.228,5.192,-0.038,2.345,-1.731,5.108,-3.229,-0.312,3.621,-4.976,-1.579,-0.064,1.442,0.212,1.336,2.924,1.114,0.451,0.619,-2.713,0.424,1.315,5.559,1.245,0.717,3.702,2.951,-0.654
3.245,-4.835,5.477,1.534,1.069,6.021,4.260,2.306,3.156,3.907,-0.256,-1.139,1.613,3.082,3.548,0.523,-3.556,1.470,3.386,-4.939,-1.138,4.005,3.544,3.898,2.870,-4.215,-0.181,2.068,4.100,-2.077,5.575,3.904,-2.856,4.638,-5.917,-3.461,0.823,2.342,-5.287
5.830,0.110,2.003,2.722,7.143,6.926,5.204,6.333,1.580,1.526,-2.349,-1.164,3.582,2.009,5.584,-1.412,-0.696,-3.999,1.382,-0.580,-2.750,0.140,1.844,-3.559,-0.203,-2.742,-1.719,2.869,-1.892,-2.132,2.215,1.496,-2.206,4.114,-1.561,-1.898,5.441,5.092,-2.869
1.716,1.732,3.061,0.784,1.950,5.183,2.190,0.739,1.794,3.565,-1.950,0.148,5.404,3.076,5.051,1.457,0.801,-3.488,2.341,2.712,1.074,0.985,1.598,-0.805,3.162,2.037,1.088,1.695,-0.047,2.804,0.376,0.161,1.268,2.897,0.706,0.839,3.798,4.383,0.914
2.107,-2.957,3.585,3.685,3.750,2.455,1.069,0.869,2.270,4.926,1.020,-2.431,0.633,0.970,2.691,-6.151,-4.940,2.707,3.806,-0.997,-7.933,3.701,2.296,1.191,5.958,-2.809,-3.696,3.949,5.294,-7.037,0.380,-1.597,-2.179,1.564,-2.463,-4.995,1.881,3.211,-6.314
0.036,-3.988,-2.706,-1.958,-0.136,-0.702,-0.980,-1.527,-2.170,-1.647,2.948,-1.255,-3.649,-0.586,-1.494,-2.735,-3.129,1.933,-4.456,-5.333,-2.204,-1.310,-3.875,3.712,-0.813,-5.321,-3.845,-2.111,1.118,-5.250,0.636,1.616,-1.828,1.029,-3.520,-4.400,-1.132,-4.507,-4.551
-3.464,-0.474,-8.211,-4.480,-2.935,-1.729,-3.712,-4.246,-3.856,-4.877,1.786,1.864,-2.307,0.298,-3.762,-2.998,-0.085,2.188,-2.826,0.877,-0.070,-2.294,-3.123,3.258,-2.889,-1.511,-0.596,-4.857,-1.897,0.520,0.638,0.944,-1.986,-5.083,0.568,0.352,-3.599,-3.748,-1.715
-1.317,-4.612,0.990,1.010,-1.129,-1.788,-1.715,-0.614,4.840,1.481,-1.761,-5.937,-3.074,-0.912,-1.625,-4.397,-4.139,0.145,1.471,-3.626,-8.889,1.554,2.122,-1.421,4.844,-2.769,-4.643,0.439,0.742,-6.658,0.546,-1.141,-2.640,-0.135,-2.187,-3.744,-2.399,-2.476,-8.722
-3.520,1.189,2.096,1.671,-3.696,-2.227,-1.653,-4.055,2.416,2.098,1.407,-3.514,-4.828,2.802,-3.814,-3.237,1.870,2.049,0.388,2.077,-0.051,2.920,1.552,1.969,4.830,0.259,3.595,1.391,3.260,1.399,0.915,2.002,2.364,-4.073,0.698,3.322,-3.061,-3.305,-1.307
0.257,0.253,-1.287,0.213,0.753,2.012,2.927,1.278,0.910,0.511,5.532,4.602,0.681,3.368,2.019,7.201,1.813,7.906,-0.421,1.023,3.035,4.693,-1.021,5.654,-0.364,1.916,-0.251,1.156,4.366,5.266,2.316,2.087,-0.012,0.177,-2.078,1.384,-1.237,1.703,2.719
-4.198,-0.666,1.771,2.300,-6.119,-4.065,-3.721,-4.168,1.381,-1.158,-0.732,-3.104,-5.920,1.212,-4.242,1.594,0.736,-0.758,3.700,-1.661,-0.771,1.173,2.195,1.380,2.931,-1.162,-0.790,2.877,2.260,-0.583,-1.792,1.587,-0.571,-4.858,2.814,-3.729,-3.633,-4.778,-1.606
0.635,-4.654,2.103,2.411,2.144,1.091,3.223,-0.000,2.116,0.908,0.328,-1.236,-0.130,-0.235,1.473,-5.725,-3.514,-0.541,4.571,-4.868,-1.853,1.176,1.205,-0.224,1.186,-4.242,-4.872,0.625,1.906,-3.849,4.184,3.024,-4.229,-1.829,-4.799,-2.738,1.461,0.727,-7.761
3.227,-0.456,3.613,3.477,0.696,-1.501,1.135,1.521,7.934,4.053,-3.398,-1.318,0.597,-2.002,1.268,-2.860,-0.147,-2.156,4.505,-1.497,-2.643,1.394,5.739,-4.190,5.972,1.426,0.316,6.105,2.966,-2.434,-2.011,-2.087,0.135,1.371,0.448,0.151,2.109,0.952,-0.748
5.192,0.463,2.183,-0.589,6.029,4.004,2.971,0.688,0.084,0.847,1.741,4.318,5.024,-0.951,4.601,2.436,-0.685,1.728,2.473,-0.593,4.133,1.596,-0.839,2.197,0.842,0.419,-0.381,2.038,2.655,3.693,-0.893,1.503,0.387,4.642,-2.388,-0.562,3.048,3.520,0.783
0.044,3.589,-0.391,-2.041,0.560,0.506,-1.206,-0.747,-0.469,-3.094,3.564,0.087,-0.267,0.978,-0.973,2.337,3.889,5.773,-0.224,3.737,-0.382,1.425,-4.210,3.840,-5.069,5.234,3.218,-0.490,1.406,4.538,-0.702,0.878,3.859,-2.887,0.655,2.120,1.216,-2.731,2.165
-0.579,-0.938,-3.289,-2.441,1.100,-1.607,-0.961,-1.237,-2.749,-1.220,3.485,-1.216,0.055,-0.148,1.183,-2.021,-3.804,1.491,-3.107,-2.356,-3.565,-0.690,-0.142,0.275,-2.681,-2.041,-0.778,-3.066,-0.868,-2.961,-3.290,-3.993,-1.532,-0.092,1.493,-2.802,1.696,2.387,-3.074
3.667,1.544,2.225,0.438,3.941,3.003,5.328,2.627,0.406,0.837,6.623,-2.128,2.269,0.617,7.780,-1.218,1.430,6.056,-0.415,3.362,0.085,4.635,2.024,5.444,0.632,1.528,-1.113,0.732,5.538,0.679,-0.310,2.305,0.332,5.151,1.668,2.415,4.169,2.864,0.195
3.611,-0.590,0.710,3.974,2.892,5.084,5.428,3.605,5.323,3.131,-2.224,1.434,4.884,4.294,3.751,0.870,-2.188,-1.603,2.843,-2.445,1.205,1.706,3.444,-1.749,0.176,-4.201,-1.358,3.314,0.621,-2.538,3.782,2.811,-3.717,1.591,-2.212,-6.329,0.180,3.792,-0.797
3.251,2.623,-5.359,0.456,2.415,3.467,4.653,3.832,-2.329,-3.589,-1.380,0.291,1.913,2.236,0.045,1.121,-1.194,-0.515,-0.113,-0.691,1.245,-4.033,-3.496,-2.051,-4.892,0.276,-2.073,-5.279,-3.219,1.185,1.745,3.566,0.598,0.699,0.827,0.434,3.499,5.028,0.263
-2.811,0.463,-1.714,-2.726,0.055,-2.622,-3.477,-1.909,-0.798,-5.227,0.593,2.408,-1.454,-2.166,-1.398,0.488,-0.868,0.238,0.747,-2.529,-0.239,-2.184,-1.986,1.911,-4.276,0.921,1.412,-1.124,-0.225,0.313,-2.093,-1.843,-0.141,-2.456,-2.568,-0.005,-2.924,-1.679,0.230
-8.003,-4.334,-2.382,-3.845,-5.091,-3.563,-4.470,-9.503,-1.072,-2.696,0.218,-0.987,-7.150,3.444,-4.875,-0.785,-4.862,-0.213,1.291,-3.989,-0.365,-2.701,-2.900,-5.377,-1.522,-3.938,-4.745,-2.045,-3.179,-5.860,2.926,-0.080,-4.739,-6.390,-5.223,-4.453,-3.824,-5.832,-3.078
3.155,0.977,-1.821,-3.337,1.441,-2.206,2.415,2.624,-4.773,-5.804,-0.506,-0.365,3.110,-3.782,3.240,-0.575,2.111,3.019,-8.821,0.155,-2.620,-3.028,-2.966,-0.650,-5.668,3.051,0.434,-4.401,-4.277,0.806,-3.292,-1.398,2.265,0.401,-0.053,1.277,2.610,2.957,-0.274
-0.012,0.035,-1.451,-1.339,-0.823,2.040,4.364,-0.493,-0.945,0.045,-0.754,-0.158,2.357,2.762,0.517,0.720,-0.596,-1.065,0.568,1.900,1.100,-0.660,-0.658,-0.946,-1.551,4.540,-0.657,-0.752,-1.980,0.593,3.004,4.580,-1.492,1.821,0.865,-0.922,0.959,2.322,0.989
6.111,-0.040,1.681,4.521,3.800,5.227,5.087,4.595,1.682,3.752,0.773,-1.676,2.894,2.538,5.564,-1.965,-0.041,0.156,3.642,-2.223,0.610,2.928,4.079,0.864,0.061,-2.724,-1.091,2.794,2.764,-2.659,3.246,1.567,-0.965,4.195,-0.381,-3.325,2.169,1.854,-1.141
4.200,1.097,-0.552,-3.983,4.674,4.295,4.218,6.165,-3.323,-0.011,2.029,0.601,6.287,-0.794,3.343,-0.182,1.571,1.425,-0.330,2.835,-0.067,1.040,-2.301,2.955,0.129,2.024,-0.195,-1.950,-0.652,0.652,-0.004,0.937,1.509,3.765,0.914,0.470,5.361,4.969,1.735
1.946,-0.327,-0.464,0.331,3.625,6.758,6.330,1.980,1.586,-0.697,1.675,2.146,2.468,4.413,2.993,-0.084,-3.044,4.889,1.857,-4.303,2.314,2.269,0.703,2.195,-0.040,-2.395,-1.130,0.309,2.706,0.879,8.362,5.122,-3.685,3.456,-1.048,-2.817,1.901,2.336,-2.863
2.359,4.702,-1.308,2.483,2.066,3.061,1.013,-2.102,1.983,1.239,9.208,1.189,-0.256,2.539,-1.281,1.315,4.584,8.013,-2.944,1.168,2.497,5.247,0.704,8.753,-1.072,2.459,4.397,0.785,7.602,4.511,4.866,5.010,4.946,-3.720,3.594,4.613,-3.299,-2.327,4.521
-0.292,-2.159,1.947,5.520,0.516,1.361,1.496,-3.823,3.802,2.937,0.794,1.577,-0.644,2.914,-1.419,1.606,-2.989,3.194,5.058,-2.524,1.298,5.746,7.052,3.969,5.971,-2.011,-1.365,4.436,6.065,0.801,2.167,2.740,-0.670,1.192,-2.232,-3.665,-0.138,0.554,-2.491
2.447,9.011,-0.560,3.586,2.970,4.281,4.548,2.679,-0.744,2.028,3.291,0.221,3.315,2.060,2.577,-0.132,11.138,0.826,-0.614,8.861,2.044,0.462,0.067,1.222,-0.323,5.901,7.696,-2.505,2.298,6.402,0.239,3.502,6.775,5.580,7.808,7.650,4.609,3.607,8.752
-1.345,3.102,3.916,1.790,-2.334,1.930,0.781,-0.793,1.565,0.914,1.240,-0.753,-4.442,3.692,-0.496,0.803,2.372,1.847,1.600,-0.998,-1.354,4.199,1.410,-0.666,0.157,2.659,-3.121,1.715,-0.201,-0.017,4.686,4.333,2.920,-1.401,1.757,2.126,-1.677,-2.964,1.753
0.662,2.581,-2.224,-2.433,-1.039,-1.139,-1.405,0.008,-1.269,-3.936,-4.413,-1.010,-0.265,-1.171,-2.281,-5.363,2.701,-3.853,-3.627,2.371,-3.264,-5.312,-1.087,-4.445,-2.330,3.154,2.214,-2.080,-4.913,0.909,-2.345,-1.268,4.584,1.503,3.851,3.329,0.080,0.129,-0.126
-0.644,1.128,3.729,-0.030,-2.348,-1.544,-1.484,1.878,2.964,-1.822,-6.945,-2.032,1.338,-1.802,-0.123,-1.949,-1.256,-2.598,2.074,0.376,0.826,-1.969,-0.480,-1.696,1.882,-0.001,0.117,-1.252,-1.869,-0.947,-2.545,-3.136,1.807,-1.418,0.501,-2.135,1.470,2.389,-0.449
-0.030,0.653,0.973,1.471,2.677,4.221,2.364,0.866,0.286,0.489,-0.709,0.508,1.830,2.174,0.949,3.578,0.190,-3.028,5.059,0.821,-1.607,-0.143,0.685,-2.864,0.480,2.153,-0.235,1.157,-0.710,2.543,1.393,2.926,3.112,2.605,-1.139,1.914,1.412,5.683,0.275
1.713,3.001,1.051,1.374,3.822,3.482,5.861,4.129,0.633,4.557,2.781,3.095,0.689,1.780,3.336,5.694,1.817,2.287,2.234,2.700,6.309,4.100,-0.504,4.446,0.352,0.476,2.726,3.494,3.338,5.157,2.367,4.770,2.423,1.341,2.335,2.597,6.109,2.115,6.011
0.923,-0.340,0.811,-1.654,-0.553,-2.516,-4.074,-1.335,-0.942,1.089,-5.812,-0.063,-1.313,-3.723,-0.153,-2.191,0.247,-4.724,0.168,-0.854,-0.944,-1.746,-0.091,-4.266,-1.537,0.239,-1.446,-1.481,-6.124,-2.569,-4.239,-4.406,-1.050,-0.570,-0.337,1.450,-0.536,0.477,0.576
1.535,-0.176,3.143,7.801,2.133,1.314,1.824,3.039,3.923,4.770,-2.732,-2.372,4.390,-2.649,5.318,-1.891,-2.256,0.290,2.854,-1.400,-1.092,4.006,7.432,-0.453,6.342,0.080,0.589,3.957,3.374,-1.514,-1.467,-0.955,-0.300,2.244,3.012,-0.271,5.352,1.515,-1.196
-0.811,-1.506,0.401,1.184,1.788,-0.045,1.307,1.305,0.566,1.962,0.471,2.791,1.418,-0.898,-0.073,3.654,-0.279,-2.008,0.595,-1.263,4.317,1.083,0.365,-1.112,2.164,-1.235,0.889,2.291,-0.277,3.440,-1.507,1.500,-1.418,1.464,-0.392,0.587,0.198,2.487,0.712
-6.769,2.387,-0.396,-0.029,-2.901,-3.167,-5.680,-3.242,0.251,0.239,-4.688,-0.610,-3.522,-2.044,-2.260,-2.427,2.932,-4.313,0.092,2.166,-2.501,-2.033,-0.598,-3.518,-0.338,3.294,3.051,0.075,-4.114,2.271,-3.483,-0.555,1.083,-2.259,2.177,2.819,-3.380,-2.915,-0.572
0.396,1.216,3.435,1.235,0.552,3.425,0.853,-2.187,2.902,4.117,-1.091,0.191,1.809,2.845,-3.254,-0.876,-1.160,-2.574,2.589,0.472,-1.265,3.177,2.036,-0.724,5.727,-2.965,-1.048,1.600,-0.124,-2.004,3.410,3.085,-0.357,1.086,-2.252,-0.040,0.497,0.235,-0.268
5.029,3.242,1.805,1.678,6.337,2.713,3.579,6.690,0.905,3.383,3.483,2.423,5.186,-1.792,3.016,1.722,-2.202,4.882,-0.303,1.659,0.770,4.249,0.863,2.445,2.114,0.603,2.018,-2.060,2.749,2.197,-3.374,-0.999,1.564,4.748,-0.844,1.221,6.482,4.962,1.740
4.742,0.505,0.682,0.656,4.113,1.665,2.302,4.772,-1.350,0.592,-0.127,1.667,5.723,-2.327,4.305,3.752,-2.906,-0.401,-1.448,-1.906,1.188,-1.205,-2.404,2.162,-0.945,-2.194,-1.729,0.132,1.093,-0.142,-0.400,-2.900,-2.605,0.579,-0.990,-2.461,3.097,3.265,0.195
-4.202,-1.442,-1.020,-6.252,-3.092,-0.785,-2.524,-6.647,-3.562,-5.612,0.161,0.614,-3.982,3.771,-1.925,0.772,2.599,-0.192,-2.741,0.244,0.312,-3.633,-4.537,-1.486,-2.435,-2.266,0.142,-4.780,-3.834,1.271,3.272,1.090,-0.449,-4.299,1.802,-1.756,-2.887,-6.022,-0.710
-4.223,1.835,-1.732,-2.855,-6.406,-3.352,-4.429,-5.055,-0.590,1.146,-3.438,-3.338,-6.581,0.384,-4.658,-3.010,-0.252,-1.047,0.316,-1.016,-2.972,-1.043,-1.161,0.056,0.952,-1.035,-1.496,2.205,-1.450,-2.939,2.843,0.629,-1.805,-5.769,-0.850,-2.140,-5.838,-5.651,-2.992
0.712,-3.963,6.251,5.326,-1.463,-2.266,0.905,-2.324,6.238,3.693,0.993,1.656,-2.688,0.345,-2.338,2.445,-6.456,1.089,4.905,-3.518,3.436,6.335,8.346,-0.172,7.547,-1.611,-4.402,6.195,5.150,-1.550,-0.300,1.004,-0.628,-0.920,-2.660,-1.795,-1.314,1.783,-0.299
-0.237,-0.669,-2.746,-0.716,0.517,3.459,1.768,1.717,-1.188,-5.092,-1.373,2.009,0.637,2.429,2.058,4.013,-0.211,-3.902,-3.920,-0.334,1.792,-3.195,-0.828,-3.545,-4.188,0.125,1.372,-2.573,-5.659,1.665,1.291,3.454,-2.269,0.503,0.437,-1.266,0.056,2.986,1.460
-1.082,1.012,-2.061,-2.155,-1.960,0.801,0.850,-2.587,-1.463,-0.675,1.982,1.772,-0.371,1.753,-0.767,3.689,-5.010,3.901,-2.234,-2.565,2.998,-0.505,-3.256,-0.026,-1.378,-1.742,-0.744,-1.463,0.117,0.477,4.942,1.331,-2.498,-1.792,1.222,-2.933,-0.043,-1.438,0.690
1.386,3.284,-1.388,-0.248,0.743,0.763,-0.687,2.083,1.448,1.892,-4.472,2.083,3.915,-5.215,3.319,-0.019,-0.145,-1.472,2.115,1.061,3.422,-0.775,1.535,-3.395,3.940,0.956,3.905,0.740,-1.514,1.651,-1.778,-2.137,-0.838,2.025,0.528,1.177,5.264,1.633,3.135
