CUSTID,購入金額合計,クリーム,クレンジング,ネイル,ベースメイク,メイクアップ,化粧水,年代,入会後年数,顧客評価
104477,68943,0.047,0.000,0.516,0.087,0.350,0.000,"20代",6,"MrankA"
104480,80939,0.000,0.000,0.000,0.000,1.000,0.000,"20代",5,"MrankA"
104485,8575,0.139,0.150,0.000,0.000,0.448,0.262,"40代",5,"MrankA"
104486,23315,0.000,0.137,0.051,0.127,0.000,0.686,"50代",8,"MrankA"
104487,30556,0.229,0.000,0.628,0.000,0.000,0.143,"20代",0,"MrankB"
104488,42601,0.294,0.000,0.470,0.000,0.000,0.236,"50代",2,"MrankC"
104492,44558,0.460,0.121,0.308,0.112,0.000,0.000,"50代",8,"MrankC"
104494,45677,0.119,0.439,0.000,0.281,0.161,0.000,"50代",5,"MrankB"
104501,7310,0.000,0.000,0.000,0.000,0.000,1.000,"50代",7,"MrankC"
104503,110263,0.776,0.000,0.154,0.056,0.014,0.000,"30代",6,"MrankA"
104505,34185,0.244,0.000,0.000,0.756,0.000,0.000,"40代",8,"MrankA"
104506,33586,0.000,0.457,0.000,0.110,0.395,0.038,"50代",8,"MrankB"
104508,34940,0.366,0.467,0.094,0.000,0.000,0.073,"30代",4,"MrankC"
104510,32278,0.055,0.086,0.066,0.355,0.119,0.320,"20代",2,"MrankB"
104513,53747,0.000,0.292,0.000,0.708,0.000,0.000,"40代",0,"MrankC"
104515,3412,0.000,0.000,0.000,0.340,0.660,0.000,"30代",7,"MrankA"
104519,19001,0.000,0.000,0.380,0.070,0.550,0.000,"50代",10,"MrankA"
104520,16452,0.000,0.863,0.000,0.000,0.137,0.000,"20代",9,"MrankA"
104521,47072,0.000,0.000,0.318,0.121,0.561,0.000,"20代",11,"MrankB"
104523,61788,0.072,0.271,0.000,0.087,0.389,0.181,"40代",7,"MrankA"
104525,38201,0.000,0.378,0.105,0.470,0.046,0.000,"30代",2,"MrankB"
104527,45047,0.000,0.259,0.071,0.151,0.342,0.178,"50代",2,"MrankC"
104531,172957,0.118,0.018,0.232,0.229,0.369,0.033,"40代",7,"MrankC"
104534,35460,0.000,0.000,0.000,0.834,0.000,0.166,"40代",11,"MrankC"
104535,21944,0.000,0.000,0.439,0.109,0.299,0.153,"40代",4,"MrankA"
104536,23517,0.000,0.539,0.000,0.000,0.461,0.000,"40代",1,"MrankA"
104541,52305,0.056,0.000,0.327,0.307,0.061,0.249,"20代",1,"MrankB"
104544,25987,0.000,0.196,0.000,0.804,0.000,0.000,"40代",3,"MrankC"
104545,70784,0.017,0.000,0.285,0.250,0.075,0.373,"40代",8,"MrankC"
104547,179406,0.464,0.204,0.102,0.158,0.072,0.000,"20代",7,"MrankC"
104548,121279,0.052,0.016,0.125,0.292,0.425,0.091,"40代",10,"MrankB"
104550,15871,0.175,0.000,0.093,0.262,0.395,0.074,"40代",1,"MrankB"
104552,23078,0.090,0.000,0.066,0.280,0.077,0.487,"20代",7,"MrankA"
104555,37426,0.106,0.000,0.079,0.038,0.257,0.519,"40代",5,"MrankC"
104556,23125,0.000,0.000,0.524,0.000,0.043,0.433,"20代",1,"MrankC"
104560,59417,0.059,0.404,0.050,0.000,0.425,0.062,"30代",10,"MrankA"
104561,151195,0.081,0.000,0.048,0.744,0.127,0.000,"50代",6,"MrankC"
104564,36181,0.000,0.000,0.000,0.200,0.381,0.420,"50代",5,"MrankC"
104567,59986,0.124,0.093,0.119,0.265,0.105,0.292,"50代",1,"MrankA"
104568,49538,0.321,0.098,0.000,0.173,0.199,0.209,"20代",9,"MrankC"
104569,14375,0.000,0.000,0.770,0.000,0.230,0.000,"30代",9,"MrankB"
104570,21930,0.000,0.305,0.000,0.180,0.366,0.150,"40代",4,"MrankA"
104571,80299,0.105,0.551,0.000,0.168,0.019,0.158,"20代",11,"MrankC"
104572,33100,0.000,0.744,0.256,0.000,0.000,0.000,"30代",8,"MrankC"
104573,86627,0.000,0.000,0.117,0.133,0.277,0.473,"50代",1,"MrankC"
104574,60099,0.036,0.465,0.101,0.306,0.051,0.042,"40代",4,"MrankC"
104575,64276,0.036,0.168,0.203,0.287,0.000,0.306,"40代",4,"MrankC"
104576,6069,0.000,0.000,0.358,0.642,0.000,0.000,"30代",1,"MrankA"
104578,9602,0.000,0.109,0.000,0.371,0.519,0.000,"20代",7,"MrankC"
104580,2459,0.000,0.000,0.000,0.473,0.000,0.527,"40代",5,"MrankA"
104581,54831,0.653,0.000,0.000,0.248,0.079,0.019,"40代",11,"MrankB"
104582,17960,0.000,0.000,0.294,0.706,0.000,0.000,"50代",9,"MrankB"
104587,76200,0.000,0.000,0.000,0.152,0.848,0.000,"20代",2,"MrankC"
104588,8493,0.000,0.222,0.243,0.124,0.251,0.160,"50代",4,"MrankC"
104589,3800,0.000,1.000,0.000,0.000,0.000,0.000,"30代",0,"MrankC"
104595,77640,0.000,0.000,0.020,0.363,0.603,0.014,"50代",5,"MrankC"
104596,14504,0.503,0.000,0.000,0.000,0.294,0.204,"40代",6,"MrankA"
104597,7494,0.000,0.000,0.000,0.000,1.000,0.000,"30代",7,"MrankC"
104598,73528,0.343,0.260,0.103,0.136,0.144,0.014,"20代",10,"MrankB"
104600,11335,0.000,0.000,0.000,0.853,0.147,0.000,"40代",5,"MrankB"
104604,6890,0.000,0.000,0.000,0.216,0.784,0.000,"40代",8,"MrankB"
104607,131288,0.000,0.000,0.038,0.454,0.508,0.000,"30代",4,"MrankC"
104609,6409,0.000,0.000,0.593,0.407,0.000,0.000,"50代",6,"MrankA"
104611,9150,0.000,0.142,0.486,0.000,0.115,0.257,"20代",0,"MrankB"
104615,1222,0.000,0.000,1.000,0.000,0.000,0.000,"50代",10,"MrankC"
104616,12402,0.000,0.000,0.000,0.000,1.000,0.000,"40代",3,"MrankA"
104617,71649,0.000,0.097,0.222,0.060,0.216,0.404,"30代",4,"MrankC"
104619,2444,0.000,0.000,1.000,0.000,0.000,0.000,"20代",0,"MrankA"
104620,27050,0.144,0.074,0.194,0.588,0.000,0.000,"20代",4,"MrankC"
104622,32661,0.000,0.000,0.083,0.125,0.792,0.000,"40代",5,"MrankB"
104623,41240,0.135,0.667,0.000,0.000,0.198,0.000,"40代",7,"MrankC"
104624,34015,0.000,0.000,0.065,0.272,0.663,0.000,"20代",10,"MrankC"
104631,30939,0.000,0.037,0.069,0.643,0.251,0.000,"30代",2,"MrankC"
104634,44620,0.052,0.465,0.033,0.127,0.323,0.000,"50代",2,"MrankC"
104637,6588,0.000,0.000,0.173,0.827,0.000,0.000,"20代",7,"MrankC"
104640,46281,0.000,0.000,0.212,0.097,0.691,0.000,"40代",6,"MrankC"
104644,10830,0.118,0.175,0.271,0.131,0.000,0.305,"30代",10,"MrankC"
104646,32260,0.000,0.000,0.262,0.274,0.117,0.347,"30代",9,"MrankC"
104648,24839,0.140,0.241,0.108,0.383,0.086,0.042,"30代",7,"MrankC"
104650,34921,0.000,0.000,0.000,0.108,0.664,0.229,"20代",2,"MrankB"
104651,5110,0.000,0.000,1.000,0.000,0.000,0.000,"50代",4,"MrankB"
104652,36054,0.000,0.035,0.087,0.082,0.797,0.000,"40代",2,"MrankA"
104655,37178,0.000,0.000,0.236,0.085,0.157,0.523,"50代",4,"MrankB"
104656,9242,0.000,0.000,0.632,0.368,0.000,0.000,"30代",5,"MrankC"
104661,15126,0.264,0.000,0.000,0.000,0.736,0.000,"20代",11,"MrankB"
104665,54029,0.070,0.234,0.091,0.282,0.000,0.322,"40代",7,"MrankB"
104666,17605,0.000,0.000,0.000,1.000,0.000,0.000,"30代",6,"MrankA"
104667,131972,0.050,0.054,0.268,0.063,0.424,0.142,"20代",2,"MrankC"
104670,33606,0.000,0.000,0.000,0.875,0.067,0.058,"40代",3,"MrankC"
104671,42231,0.085,0.306,0.062,0.028,0.156,0.362,"20代",4,"MrankB"
104672,29684,0.000,0.357,0.097,0.286,0.037,0.223,"40代",2,"MrankC"
104673,16410,0.166,0.000,0.000,0.726,0.000,0.107,"20代",11,"MrankB"
104676,14941,0.000,0.000,0.364,0.000,0.636,0.000,"50代",6,"MrankC"
104678,27755,0.137,0.000,0.111,0.551,0.136,0.065,"40代",11,"MrankA"
104679,29384,0.000,0.000,0.000,0.761,0.039,0.200,"50代",2,"MrankC"
104680,24290,0.387,0.000,0.482,0.132,0.000,0.000,"20代",6,"MrankB"
104684,9673,0.000,0.000,0.196,0.804,0.000,0.000,"40代",4,"MrankB"
104685,57355,0.000,1.000,0.000,0.000,0.000,0.000,"20代",4,"MrankB"
104686,11460,0.295,0.131,0.366,0.000,0.207,0.000,"40代",8,"MrankA"
104689,66130,0.000,0.000,0.072,0.872,0.000,0.056,"50代",8,"MrankA"
104691,59508,0.000,0.178,0.000,0.822,0.000,0.000,"50代",7,"MrankB"
104697,121955,0.035,0.010,0.040,0.595,0.199,0.122,"40代",8,"MrankC"
104703,86356,0.052,0.402,0.148,0.360,0.037,0.000,"40代",3,"MrankA"
104704,37559,0.044,0.336,0.036,0.584,0.000,0.000,"30代",1,"MrankC"
104707,37870,0.217,0.192,0.219,0.214,0.157,0.000,"20代",4,"MrankB"
104708,38421,0.104,0.228,0.167,0.297,0.142,0.062,"30代",6,"MrankB"
104713,65002,0.347,0.037,0.041,0.514,0.061,0.000,"30代",9,"MrankC"
104716,16800,0.000,0.000,0.000,0.000,1.000,0.000,"40代",10,"MrankC"
104717,21615,0.068,0.000,0.764,0.168,0.000,0.000,"20代",0,"MrankC"
104719,31600,0.000,0.000,0.768,0.057,0.000,0.175,"20代",5,"MrankC"
104721,28652,0.199,0.000,0.000,0.000,0.801,0.000,"20代",8,"MrankC"
104722,55744,0.033,0.053,0.347,0.490,0.076,0.000,"50代",8,"MrankB"
104723,31374,0.000,0.108,0.605,0.148,0.139,0.000,"20代",9,"MrankC"
104725,30408,0.000,0.328,0.046,0.147,0.331,0.148,"50代",10,"MrankC"
104729,10825,0.100,0.000,0.000,0.542,0.358,0.000,"20代",6,"MrankA"
104730,72677,0.000,0.000,0.000,0.146,0.000,0.854,"40代",2,"MrankB"
104731,60834,0.096,0.000,0.000,0.000,0.499,0.404,"40代",7,"MrankC"
104732,26303,0.000,0.000,0.473,0.133,0.303,0.091,"40代",7,"MrankC"
104736,74331,0.190,0.278,0.052,0.480,0.000,0.000,"50代",2,"MrankB"
104738,59413,0.000,0.540,0.195,0.182,0.000,0.082,"40代",4,"MrankB"
104739,28870,0.000,0.000,0.000,0.407,0.476,0.118,"40代",8,"MrankA"
104741,14668,0.000,0.116,0.193,0.691,0.000,0.000,"50代",1,"MrankB"
104745,103524,0.312,0.011,0.014,0.588,0.075,0.000,"50代",9,"MrankC"
104746,23072,0.047,0.417,0.139,0.160,0.074,0.163,"50代",3,"MrankB"
104748,73059,0.139,0.000,0.087,0.613,0.000,0.161,"20代",9,"MrankC"
104751,39355,0.000,0.000,0.000,0.084,0.916,0.000,"40代",4,"MrankB"
104753,17296,0.000,0.312,0.000,0.080,0.609,0.000,"20代",3,"MrankC"
104754,18900,0.000,0.000,0.000,1.000,0.000,0.000,"20代",7,"MrankC"
104755,10852,0.173,0.000,0.116,0.000,0.000,0.711,"20代",11,"MrankA"
104756,12247,0.474,0.000,0.526,0.000,0.000,0.000,"20代",2,"MrankB"
104758,11533,0.596,0.000,0.000,0.105,0.203,0.097,"20代",8,"MrankB"
104759,55663,0.032,0.000,0.498,0.049,0.420,0.000,"40代",2,"MrankB"
104761,12165,0.000,0.492,0.000,0.186,0.322,0.000,"50代",3,"MrankC"
104763,10470,0.000,0.096,0.000,0.904,0.000,0.000,"20代",0,"MrankB"
104768,77085,0.000,0.122,0.000,0.086,0.164,0.628,"40代",7,"MrankC"
104769,63118,0.166,0.000,0.226,0.234,0.166,0.208,"20代",10,"MrankC"
104771,23518,0.000,0.000,0.077,0.475,0.391,0.058,"50代",3,"MrankA"
104772,12460,0.000,0.000,0.000,0.000,1.000,0.000,"20代",2,"MrankB"
104776,29835,0.000,0.104,0.546,0.090,0.260,0.000,"20代",2,"MrankC"
104778,39468,0.000,0.000,0.367,0.633,0.000,0.000,"40代",11,"MrankA"
104779,118829,0.572,0.000,0.088,0.058,0.174,0.108,"50代",8,"MrankB"
104780,52763,0.000,0.412,0.344,0.000,0.158,0.085,"40代",6,"MrankB"
104788,13001,0.000,0.000,0.000,0.094,0.563,0.343,"30代",9,"MrankC"
104790,50350,0.033,0.061,0.028,0.478,0.365,0.035,"40代",3,"MrankB"
104791,8420,0.000,0.000,0.000,0.233,0.767,0.000,"30代",10,"MrankA"
104797,47528,0.045,0.023,0.112,0.063,0.174,0.583,"30代",9,"MrankC"
104798,23965,0.000,0.000,0.528,0.070,0.101,0.301,"40代",7,"MrankC"
104800,19514,0.120,0.500,0.000,0.071,0.309,0.000,"30代",1,"MrankC"
104802,1300,0.000,0.000,0.000,1.000,0.000,0.000,"30代",4,"MrankC"
104803,61911,0.250,0.071,0.000,0.148,0.000,0.532,"50代",11,"MrankA"
104804,20679,0.000,0.166,0.541,0.000,0.293,0.000,"30代",10,"MrankB"
104805,17438,0.000,0.202,0.184,0.552,0.000,0.062,"50代",4,"MrankB"
104809,15675,0.000,0.000,0.000,0.183,0.817,0.000,"40代",2,"MrankC"
104815,24437,0.000,0.000,0.160,0.369,0.000,0.471,"40代",11,"MrankC"
104818,31530,0.550,0.000,0.000,0.171,0.278,0.000,"40代",0,"MrankC"
104819,13349,0.000,0.075,0.161,0.640,0.000,0.124,"50代",2,"MrankA"
104821,59527,0.409,0.043,0.113,0.052,0.264,0.119,"40代",5,"MrankC"
104823,31991,0.000,0.183,0.152,0.122,0.034,0.510,"40代",9,"MrankA"
104825,4403,0.000,0.000,0.000,0.000,1.000,0.000,"50代",7,"MrankC"
104826,89755,0.124,0.017,0.111,0.131,0.617,0.000,"50代",9,"MrankA"
104827,57342,0.000,0.630,0.140,0.160,0.000,0.070,"40代",11,"MrankB"
104829,88974,0.267,0.020,0.118,0.550,0.044,0.000,"20代",8,"MrankA"
104833,23547,0.000,0.000,0.204,0.723,0.000,0.073,"50代",6,"MrankB"
104834,43356,0.639,0.000,0.069,0.292,0.000,0.000,"20代",2,"MrankA"
104838,21940,0.000,0.000,0.682,0.318,0.000,0.000,"50代",9,"MrankA"
104843,29411,0.000,0.000,0.542,0.323,0.135,0.000,"50代",8,"MrankB"
104845,42830,0.060,0.000,0.283,0.027,0.630,0.000,"20代",6,"MrankB"
104846,10918,0.000,0.000,0.000,0.747,0.253,0.000,"40代",9,"MrankC"
104847,39671,0.073,0.000,0.000,0.337,0.554,0.036,"50代",8,"MrankB"
104848,141391,0.074,0.059,0.091,0.264,0.469,0.043,"50代",5,"MrankC"
104851,52720,0.482,0.000,0.000,0.181,0.338,0.000,"30代",3,"MrankB"
104852,65273,0.022,0.233,0.078,0.225,0.178,0.264,"30代",3,"MrankC"
104853,23772,0.125,0.336,0.000,0.000,0.000,0.538,"20代",1,"MrankC"
104855,28906,0.144,0.242,0.369,0.154,0.091,0.000,"50代",11,"MrankC"
104856,12164,0.000,0.163,0.278,0.469,0.090,0.000,"40代",8,"MrankA"
104858,30091,0.137,0.000,0.185,0.482,0.136,0.059,"40代",5,"MrankC"
104859,6637,0.000,0.705,0.000,0.295,0.000,0.000,"20代",1,"MrankA"
104862,111338,0.000,0.089,0.228,0.112,0.300,0.270,"20代",5,"MrankB"
104865,10795,0.000,0.000,0.000,0.641,0.359,0.000,"40代",0,"MrankC"
104867,99839,0.196,0.402,0.014,0.278,0.110,0.000,"20代",7,"MrankB"
104868,54137,0.000,0.000,0.033,0.713,0.186,0.068,"40代",6,"MrankB"
104871,93398,0.071,0.018,0.278,0.184,0.280,0.169,"50代",7,"MrankB"
104872,21081,0.000,0.570,0.000,0.281,0.149,0.000,"40代",0,"MrankB"
104874,66793,0.227,0.085,0.000,0.504,0.000,0.184,"50代",10,"MrankB"
104876,70909,0.177,0.040,0.190,0.111,0.000,0.482,"30代",1,"MrankB"
104879,42947,0.106,0.102,0.184,0.502,0.000,0.107,"50代",9,"MrankB"
104880,50056,0.000,0.264,0.208,0.355,0.173,0.000,"20代",2,"MrankC"
104881,13923,0.000,0.000,0.000,0.000,1.000,0.000,"50代",7,"MrankB"
104882,50257,0.055,0.000,0.000,0.945,0.000,0.000,"40代",7,"MrankA"
104883,10617,0.000,0.113,0.000,0.542,0.000,0.345,"40代",2,"MrankC"
104886,26999,0.000,0.000,0.203,0.503,0.000,0.293,"50代",10,"MrankC"
104888,19251,0.000,0.000,0.169,0.757,0.074,0.000,"20代",10,"MrankC"
104890,19139,0.000,0.157,0.183,0.255,0.405,0.000,"40代",8,"MrankC"
104891,25999,0.102,0.263,0.154,0.305,0.090,0.086,"20代",2,"MrankC"
104892,41398,0.396,0.075,0.000,0.197,0.084,0.248,"40代",8,"MrankB"
104895,17241,0.000,0.000,1.000,0.000,0.000,0.000,"40代",4,"MrankC"
104899,25360,0.235,0.000,0.000,0.000,0.765,0.000,"20代",8,"MrankC"
104902,46380,0.094,0.000,0.097,0.274,0.104,0.431,"20代",8,"MrankC"
104905,23533,0.119,0.111,0.069,0.122,0.515,0.064,"50代",4,"MrankC"
104906,52328,0.058,0.000,0.382,0.318,0.070,0.172,"20代",2,"MrankA"
104907,38904,0.037,0.046,0.000,0.571,0.314,0.031,"50代",5,"MrankA"
104908,13515,0.000,0.000,0.000,0.233,0.767,0.000,"50代",1,"MrankB"
104911,48197,0.000,0.000,0.669,0.216,0.075,0.041,"40代",10,"MrankA"
104912,35638,0.000,0.522,0.000,0.420,0.058,0.000,"20代",5,"MrankB"
104913,78891,0.000,0.000,0.084,0.235,0.635,0.047,"50代",7,"MrankC"
104914,20087,0.000,0.090,0.000,0.569,0.282,0.059,"50代",9,"MrankA"
104915,4065,0.000,0.000,0.000,1.000,0.000,0.000,"20代",11,"MrankB"
104916,11400,1.000,0.000,0.000,0.000,0.000,0.000,"40代",9,"MrankC"
104921,70829,0.043,0.435,0.213,0.280,0.029,0.000,"20代",5,"MrankA"
104922,13074,0.000,0.000,0.000,0.458,0.542,0.000,"20代",1,"MrankC"
104924,9825,1.000,0.000,0.000,0.000,0.000,0.000,"50代",11,"MrankC"
104925,3252,0.000,0.000,0.000,0.000,0.633,0.367,"20代",10,"MrankC"
104928,7560,0.000,0.000,0.000,1.000,0.000,0.000,"50代",1,"MrankC"
104929,13657,0.000,0.000,0.000,0.000,0.000,1.000,"30代",8,"MrankB"
104931,52793,0.171,0.023,0.189,0.091,0.333,0.193,"50代",1,"MrankA"
104932,20500,0.000,0.000,0.000,0.000,0.834,0.166,"40代",2,"MrankB"
104933,18540,0.000,0.680,0.000,0.000,0.320,0.000,"20代",9,"MrankC"
104935,21440,0.000,0.000,1.000,0.000,0.000,0.000,"20代",11,"MrankC"
104936,10400,0.000,0.000,0.346,0.000,0.654,0.000,"40代",3,"MrankC"
104939,37403,0.105,0.000,0.131,0.491,0.234,0.039,"40代",2,"MrankC"
104940,152430,0.075,0.063,0.438,0.231,0.170,0.023,"20代",1,"MrankA"
104941,41600,0.000,0.053,0.000,0.374,0.572,0.000,"20代",11,"MrankA"
104942,61762,0.237,0.198,0.351,0.000,0.133,0.081,"50代",8,"MrankC"
104943,29962,0.333,0.142,0.077,0.376,0.000,0.072,"30代",1,"MrankB"
104947,2000,0.000,0.000,1.000,0.000,0.000,0.000,"40代",11,"MrankC"
104948,161633,0.000,0.049,0.577,0.093,0.228,0.053,"30代",8,"MrankC"
104949,138897,0.008,0.000,0.000,0.811,0.098,0.083,"50代",5,"MrankC"
104950,28358,0.000,0.107,0.035,0.169,0.000,0.689,"40代",5,"MrankB"
104954,58355,0.140,0.000,0.207,0.102,0.466,0.085,"50代",3,"MrankB"
104957,25144,0.249,0.285,0.000,0.154,0.000,0.311,"20代",9,"MrankC"
104958,27639,0.000,0.127,0.000,0.000,0.000,0.873,"30代",5,"MrankC"
104960,3875,0.000,0.000,1.000,0.000,0.000,0.000,"50代",10,"MrankC"
104961,21372,0.000,0.000,0.000,0.000,1.000,0.000,"20代",8,"MrankA"
104963,44380,0.000,0.000,0.000,0.040,0.273,0.687,"20代",9,"MrankC"
104967,46664,0.000,0.000,0.430,0.116,0.454,0.000,"30代",5,"MrankA"
104971,31380,0.037,0.000,0.093,0.648,0.000,0.222,"50代",1,"MrankB"
104972,12350,0.178,0.000,0.000,0.000,0.000,0.822,"20代",2,"MrankC"
104973,8090,0.147,0.000,0.000,0.000,0.853,0.000,"20代",2,"MrankC"
104974,21279,0.000,0.000,0.175,0.575,0.182,0.067,"30代",5,"MrankA"
104975,3100,0.000,0.000,0.000,1.000,0.000,0.000,"20代",11,"MrankC"
104976,37100,0.313,0.135,0.137,0.000,0.385,0.031,"30代",2,"MrankB"
104977,137503,0.026,0.134,0.326,0.357,0.157,0.000,"20代",9,"MrankB"
104978,26250,0.000,1.000,0.000,0.000,0.000,0.000,"50代",6,"MrankC"
104979,56042,0.048,0.173,0.000,0.678,0.101,0.000,"40代",4,"MrankB"
104980,36197,0.142,0.031,0.000,0.826,0.000,0.000,"30代",10,"MrankB"
104986,31660,0.000,0.089,0.053,0.068,0.000,0.789,"20代",0,"MrankB"
104989,26427,0.196,0.000,0.000,0.242,0.375,0.187,"30代",2,"MrankC"
104992,70291,0.039,0.122,0.522,0.217,0.076,0.025,"40代",9,"MrankC"
104993,51390,0.079,0.000,0.000,0.565,0.000,0.356,"30代",10,"MrankC"
104996,31190,0.000,0.000,0.000,0.843,0.000,0.157,"30代",9,"MrankC"
104997,20735,0.070,0.258,0.257,0.280,0.135,0.000,"40代",0,"MrankA"
104999,29464,0.000,0.000,0.000,0.336,0.000,0.664,"30代",7,"MrankC"
105000,99734,0.030,0.036,0.196,0.049,0.132,0.557,"30代",5,"MrankC"
105004,8550,0.000,0.000,0.000,1.000,0.000,0.000,"30代",5,"MrankB"
105005,27475,0.000,0.246,0.053,0.398,0.231,0.071,"20代",10,"MrankC"
105006,30902,0.000,0.099,0.034,0.434,0.433,0.000,"40代",6,"MrankC"
105007,37703,0.140,0.060,0.064,0.422,0.212,0.103,"20代",2,"MrankC"
105010,36210,0.263,0.342,0.083,0.087,0.124,0.102,"50代",9,"MrankB"
105018,11008,0.121,0.000,0.000,0.378,0.500,0.000,"40代",7,"MrankB"
105019,3376,0.000,0.000,0.000,0.000,1.000,0.000,"50代",0,"MrankA"
105020,96311,0.000,0.174,0.039,0.618,0.022,0.148,"50代",5,"MrankB"
105023,24212,0.084,0.000,0.364,0.551,0.000,0.000,"40代",5,"MrankA"
105025,32349,0.032,0.110,0.036,0.083,0.036,0.703,"50代",8,"MrankC"
105026,66513,0.000,0.000,0.361,0.000,0.184,0.456,"30代",8,"MrankB"
105027,55549,0.107,0.000,0.000,0.209,0.369,0.315,"40代",1,"MrankB"
105030,20695,0.000,0.412,0.000,0.242,0.346,0.000,"20代",7,"MrankC"
105031,28248,0.000,0.089,0.000,0.911,0.000,0.000,"40代",6,"MrankC"
105032,32600,0.000,0.000,0.000,0.000,1.000,0.000,"40代",3,"MrankC"
105033,33609,0.000,0.097,0.042,0.441,0.194,0.227,"30代",6,"MrankA"
105035,4216,0.000,0.000,0.364,0.000,0.636,0.000,"50代",3,"MrankA"
105036,4613,0.361,0.639,0.000,0.000,0.000,0.000,"20代",4,"MrankC"
105038,48487,0.124,0.062,0.401,0.323,0.091,0.000,"20代",5,"MrankC"
105040,13847,0.155,0.088,0.000,0.000,0.650,0.107,"40代",7,"MrankC"
105041,12803,0.141,0.000,0.232,0.627,0.000,0.000,"40代",3,"MrankC"
105043,40087,0.161,0.137,0.342,0.122,0.189,0.049,"40代",11,"MrankC"
105045,26971,0.000,0.000,0.273,0.383,0.000,0.344,"20代",8,"MrankC"
105048,90577,0.026,0.378,0.105,0.081,0.013,0.397,"40代",2,"MrankC"
105049,27847,0.000,0.039,0.208,0.334,0.232,0.187,"40代",10,"MrankA"
105052,113223,0.000,0.138,0.255,0.311,0.296,0.000,"20代",5,"MrankB"
105054,13847,0.000,0.000,0.252,0.748,0.000,0.000,"30代",3,"MrankB"
105055,41361,0.000,0.000,0.071,0.835,0.048,0.047,"40代",7,"MrankC"
105057,14740,0.221,0.000,0.073,0.215,0.335,0.156,"20代",10,"MrankB"
105058,167465,0.000,0.000,0.000,1.000,0.000,0.000,"40代",2,"MrankB"
105059,28699,0.172,0.105,0.220,0.095,0.158,0.250,"40代",10,"MrankB"
105061,25880,0.000,0.000,0.000,1.000,0.000,0.000,"40代",6,"MrankC"
105063,19558,0.000,0.289,0.395,0.167,0.148,0.000,"30代",9,"MrankC"
105065,30218,0.000,0.000,0.416,0.186,0.398,0.000,"40代",3,"MrankA"
105067,8123,0.000,0.000,0.000,0.756,0.000,0.244,"20代",4,"MrankC"
105068,110571,0.018,0.150,0.000,0.643,0.189,0.000,"20代",4,"MrankC"
105071,94996,0.059,0.000,0.401,0.145,0.058,0.337,"50代",8,"MrankC"
105073,12762,0.000,0.000,0.272,0.113,0.270,0.345,"20代",11,"MrankC"
105076,14914,0.000,0.000,0.149,0.502,0.154,0.195,"30代",6,"MrankA"
105077,41360,0.000,0.149,0.000,0.000,0.000,0.851,"40代",8,"MrankB"
105078,23177,0.000,0.000,0.217,0.614,0.168,0.000,"20代",3,"MrankB"
105084,28705,0.000,0.000,0.000,0.826,0.000,0.174,"40代",9,"MrankC"
105092,11474,0.410,0.000,0.000,0.212,0.000,0.378,"30代",8,"MrankA"
105093,102791,0.000,0.061,0.072,0.160,0.000,0.706,"40代",3,"MrankA"
105095,33314,0.105,0.000,0.000,0.628,0.157,0.110,"20代",3,"MrankA"
105097,33039,0.000,0.000,0.117,0.585,0.297,0.000,"30代",9,"MrankC"
105098,26491,0.000,0.000,0.600,0.267,0.133,0.000,"50代",6,"MrankB"
105100,63890,0.000,0.422,0.000,0.254,0.000,0.324,"20代",9,"MrankB"
105102,24872,0.095,0.163,0.416,0.124,0.126,0.076,"40代",11,"MrankC"
105104,22626,0.121,0.000,0.052,0.653,0.173,0.000,"40代",2,"MrankC"
105106,34534,0.000,0.121,0.035,0.201,0.515,0.127,"20代",0,"MrankB"
105108,18865,0.000,0.000,0.000,0.000,0.851,0.149,"20代",9,"MrankB"
105109,82564,0.121,0.354,0.028,0.239,0.258,0.000,"30代",10,"MrankC"
105111,9000,0.000,0.300,0.000,0.700,0.000,0.000,"20代",5,"MrankB"
105113,34123,0.000,0.000,0.000,0.000,0.830,0.170,"30代",5,"MrankB"
105115,13589,0.000,0.088,0.154,0.451,0.089,0.217,"30代",0,"MrankC"
105116,38358,0.000,0.000,0.113,0.000,0.000,0.887,"50代",4,"MrankC"
105117,206677,0.016,0.012,0.010,0.135,0.137,0.690,"20代",5,"MrankC"
105118,19769,0.000,0.000,0.000,0.818,0.182,0.000,"30代",2,"MrankA"
105119,29991,0.000,0.080,0.000,0.287,0.593,0.040,"50代",11,"MrankA"
105120,16213,0.148,0.000,0.458,0.327,0.000,0.067,"30代",4,"MrankC"
105122,2980,0.000,0.000,0.403,0.000,0.000,0.597,"30代",0,"MrankC"
105124,103549,0.000,0.000,0.033,0.043,0.366,0.558,"20代",6,"MrankC"
105127,122447,0.000,0.116,0.319,0.443,0.026,0.096,"30代",7,"MrankC"
105128,48916,0.031,0.036,0.428,0.205,0.300,0.000,"50代",1,"MrankA"
105129,13411,0.000,0.000,0.000,0.912,0.000,0.088,"50代",6,"MrankB"
105131,62560,0.000,0.000,0.000,0.860,0.000,0.140,"20代",7,"MrankB"
105135,58676,0.280,0.122,0.149,0.310,0.140,0.000,"30代",7,"MrankC"
105137,19217,0.000,0.000,0.321,0.062,0.616,0.000,"40代",6,"MrankA"
105138,13066,0.000,0.000,0.000,0.538,0.462,0.000,"50代",2,"MrankA"
105141,34848,0.000,0.410,0.442,0.000,0.000,0.148,"30代",7,"MrankC"
