取引日,取引時刻,店舗ID,レジID,取引番号,行番号,商品コード,商品名,カテゴリ,数量,本体単価(税抜),割引額,税率,税額,小計(税抜),小計(税込)
2025-12-22,22:08:35,"TOKYO001","R07","T002275",2,"SKU01974","シュークリーム 500ml","デザート",1,319,0,0.080,26,319,345
2025-12-22,22:08:35,"TOKYO001","R07","T002275",3,"SKU00483","クリームパン","ベーカリー",1,154,0,0.080,12,154,166
2025-12-22,22:08:50,"TOKYO001","R07","T004458",1,"SKU01966","乾電池 2個入り","日用品",1,168,0,0.100,17,168,185
2025-12-22,22:08:50,"TOKYO001","R07","T004458",2,"SKU01206","ライト","たばこ",1,614,0,0.100,61,614,675
2025-12-22,22:08:50,"TOKYO001","R07","T004458",3,"SKU01175","キッチンペーパー","日用品",1,451,0,0.100,45,451,496
2025-12-22,22:08:50,"TOKYO001","R07","T004458",4,"SKU00285","アイスバー ハーフ","アイスクリーム",1,126,13,0.080,9,113,122
2025-12-22,22:08:50,"TOKYO001","R07","T004458",5,"SKU01545","ツナサラダ 2個入り","サラダ",1,431,0,0.080,34,431,465
2025-12-22,22:09:01,"TOKYO001","R07","T004798",1,"SKU01788","キッチンペーパー","日用品",2,638,0,0.100,128,1276,1404
2025-12-22,22:09:24,"TOKYO001","R06","T003426",1,"SKU02776","クロワッサン","ベーカリー",1,251,25,0.080,18,226,244
2025-12-22,22:09:24,"TOKYO001","R06","T003426",2,"SKU01108","レギュラー 1個","たばこ",1,650,0,0.100,65,650,715
2025-12-22,22:09:24,"TOKYO001","R06","T003426",3,"SKU02966","ライト 500ml","たばこ",1,709,0,0.100,71,709,780
2025-12-22,22:09:24,"TOKYO001","R06","T003426",4,"SKU01205","バウムクーヘン ハーフ","デザート",1,224,0,0.080,18,224,242
2025-12-22,22:09:58,"TOKYO001","R03","T001439",1,"SKU02864","最中アイス 200ml","アイスクリーム",1,161,0,0.080,13,161,174
2025-12-22,22:09:58,"TOKYO001","R03","T001439",2,"SKU01770","高菜おにぎり 1個","おにぎり",1,114,0,0.080,9,114,123
2025-12-22,22:10:03,"TOKYO001","R08","T000905",1,"SKU02868","メンソール 200ml","たばこ",1,634,0,0.100,63,634,697
2025-12-22,22:10:03,"TOKYO001","R08","T000905",2,"SKU01315","カレーパン","ベーカリー",1,257,0,0.080,21,257,278
2025-12-22,22:10:04,"TOKYO001","R05","T004188",1,"SKU01227","鮭おにぎり ハーフ","おにぎり",1,199,0,0.080,16,199,215
2025-12-22,22:10:04,"TOKYO001","R05","T004188",2,"SKU02149","ロールケーキ 200ml","デザート",1,280,0,0.080,22,280,302
2025-12-22,22:10:33,"TOKYO001","R04","T003189",1,"SKU01119","パスタサラダ 200ml","弁当・惣菜",1,376,19,0.080,29,357,386
2025-12-22,22:10:33,"TOKYO001","R04","T003189",2,"SKU02806","ラテ 1000ml","コーヒー",1,108,0,0.080,9,108,117
2025-12-22,22:10:53,"TOKYO001","R04","T004914",1,"SKU00742","幕の内弁当 ハーフ","弁当・惣菜",1,797,0,0.080,64,797,861
2025-12-22,22:11:20,"TOKYO001","R01","T004001",1,"SKU01137","アメリカンドッグ 1000ml","ホットスナック",1,199,0,0.080,16,199,215
2025-12-22,22:11:33,"TOKYO001","R05","T000062",1,"SKU01044","洗剤 500ml","日用品",1,617,0,0.100,62,617,679
2025-12-22,22:11:33,"TOKYO001","R05","T001690",1,"SKU00610","コミック (小)","雑誌・書籍",1,445,44,0.100,40,401,441
2025-12-22,22:12:13,"TOKYO001","R02","T003139",1,"SKU00668","ほうじ茶","飲料",1,141,28,0.080,9,113,122
2025-12-22,22:12:13,"TOKYO001","R02","T003139",2,"SKU01368","カップラーメン 味噌 (小)","即席麺",1,194,0,0.080,16,194,210
2025-12-22,22:12:15,"TOKYO001","R05","T003215",1,"SKU01849","カップうどん 2個入り","即席麺",1,243,0,0.080,19,243,262
2025-12-22,22:12:15,"TOKYO001","R05","T003215",2,"SKU01343","フライドポテト 200ml","ホットスナック",1,222,0,0.080,18,222,240
2025-12-22,22:12:15,"TOKYO001","R05","T003215",3,"SKU02086","プリン 2個入り","デザート",1,158,0,0.080,13,158,171
2025-12-22,22:12:15,"TOKYO001","R03","T004279",1,"SKU01466","烏龍茶 ハーフ","飲料",1,107,0,0.080,9,107,116
2025-12-22,22:12:15,"TOKYO001","R03","T004279",2,"SKU00433","ティッシュ 1000ml","日用品",1,363,0,0.100,36,363,399
2025-12-22,22:12:15,"TOKYO001","R03","T004279",3,"SKU02195","コーヒー飲料 ハーフ","飲料",1,141,0,0.080,11,141,152
2025-12-22,22:12:15,"TOKYO001","R03","T004279",4,"SKU02341","レギュラー 2個入り","たばこ",1,767,0,0.100,77,767,844
2025-12-22,22:12:15,"TOKYO001","R03","T004279",5,"SKU00422","ワイン ハーフ","酒類",1,1458,73,0.100,138,1385,1523
2025-12-22,22:12:15,"TOKYO001","R03","T004279",6,"SKU00854","カップラーメン 醤油 200ml","即席麺",1,275,0,0.080,22,275,297
2025-12-22,22:12:18,"TOKYO001","R03","T001100",1,"SKU00984","レモンティー (大)","飲料",1,110,0,0.080,9,110,119
2025-12-22,22:12:18,"TOKYO001","R03","T001100",2,"SKU00567","明太子おにぎり (小)","おにぎり",1,159,0,0.080,13,159,172
2025-12-22,22:12:31,"TOKYO001","R02","T000210",1,"SKU00675","梅おにぎり (小)","おにぎり",1,151,0,0.080,12,151,163
2025-12-22,22:12:31,"TOKYO001","R02","T000210",2,"SKU02891","サンドイッチ 200ml","弁当・惣菜",1,502,0,0.080,40,502,542
2025-12-22,22:13:29,"TOKYO001","R08","T004553",1,"SKU00210","ほうじ茶 (大)","飲料",1,152,0,0.080,12,152,164
2025-12-22,22:13:29,"TOKYO001","R08","T004553",2,"SKU00911","キッチンペーパー (大)","日用品",1,504,0,0.100,50,504,554
2025-12-22,22:13:29,"TOKYO001","R08","T004553",3,"SKU01769","明太子おにぎり","おにぎり",1,167,0,0.080,13,167,180
2025-12-22,22:13:29,"TOKYO001","R08","T004553",4,"SKU00662","ホットコーヒー 200ml","コーヒー",1,126,0,0.080,10,126,136
2025-12-22,22:13:29,"TOKYO001","R08","T004553",5,"SKU00300","スポーツドリンク 1個","飲料",2,165,0,0.080,26,330,356
2025-12-22,22:13:29,"TOKYO001","R08","T004553",6,"SKU02972","コーラ (小)","飲料",1,119,0,0.080,10,119,129
2025-12-22,22:13:29,"TOKYO001","R01","T004663",1,"SKU00005","ミネラルウォーター","飲料",1,98,0,0.080,8,98,106
2025-12-22,22:14:01,"TOKYO001","R03","T004432",1,"SKU02397","緑茶 ハーフ","飲料",1,109,0,0.080,9,109,118
2025-12-22,22:14:01,"TOKYO001","R03","T004432",2,"SKU01562","コーンスナック 1000ml","スナック菓子",1,221,0,0.080,18,221,239
2025-12-22,22:14:02,"TOKYO001","R08","T004287",1,"SKU00516","烏龍茶 500ml","飲料",1,94,0,0.080,8,94,102
2025-12-22,22:14:03,"TOKYO001","R07","T002347",1,"SKU02449","コーラ 500ml","飲料",1,147,0,0.080,12,147,159
2025-12-22,22:14:03,"TOKYO001","R07","T002347",2,"SKU02412","オレンジジュース 1個","飲料",1,174,0,0.080,14,174,188
2025-12-22,22:14:53,"TOKYO001","R03","T004963",1,"SKU02143","ライト ハーフ","たばこ",1,623,0,0.100,62,623,685
2025-12-22,22:14:53,"TOKYO001","R03","T004963",2,"SKU01005","日本酒 小瓶 1個","酒類",1,675,0,0.100,68,675,743
2025-12-22,22:14:53,"TOKYO001","R03","T004963",3,"SKU02768","コーンスナック ハーフ","スナック菓子",1,198,0,0.080,16,198,214
2025-12-22,22:14:53,"TOKYO001","R03","T004963",4,"SKU00765","コーヒー飲料 200ml","飲料",1,141,0,0.080,11,141,152
2025-12-22,22:14:53,"TOKYO001","R03","T004963",5,"SKU01118","アメリカンドッグ (小)","ホットスナック",1,333,0,0.080,27,333,360
2025-12-22,22:15:00,"TOKYO001","R01","T003470",1,"SKU00836","カレーパン (小)","ベーカリー",1,230,0,0.080,18,230,248
2025-12-22,22:15:00,"TOKYO001","R01","T003470",2,"SKU02788","ポテトチップス しお","スナック菓子",1,195,0,0.080,16,195,211
2025-12-22,22:15:00,"TOKYO001","R01","T003470",3,"SKU01788","キッチンペーパー","日用品",1,638,0,0.100,64,638,702
2025-12-22,22:15:00,"TOKYO001","R01","T003470",4,"SKU02616","オレンジジュース (大)","飲料",1,153,0,0.080,12,153,165
2025-12-22,22:15:00,"TOKYO001","R01","T003470",5,"SKU02081","烏龍茶 2個入り","飲料",1,99,0,0.080,8,99,107
2025-12-22,22:16:00,"TOKYO001","R01","T003675",1,"SKU02784","缶ビール","酒類",1,1487,0,0.100,149,1487,1636
2025-12-22,22:16:00,"TOKYO001","R01","T003675",2,"SKU02571","昆布おにぎり 2個入り","おにぎり",1,137,0,0.080,11,137,148
2025-12-22,22:16:00,"TOKYO001","R01","T003675",3,"SKU01925","ワイン ハーフ 200ml","酒類",1,921,0,0.100,92,921,1013
2025-12-22,22:16:00,"TOKYO001","R01","T003675",4,"SKU00380","サンドイッチ 200ml","弁当・惣菜",2,595,0,0.080,95,1190,1285
2025-12-22,22:16:00,"TOKYO001","R01","T003675",5,"SKU00136","生姜焼き弁当 (小)","弁当・惣菜",1,611,0,0.080,49,611,660
2025-12-22,22:16:00,"TOKYO001","R01","T003675",6,"SKU00384","コロッケ","ホットスナック",1,160,0,0.080,13,160,173
2025-12-22,22:16:14,"TOKYO001","R07","T001789",1,"SKU02328","オレンジジュース 2個入り","飲料",1,122,0,0.080,10,122,132
2025-12-22,22:16:14,"TOKYO001","R07","T001789",2,"SKU00769","焼きそば (小)","弁当・惣菜",1,631,0,0.080,50,631,681
2025-12-22,22:16:14,"TOKYO001","R07","T001789",3,"SKU00419","実用書 ハーフ","雑誌・書籍",1,596,0,0.100,60,596,656
2025-12-22,22:16:14,"TOKYO001","R07","T001789",4,"SKU01554","カップラーメン 味噌 (小)","即席麺",1,241,0,0.080,19,241,260
2025-12-22,22:16:26,"TOKYO001","R01","T003539",1,"SKU00183","カップうどん 2個入り","即席麺",2,121,0,0.080,19,242,261
2025-12-22,22:16:26,"TOKYO001","R01","T003539",2,"SKU02923","日本酒 小瓶 1個","酒類",1,795,0,0.100,80,795,875
2025-12-22,22:16:42,"TOKYO001","R04","T002240",1,"SKU00159","ポテトチップス コンソメ 2個入り","スナック菓子",1,222,11,0.080,17,211,228
2025-12-22,22:16:42,"TOKYO001","R04","T002240",2,"SKU02974","ライト 2個入り","たばこ",1,593,0,0.100,59,593,652
2025-12-22,22:16:42,"TOKYO001","R04","T002240",3,"SKU00286","緑茶 200ml","飲料",1,112,0,0.080,9,112,121
2025-12-22,22:16:42,"TOKYO001","R04","T002240",4,"SKU02620","幕の内弁当 (小)","弁当・惣菜",1,633,0,0.080,51,633,684
2025-12-22,22:16:42,"TOKYO001","R04","T002240",5,"SKU01822","コーラ ハーフ","飲料",1,176,0,0.080,14,176,190
2025-12-22,22:16:42,"TOKYO001","R04","T002240",6,"SKU01022","パスタサラダ 500ml","弁当・惣菜",1,425,0,0.080,34,425,459
2025-12-22,22:17:13,"TOKYO001","R08","T001575",1,"SKU01501","シュークリーム (小)","デザート",1,155,0,0.080,12,155,167
2025-12-22,22:17:13,"TOKYO001","R08","T001575",2,"SKU02172","オレンジジュース 2個入り","飲料",1,167,0,0.080,13,167,180
2025-12-22,22:17:13,"TOKYO001","R08","T001575",3,"SKU02080","メンソール 1000ml","たばこ",1,702,0,0.100,70,702,772
2025-12-22,22:17:13,"TOKYO001","R08","T001575",4,"SKU00033","レモンティー (小)","飲料",1,113,0,0.080,9,113,122
2025-12-22,22:17:13,"TOKYO001","R08","T001575",5,"SKU01286","ゼリー 500ml","デザート",1,243,0,0.080,19,243,262
2025-12-22,22:17:21,"TOKYO001","R05","T004255",1,"SKU01265","レモンティー 1個","飲料",1,90,0,0.080,7,90,97
2025-12-22,22:17:21,"TOKYO001","R05","T004255",2,"SKU02155","炭酸水 1個","飲料",1,107,0,0.080,9,107,116
2025-12-22,22:17:21,"TOKYO001","R05","T004255",3,"SKU01056","高菜おにぎり (大)","おにぎり",1,162,0,0.080,13,162,175
2025-12-22,22:17:44,"TOKYO001","R06","T001692",1,"SKU02610","オレンジジュース","飲料",1,162,0,0.080,13,162,175
2025-12-22,22:17:59,"TOKYO001","R05","T002756",1,"SKU01707","キッチンペーパー 2個入り","日用品",1,232,0,0.100,23,232,255
2025-12-22,22:17:59,"TOKYO001","R05","T002756",2,"SKU00339","クロワッサン 500ml","ベーカリー",1,183,0,0.080,15,183,198
2025-12-22,22:17:59,"TOKYO001","R05","T002756",3,"SKU01732","歯ブラシ 500ml","日用品",1,470,0,0.100,47,470,517
2025-12-22,22:18:26,"TOKYO001","R03","T003569",1,"SKU02979","メンソール 1000ml","たばこ",1,703,0,0.100,70,703,773
2025-12-22,22:18:26,"TOKYO001","R03","T003569",2,"SKU00326","メンソール (大)","たばこ",1,732,0,0.100,73,732,805
2025-12-22,22:18:26,"TOKYO001","R03","T003569",3,"SKU01798","オレンジジュース 500ml","飲料",1,139,0,0.080,11,139,150
2025-12-22,22:18:26,"TOKYO001","R03","T003569",4,"SKU01499","明太子おにぎり (小)","おにぎり",1,168,0,0.080,13,168,181
2025-12-22,22:18:46,"TOKYO001","R07","T001419",1,"SKU02686","スポーツドリンク 500ml","飲料",1,109,0,0.080,9,109,118
2025-12-22,22:18:46,"TOKYO001","R07","T001419",2,"SKU00110","スポーツドリンク","飲料",3,98,0,0.080,24,294,318
2025-12-22,22:18:46,"TOKYO001","R07","T001419",3,"SKU01823","ティッシュ 1000ml","日用品",1,392,0,0.100,39,392,431
2025-12-22,22:18:55,"TOKYO001","R04","T000278",1,"SKU01146","フライドチキン 200ml","ホットスナック",1,184,0,0.080,15,184,199
2025-12-22,22:19:44,"TOKYO001","R07","T004452",1,"SKU02602","烏龍茶 1000ml","飲料",2,115,34,0.080,16,196,212
2025-12-22,22:19:54,"TOKYO001","R02","T004884",1,"SKU02240","チョコスナック (小)","スナック菓子",1,289,0,0.080,23,289,312
2025-12-22,22:19:54,"TOKYO001","R02","T004884",2,"SKU02825","チキン南蛮弁当","弁当・惣菜",1,573,0,0.080,46,573,619
2025-12-22,22:19:54,"TOKYO001","R02","T004884",3,"SKU00160","レギュラー 2個入り","たばこ",1,662,0,0.100,66,662,728
2025-12-22,22:19:59,"TOKYO001","R04","T004851",1,"SKU00553","アイスバー (小)","アイスクリーム",1,266,0,0.080,21,266,287
2025-12-22,22:20:01,"TOKYO001","R08","T002483",1,"SKU01669","スポーツドリンク 2個入り","飲料",1,106,0,0.080,8,106,114
2025-12-22,22:20:01,"TOKYO001","R08","T002483",2,"SKU01355","シュークリーム 200ml","デザート",1,148,0,0.080,12,148,160
2025-12-22,22:20:01,"TOKYO001","R08","T002483",3,"SKU01340","ミネラルウォーター (大)","飲料",1,161,0,0.080,13,161,174
2025-12-22,22:20:01,"TOKYO001","R08","T002483",4,"SKU02613","クラッカー 500ml","スナック菓子",1,298,0,0.080,24,298,322
2025-12-22,22:21:00,"TOKYO001","R08","T003938",1,"SKU00379","発泡酒 200ml","酒類",1,329,0,0.100,33,329,362
2025-12-22,22:21:00,"TOKYO001","R08","T003938",2,"SKU01393","ポテトチップス コンソメ 500ml","スナック菓子",3,189,0,0.080,45,567,612
2025-12-22,22:22:31,"TOKYO001","R06","T002576",1,"SKU01199","レギュラー (小)","たばこ",1,640,0,0.100,64,640,704
2025-12-22,22:22:59,"TOKYO001","R07","T004169",1,"SKU02015","チーズケーキ 200ml","デザート",1,178,0,0.080,14,178,192
2025-12-22,22:22:59,"TOKYO001","R07","T004169",2,"SKU02200","梅おにぎり 200ml","おにぎり",1,125,0,0.080,10,125,135
2025-12-22,22:22:59,"TOKYO001","R07","T004169",3,"SKU00390","発泡酒 (小)","酒類",1,902,0,0.100,90,902,992
2025-12-22,22:23:02,"TOKYO001","R04","T002370",1,"SKU02972","コーラ (小)","飲料",1,119,0,0.080,10,119,129
2025-12-22,22:23:02,"TOKYO001","R04","T002370",2,"SKU01902","オレンジジュース (大)","飲料",1,133,13,0.080,10,120,130
2025-12-22,22:23:02,"TOKYO001","R04","T002370",3,"SKU00539","あんパン 1個","ベーカリー",1,120,0,0.080,10,120,130
2025-12-22,22:24:25,"TOKYO001","R04","T003658",1,"SKU00258","実用書","雑誌・書籍",1,848,0,0.100,85,848,933
2025-12-22,22:24:25,"TOKYO001","R04","T003658",2,"SKU00971","文庫本","雑誌・書籍",1,411,0,0.100,41,411,452
2025-12-22,22:25:37,"TOKYO001","R05","T001188",1,"SKU01463","炭酸水 500ml","飲料",1,133,0,0.080,11,133,144
2025-12-22,22:26:16,"TOKYO001","R07","T001170",1,"SKU00314","ツナサラダ 2個入り","サラダ",1,441,0,0.080,35,441,476
2025-12-22,22:26:16,"TOKYO001","R07","T001170",2,"SKU01400","メンソール","たばこ",1,734,0,0.100,73,734,807
2025-12-22,22:26:16,"TOKYO001","R07","T001170",3,"SKU02010","チーズケーキ 1個","デザート",1,373,0,0.080,30,373,403
2025-12-22,22:26:16,"TOKYO001","R07","T001170",4,"SKU01166","チューハイ レモン 1000ml","酒類",1,1288,0,0.100,129,1288,1417
2025-12-22,22:26:16,"TOKYO001","R07","T001170",5,"SKU00763","チョコスナック","スナック菓子",1,128,0,0.080,10,128,138
2025-12-22,22:26:22,"TOKYO001","R08","T004121",1,"SKU02718","ラテ (小)","コーヒー",3,102,46,0.080,21,260,281
2025-12-22,22:26:22,"TOKYO001","R08","T004121",2,"SKU00726","フライドポテト 200ml","ホットスナック",1,233,0,0.080,19,233,252
2025-12-22,22:27:08,"TOKYO001","R05","T003119",1,"SKU01699","ポテトサラダ","サラダ",3,288,0,0.080,69,864,933
2025-12-22,22:27:08,"TOKYO001","R05","T003119",2,"SKU00325","コーンサラダ 1000ml","サラダ",1,386,0,0.080,31,386,417
2025-12-22,22:27:25,"TOKYO001","R05","T000332",1,"SKU01232","コーンスナック 500ml","スナック菓子",1,137,0,0.080,11,137,148
2025-12-22,22:27:25,"TOKYO001","R05","T000332",2,"SKU02436","梅おにぎり 200ml","おにぎり",1,184,0,0.080,15,184,199
2025-12-22,22:27:25,"TOKYO001","R05","T000332",3,"SKU00776","烏龍茶 2個入り","飲料",1,172,0,0.080,14,172,186
2025-12-22,22:27:25,"TOKYO001","R05","T000332",4,"SKU01336","ティッシュ 2個入り","日用品",1,161,0,0.100,16,161,177
2025-12-22,22:27:28,"TOKYO001","R01","T001972",1,"SKU00583","ゼリー (小)","デザート",1,257,0,0.080,21,257,278
2025-12-22,22:27:28,"TOKYO001","R01","T001972",2,"SKU00860","烏龍茶 (大)","飲料",2,105,0,0.080,17,210,227
2025-12-22,22:27:28,"TOKYO001","R07","T002536",1,"SKU02115","歯ブラシ 2個入り","日用品",2,735,0,0.100,147,1470,1617
2025-12-22,22:27:28,"TOKYO001","R07","T002536",2,"SKU01383","ホットコーヒー 200ml","コーヒー",1,165,0,0.080,13,165,178
2025-12-22,22:27:28,"TOKYO001","R07","T002536",3,"SKU01196","フライドチキン 200ml","ホットスナック",2,313,0,0.080,50,626,676
2025-12-22,22:27:28,"TOKYO001","R07","T002536",4,"SKU01795","緑茶 500ml","飲料",1,130,0,0.080,10,130,140
2025-12-22,22:27:57,"TOKYO001","R07","T001226",1,"SKU01499","明太子おにぎり (小)","おにぎり",1,168,0,0.080,13,168,181
2025-12-22,22:28:28,"TOKYO001","R07","T003628",1,"SKU00928","アイスバー (小)","アイスクリーム",1,155,0,0.080,12,155,167
2025-12-22,22:29:11,"TOKYO001","R04","T003424",1,"SKU00313","レモンティー 1個","飲料",1,124,0,0.080,10,124,134
2025-12-22,22:29:42,"TOKYO001","R01","T003582",1,"SKU01080","チキンサラダ 200ml","サラダ",1,371,0,0.080,30,371,401
2025-12-22,22:29:42,"TOKYO001","R01","T003582",2,"SKU01392","オレンジジュース 1000ml","飲料",1,159,0,0.080,13,159,172
2025-12-22,22:29:49,"TOKYO001","R07","T001187",1,"SKU01425","ラテ","コーヒー",1,107,0,0.080,9,107,116
2025-12-22,22:30:02,"TOKYO001","R04","T004453",1,"SKU01963","アメリカンドッグ 200ml","ホットスナック",1,313,0,0.080,25,313,338
2025-12-22,22:30:05,"TOKYO001","R03","T004607",1,"SKU02246","バウムクーヘン 2個入り","デザート",1,354,0,0.080,28,354,382
2025-12-22,22:30:05,"TOKYO001","R03","T004607",2,"SKU01826","シュークリーム 1000ml","デザート",1,289,0,0.080,23,289,312
2025-12-22,22:30:31,"TOKYO001","R08","T003772",1,"SKU02586","キッチンペーパー 1個","日用品",2,785,0,0.100,157,1570,1727
2025-12-22,22:30:36,"TOKYO001","R03","T004712",1,"SKU01052","シュークリーム 1個","デザート",1,247,0,0.080,20,247,267
2025-12-22,22:30:38,"TOKYO001","R04","T000303",1,"SKU02457","メロンパン 2個入り","ベーカリー",1,185,0,0.080,15,185,200
2025-12-22,22:30:38,"TOKYO001","R04","T000303",2,"SKU02972","コーラ (小)","飲料",1,119,0,0.080,10,119,129
2025-12-22,22:30:38,"TOKYO001","R04","T000303",3,"SKU02940","緑茶 ハーフ","飲料",1,149,0,0.080,12,149,161
2025-12-22,22:30:38,"TOKYO001","R04","T000303",4,"SKU02912","ほうじ茶 500ml","飲料",1,128,0,0.080,10,128,138
2025-12-22,22:30:40,"TOKYO001","R01","T004069",1,"SKU02633","コーラ 1個","飲料",1,170,0,0.080,14,170,184
2025-12-22,22:30:40,"TOKYO001","R01","T004069",2,"SKU00675","梅おにぎり (小)","おにぎり",1,151,0,0.080,12,151,163
2025-12-22,22:30:40,"TOKYO001","R01","T004069",3,"SKU00062","焼きそば ハーフ","弁当・惣菜",1,453,0,0.080,36,453,489
2025-12-22,22:30:40,"TOKYO001","R01","T004069",4,"SKU00698","バニラアイス (大)","アイスクリーム",1,237,36,0.080,16,201,217
2025-12-22,22:31:06,"TOKYO001","R06","T002206",1,"SKU00526","あんパン (大)","ベーカリー",1,237,0,0.080,19,237,256
2025-12-22,22:31:06,"TOKYO001","R06","T002206",2,"SKU00702","コーラ 2個入り","飲料",1,106,16,0.080,7,90,97
2025-12-22,22:31:06,"TOKYO001","R06","T002206",3,"SKU01825","洗剤 200ml","日用品",1,414,0,0.100,41,414,455
2025-12-22,22:31:11,"TOKYO001","R02","T004499",1,"SKU02393","カレーパン 1000ml","ベーカリー",1,167,0,0.080,13,167,180
2025-12-22,22:31:11,"TOKYO001","R02","T004499",2,"SKU00785","ポテトチップス コンソメ 200ml","スナック菓子",1,160,0,0.080,13,160,173
2025-12-22,22:31:11,"TOKYO001","R02","T004499",3,"SKU00170","ティッシュ 2個入り","日用品",1,728,0,0.100,73,728,801
2025-12-22,22:31:15,"TOKYO001","R02","T003980",1,"SKU02717","スポンジ (小)","日用品",1,141,0,0.100,14,141,155
2025-12-22,22:31:15,"TOKYO001","R02","T003980",2,"SKU01166","チューハイ レモン 1000ml","酒類",1,1288,0,0.100,129,1288,1417
2025-12-22,22:31:15,"TOKYO001","R02","T003980",3,"SKU00001","高菜おにぎり (大)","おにぎり",1,112,0,0.080,9,112,121
2025-12-22,22:31:23,"TOKYO001","R04","T004669",1,"SKU02854","カップうどん (小)","即席麺",1,177,0,0.080,14,177,191
2025-12-22,22:31:23,"TOKYO001","R04","T004669",2,"SKU01932","抹茶アイス","アイスクリーム",1,168,0,0.080,13,168,181
2025-12-22,22:31:23,"TOKYO001","R04","T004669",3,"SKU00537","フライドポテト ハーフ","ホットスナック",1,153,0,0.080,12,153,165
2025-12-22,22:31:43,"TOKYO001","R08","T004640",1,"SKU02593","バニラアイス 2個入り","アイスクリーム",1,232,0,0.080,19,232,251
2025-12-22,22:31:43,"TOKYO001","R08","T004640",2,"SKU00895","文庫本 (大)","雑誌・書籍",1,404,0,0.100,40,404,444
2025-12-22,22:31:51,"TOKYO001","R05","T003330",1,"SKU01879","唐揚げ弁当 (大)","弁当・惣菜",1,754,113,0.080,51,641,692
2025-12-22,22:31:51,"TOKYO001","R05","T003330",2,"SKU01621","チョココロネ 2個入り","ベーカリー",1,228,0,0.080,18,228,246
2025-12-22,22:31:51,"TOKYO001","R05","T003330",3,"SKU02254","缶ビール ハーフ","酒類",1,712,0,0.100,71,712,783
2025-12-22,22:31:51,"TOKYO001","R05","T003330",4,"SKU02950","ポテトサラダ 1個","サラダ",1,372,0,0.080,30,372,402
2025-12-22,22:32:14,"TOKYO001","R01","T000047",1,"SKU01358","チョココロネ ハーフ","ベーカリー",1,138,0,0.080,11,138,149
2025-12-22,22:32:15,"TOKYO001","R01","T002644",1,"SKU01614","幕の内弁当 2個入り","弁当・惣菜",1,685,0,0.080,55,685,740
2025-12-22,22:32:42,"TOKYO001","R05","T004189",1,"SKU00242","コーンサラダ 1000ml","サラダ",1,290,0,0.080,23,290,313
2025-12-22,22:32:42,"TOKYO001","R05","T004189",2,"SKU02400","ティッシュ (大)","日用品",3,602,90,0.100,172,1716,1888
2025-12-22,22:32:42,"TOKYO001","R05","T004189",3,"SKU02284","緑茶 200ml","飲料",1,136,0,0.080,11,136,147
2025-12-22,22:32:42,"TOKYO001","R05","T004189",4,"SKU00564","烏龍茶 2個入り","飲料",1,152,23,0.080,10,129,139
2025-12-22,22:32:46,"TOKYO001","R04","T004824",1,"SKU00095","メンソール 1000ml","たばこ",1,713,0,0.100,71,713,784
2025-12-22,22:32:46,"TOKYO001","R04","T004824",2,"SKU02691","チーズケーキ 2個入り","デザート",1,336,0,0.080,27,336,363
2025-12-22,22:32:46,"TOKYO001","R04","T004824",3,"SKU00200","発泡酒 1000ml","酒類",1,1290,0,0.100,129,1290,1419
2025-12-22,22:32:46,"TOKYO001","R04","T004824",4,"SKU02353","歯磨き粉 2個入り","日用品",2,175,0,0.100,35,350,385
2025-12-22,22:32:51,"TOKYO001","R06","T003576",1,"SKU02235","月刊誌 ハーフ","雑誌・書籍",1,936,0,0.100,94,936,1030
2025-12-22,22:32:51,"TOKYO001","R06","T003576",2,"SKU00742","幕の内弁当 ハーフ","弁当・惣菜",1,797,0,0.080,64,797,861
2025-12-22,22:32:51,"TOKYO001","R06","T003576",3,"SKU00659","ティッシュ 500ml","日用品",1,515,0,0.100,52,515,567
2025-12-22,22:32:51,"TOKYO001","R06","T003576",4,"SKU02633","コーラ 1個","飲料",1,170,0,0.080,14,170,184
2025-12-22,22:32:51,"TOKYO001","R06","T003576",5,"SKU00299","キッチンペーパー 500ml","日用品",1,456,0,0.100,46,456,502
2025-12-22,22:33:18,"TOKYO001","R06","T002893",1,"SKU02676","唐揚げ弁当 ハーフ","弁当・惣菜",1,738,0,0.080,59,738,797
2025-12-22,22:33:18,"TOKYO001","R06","T002893",2,"SKU02413","バウムクーヘン","デザート",1,255,51,0.080,16,204,220
2025-12-22,22:33:18,"TOKYO001","R06","T002893",3,"SKU02256","最中アイス","アイスクリーム",1,283,0,0.080,23,283,306
2025-12-22,22:33:18,"TOKYO001","R07","T004193",1,"SKU01210","カフェオレ ハーフ","コーヒー",3,131,0,0.080,31,393,424
2025-12-22,22:33:18,"TOKYO001","R07","T004193",2,"SKU00660","最中アイス ハーフ","アイスクリーム",1,215,0,0.080,17,215,232
2025-12-22,22:33:18,"TOKYO001","R07","T004193",3,"SKU00084","オレンジジュース 2個入り","飲料",1,103,0,0.080,8,103,111
2025-12-22,22:33:18,"TOKYO001","R07","T004193",4,"SKU00340","スポーツドリンク 1000ml","飲料",1,179,0,0.080,14,179,193
2025-12-22,22:34:39,"TOKYO001","R05","T002097",1,"SKU01828","アイスコーヒー (小)","コーヒー",1,124,0,0.080,10,124,134
2025-12-22,22:34:44,"TOKYO001","R04","T001040",1,"SKU00074","発泡酒 ハーフ","酒類",1,783,0,0.100,78,783,861
